Date,DEFAULT,QUALITY,MOMENTUM,BOOK_TO_PRICE,SIZE,CASH_TO_ASSETS,Real Yield,Yield Curve
10/27/2015,-0.0229,0.0097,0.017,-0.0074,-0.0115,0.0149,0.57,1.4
10/28/2015,0.0225,-0.0149,-0.0071,-0.0017,0.0111,0.0074,0.63,1.37
10/29/2015,0.0005,0.0005,-0.0051,0.0014,-0.0062,-0.0076,0.67,1.44
10/30/2015,0.013,-0.0017,-0.0102,-0.0034,-0.0037,-0.0066,0.63,1.41
11/2/2015,0.0191,-0.0155,-0.01,-0.005,0.0104,0.0064,0.65,1.43
11/3/2015,0.0121,-0.0115,-0.015,0.0017,0.0055,0.0066,0.65,1.43
11/4/2015,-0.0067,0.0043,0.0076,-0.0018,0.0035,-0.0008,0.68,1.41
11/5/2015,-0.0056,0.0095,0.0108,0.0062,-0.0029,-0.0116,0.71,1.41
11/6/2015,0.0084,-0.0001,0.0033,-0.0017,0.0062,0.026,0.75,1.44
11/9/2015,-0.0045,0.003,0.0032,-0.0008,-0.0013,0.0022,0.76,1.47
11/10/2015,-0.0068,0.0098,0.0085,0.0015,-0.0075,-0.0087,0.77,1.45
11/12/2015,-0.0134,0.0058,0.0069,0.0036,-0.0009,0.0043,0.78,1.43
11/13/2015,0.012,-0.0112,-0.006,0.0045,0.003,-0.0067,0.76,1.42
11/16/2015,0.0136,0.0018,-0.0104,0.002,-0.0129,-0.0108,0.76,1.39
11/17/2015,-0.02,0.015,0.0088,-0.0039,-0.003,0.0112,0.72,1.39
11/18/2015,0.0084,-0.0044,-0.0047,-0.0072,-0.0088,0.0042,0.71,1.37
11/19/2015,-0.019,0.0036,0.002,-0.0001,0.001,0.0004,0.68,1.33
11/20/2015,-0.0163,0.0116,0.009,-0.0039,0.0024,0.0056,0.66,1.33
11/23/2015,0.0025,-0.0066,0.0008,-0.0039,0.0052,0.0019,0.64,1.31
11/24/2015,0.0258,-0.0164,-0.0134,0.0039,0.0048,-0.0031,0.62,1.31
11/25/2015,-0.0015,0.0014,0.0001,-0.0073,0.009,0.007,0.62,1.3
11/27/2015,-0.0219,0.0066,0.0078,-0.003,0.0062,0.005,0.62,1.3
11/30/2015,0.0159,-0.0023,-0.0064,0.0069,0.0061,-0.0063,0.62,1.27
12/2/2015,-0.0091,0.0103,0.0098,-0.0033,0.0034,0.0175,0.62,1.24
12/3/2015,0.0048,-0.0001,-0.0008,0.0119,0.0042,-0.0039,0.72,1.37
12/4/2015,-0.0314,0.0187,0.0204,-0.0104,-0.0144,0.0156,0.68,1.32
12/7/2015,-0.0323,0.0262,0.0072,-0.0049,-0.0124,0.0042,0.67,1.29
12/8/2015,-0.0063,0.001,0.0109,-0.0058,0.0035,0.0007,0.68,1.3
12/9/2015,0.0191,-0.0193,-0.0147,0.0052,-0.0005,-0.0146,0.69,1.29
12/10/2015,0.0165,-0.0058,-0.0055,-0.0024,0.0025,0.0054,0.73,1.29
12/11/2015,-0.0258,0.0158,0.0042,0.006,-0.0009,-0.0042,0.67,1.25
12/14/2015,-0.0179,0.0107,0.0146,-0.0014,-0.0107,0.003,0.78,1.26
12/15/2015,0.0114,-0.0158,0.0004,-0.0026,-0.0029,0.002,0.8,1.3
12/16/2015,0.0008,-0.0142,-0.0018,-0.0132,-0.001,0.0042,0.84,1.28
12/17/2015,-0.0146,0.0088,0.0072,-0.0017,0.0128,0.0004,0.77,1.24
12/18/2015,0.0106,-0.0048,-0.0078,0.0051,0.0127,-0.0013,0.73,1.22
12/21/2015,0.0033,0.0008,-0.0006,-0.0064,-0.0032,0.004,0.75,1.24
12/22/2015,0.001,0.0081,-0.0108,0.0023,-0.0042,-0.0031,0.78,1.25
12/23/2015,0.0338,-0.0221,-0.0188,0.0047,-0.0015,-0.0166,0.76,1.26
12/24/2015,-0.0005,-0.0023,0.0008,0.0011,0.0037,0.004,0.73,1.22
12/28/2015,-0.03,0.0196,0.014,-0.0055,-0.0065,0.0026,0.74,1.19
12/29/2015,-0.0015,0.001,0.0024,-0.0033,-0.0019,-0.0009,0.79,1.23
12/30/2015,-0.0116,0.0031,0.0051,0.0007,0.0024,0.0033,0.77,1.23
12/31/2015,0.0181,-0.0095,-0.0097,0.0089,0.0037,-0.0053,0.73,1.21
1/4/2016,0.0209,-0.0087,-0.0193,0.0043,-0.0024,-0.0141,0.69,1.22
1/5/2016,-0.0126,0.0071,0.0066,0.0006,-0.002,-0.0075,0.69,1.21
1/6/2016,-0.0393,0.0196,0.0192,0.008,0.0051,0.0041,0.65,1.19
1/7/2016,-0.0149,0.0307,0.0086,0.0063,-0.006,-0.012,0.66,1.2
1/8/2016,0.0043,0.0014,-0.0012,0.0034,-0.0032,-0.0143,0.65,1.19
1/11/2016,-0.0261,0.0227,0.0162,0.0033,-0.0097,-0.0032,0.72,1.23
1/12/2016,-0.0243,0.0173,0.0104,-0.0119,-0.0116,0.0186,0.69,1.19
1/13/2016,-0.0063,0.016,0.0015,0.0127,-0.0042,-0.0086,0.65,1.17
1/14/2016,0.0127,-0.0053,-0.0064,-0.0055,-0.0013,0.0008,0.67,1.2
1/15/2016,-0.0174,0.0101,0.0036,-0.0029,-0.0009,-0.002,0.67,1.18
1/19/2016,-0.0285,0.0324,0.016,-0.0003,-0.011,-0.0022,0.68,1.18
1/20/2016,0,-0.0069,-0.0007,-0.0105,0.0111,0.0121,0.69,1.16
1/21/2016,0.0376,-0.0145,-0.0265,0.0038,0.0033,-0.0243,0.74,1.18
1/22/2016,0.0109,-0.0069,-0.0019,-0.003,0.0023,-0.0066,0.72,1.19
1/25/2016,-0.0274,0.0159,0.0158,-0.0034,0.0021,0.0081,0.69,1.15
1/26/2016,0.0346,-0.0187,-0.0194,0.0072,-0.0036,-0.0187,0.65,1.16
1/27/2016,0.0142,-0.0029,-0.0049,0.0167,-0.0015,-0.015,0.62,1.18
1/28/2016,0.01,0.0069,0.0041,0.0173,0.0026,-0.013,0.58,1.17
1/29/2016,0.0167,-0.0045,-0.012,-0.0047,-0.005,-0.0078,0.53,1.18
2/2/2016,-0.0237,0.018,0.0122,0.0062,0.0053,-0.0162,0.51,1.12
2/3/2016,0.0391,-0.0229,-0.0242,0.0086,-0.0081,-0.0134,0.5,1.16
2/4/2016,0.0211,-0.009,-0.0203,-0.0043,0.0011,0.0019,0.51,1.17
2/5/2016,0.0015,0.0145,-0.007,0.0164,1.00E-04,-0.0316,0.53,1.12
2/8/2016,-0.0181,0.0253,0.0116,0.0164,0.0045,-0.0101,0.52,1.09
2/9/2016,-0.0296,0.0127,0.0177,-0.0043,-0.0103,0.0137,0.53,1.05
2/10/2016,-0.0109,0.0053,0.0064,-0.0052,-0.0037,0.0045,0.5,1
2/11/2016,-0.007,0.0117,0.005,-0.0073,0.0055,0.0102,0.45,0.99
2/12/2016,0.0174,-0.0094,-0.0128,-0.0035,-0.0038,0.0108,0.49,1.03
2/16/2016,0.0034,-0.0091,-0.0137,-0.013,-0.0014,0.0186,0.53,1.04
2/17/2016,0.0257,-0.0233,-0.0228,-0.0084,-0.0012,0.009,0.53,1.07
2/18/2016,-0.0045,0.0104,0.001,0.0028,-0.0008,-0.0083,0.51,1.04
2/19/2016,-0.0234,0.009,0.0144,-0.0093,0.0034,0.0223,0.5,1
2/22/2016,0.0321,-0.0192,-0.016,0.0017,-0.0063,-0.0055,0.46,0.99
2/23/2016,-0.0219,0.0157,0.0152,0.0027,0.0027,-0.0012,0.42,0.98
2/24/2016,0.0005,-0.0041,-0.0023,-0.0018,0.0013,0.0044,0.39,1
2/25/2016,-0.0122,-0.0034,0.0043,0.001,-0.0078,-0.0048,0.32,0.99
2/26/2016,0.0286,-0.0226,-0.0202,-0.0008,0.0051,0.0118,0.35,0.96
2/29/2016,0.0196,-0.0017,-0.0089,0.0039,0.0079,-0.0072,0.32,0.96
3/2/2016,0.0392,-0.0339,-0.0255,0.0038,0.0081,-0.0099,0.33,0.99
3/3/2016,0.0417,-0.0125,-0.0194,0.0093,-0.0008,-0.0233,0.3,0.98
3/4/2016,0.0443,-0.0121,-0.0099,0.0075,0.0044,-0.0237,0.37,1
3/7/2016,0.0136,-0.0194,-0.0239,0.0139,0.0233,-0.0256,0.43,1
3/8/2016,-0.0582,0.0339,0.0363,0.0034,-0.0031,0.018,0.37,0.95
3/9/2016,0.0095,-0.0052,-0.0013,0.0071,0.0025,-0.0159,0.39,1
3/10/2016,0.0003,0.0005,0.0055,0.0057,-0.0099,-0.0012,0.45,1
3/11/2016,0.0212,-0.0136,-0.0196,-0.0037,-0.0052,0.003,0.44,1.01
3/14/2016,-0.0024,-0.0003,-0.0007,-0.0091,0.004,0.0068,0.45,1
3/15/2016,-0.0146,0.0239,0.0212,0.0101,-0.01,-0.0152,0.47,0.99
3/16/2016,0.0291,-0.0162,-0.012,0.0035,-0.0054,-0.0191,0.36,1.07
3/17/2016,0.0206,-0.0053,-0.0087,0.0045,0.0043,-0.0129,0.34,1.04
3/18/2016,0.0013,-0.0002,-0.0086,-0.0076,0.0013,0.0227,0.27,1.04
3/21/2016,-0.0015,0.0007,-0.0016,-0.005,0.0033,0.0162,0.28,1.05
3/22/2016,-0.0019,-0.0016,-0.0008,-0.0061,-0.0018,0.0015,0.31,1.03
3/23/2016,-0.037,0.0333,0.0316,0.0047,-0.0094,-0.001,0.3,1.01
3/24/2016,0.0075,-0.0075,-0.0052,0.0026,0.0053,-0.0052,0.34,1.02
3/28/2016,-0.0071,0.009,0.0084,0.0026,-0.0032,-0.002,0.33,1
3/29/2016,0.0035,-0.0081,-0.0016,-0.0131,0.0075,0.0003,0.2,1.03
3/30/2016,0.002,-0.0003,0.0007,0.0011,0.0015,0.0063,0.18,1.07
3/31/2016,0.0109,-0.0074,-0.0107,-0.0095,-0.003,0.0038,0.16,1.05
4/4/2016,-0.0082,0.0025,0.0056,-0.0049,0.0056,0.0041,0.14,1.03
4/5/2016,-0.0012,-0.001,0.0017,0.0037,0.0018,0.0041,0.14,1.01
4/6/2016,0.0086,-0.0168,-0.0145,-0.0109,-0.003,0.012,0.17,1.03
4/7/2016,0.0002,-0.0037,0.003,0.0021,0.0032,-0.0153,0.12,1
4/8/2016,0.0195,-0.0099,-0.0061,0.0078,-0.0012,-0.0163,0.14,1.02
4/11/2016,0.0124,-0.0008,0.0002,0.01,0.0039,-0.0065,0.17,1.03
4/12/2016,0.0388,-0.0119,-0.0147,0.012,0.0003,-0.0224,0.22,1.05
4/13/2016,0.0094,-0.0034,-0.0133,-0.0103,0.003,0.0246,0.21,1.02
4/14/2016,-0.0031,-0.002,-0.0012,-0.0026,0.0034,0.0019,0.24,1.03
4/15/2016,-0.0059,0.0054,0.0043,-0.0016,0.0002,-0.0056,0.2,1.02
4/18/2016,0.0041,-0.0034,-0.003,-0.0054,0.0007,0.0011,0.21,1.03
4/19/2016,0.0235,-0.0128,-0.0063,0.0135,-0.0013,-0.0213,0.19,1.02
4/20/2016,0.0144,-0.0072,-0.0111,0.0002,0.0004,0.0099,0.23,1.05
4/21/2016,-0.0022,-0.0051,-0.0094,-0.0058,0.0054,0.0221,0.24,1.06
4/22/2016,0.017,-0.0113,-0.0129,0.0011,0.0016,-0.018,0.25,1.05
4/25/2016,-0.0148,0.0185,0.0136,0.0027,1.00E-04,0.0006,0.26,1.06
4/26/2016,0.0161,-0.0097,-0.0086,0.0061,0,-0.0149,0.27,1.08
4/27/2016,0.0187,-0.0117,-0.0069,0.0051,-0.0033,-0.0201,0.19,1.04
4/28/2016,-0.0096,-0.0026,0.0073,0.004,0.006,-0.0012,0.12,1.06
4/29/2016,0.0027,-0.0044,0.0071,0.0076,-0.0001,-0.0111,0.12,1.06
5/2/2016,-0.0124,0.0056,0.0094,-0.0052,-0.0056,0.0026,0.2,1.08
5/3/2016,-0.026,0.024,0.0164,0.0034,0.0008,-0.0078,0.17,1.06
5/4/2016,-0.009,0.0143,0.0125,0.0078,0.0007,-0.0155,0.16,1.04
5/5/2016,-0.0014,0.0023,0.0023,0.001,-0.0046,-0.0119,0.13,1.04
5/6/2016,-0.004,0.0059,0.0023,0.0023,-0.0029,0.0002,0.18,1.05
5/9/2016,-0.0264,0.0173,0.0092,-0.012,0.0011,0.0041,0.18,1.05
5/10/2016,0.0186,-0.0068,-0.0069,0.0004,-0.0078,0.0023,0.15,1.05
5/11/2016,0.0075,-0.0092,0.0035,0.0114,0.0022,-0.0054,0.14,0.99
5/12/2016,-0.0182,0.0133,0.0118,0.0028,-0.0108,-0.0086,0.15,0.99
5/13/2016,-0.0071,-0.0012,0.0019,-0.0038,0.0056,0.0087,0.13,0.95
5/16/2016,0.0066,-0.0111,-0.0073,-0.0072,-0.0014,0.0027,0.15,0.96
5/17/2016,0.021,-0.0133,-0.0153,0.0005,-0.0072,-0.0024,0.15,0.94
5/18/2016,-0.012,0.0152,0.0032,0.0011,0.0057,0.0232,0.26,0.97
5/19/2016,-0.0016,-0.0022,0.0022,-0.0014,-0.0061,-0.0061,0.29,0.96
5/20/2016,0.0064,-0.0054,-0.0122,-0.0082,0.0045,0.0076,0.29,0.96
5/23/2016,0.0014,-0.0092,-0.0037,-0.0043,0.008,0.0061,0.3,0.93
5/24/2016,-0.0039,0.0066,0.0009,-0.0049,0.0021,0.0097,0.31,0.94
5/25/2016,0.0269,-0.0185,-0.0158,0.0026,-0.0005,0.0003,0.29,0.95
5/26/2016,-0.009,0.0054,0.0052,-0.0014,-0.0006,-0.0039,0.25,0.96
5/27/2016,-0.0013,0.0044,-0.002,-0.0063,-0.0002,0.0057,0.27,0.95
5/31/2016,0.0079,-0.0082,-0.0061,-0.0029,0.0038,0.0008,0.3,0.97
6/2/2016,0.0043,-0.0083,-0.006,-0.0082,-0.0014,0.0096,0.27,0.92
6/3/2016,-0.0018,-0.0004,0.0066,0.0043,0.0017,-0.0115,0.19,0.93
6/6/2016,0.0299,-0.0235,-0.0135,0.0104,0.0094,0.0016,0.19,0.93
6/7/2016,0.0118,-0.0097,-0.0001,0.0062,0.0004,-0.0069,0.15,0.94
6/8/2016,-0.0029,0.0006,0.0056,0.0057,0.0072,-0.0011,0.12,0.93
6/9/2016,-0.0162,0.0103,0.0116,0.0038,-0.0044,-0.011,0.12,0.91
6/10/2016,-0.0273,0.02,0.0152,0.0064,0.0024,-0.0005,0.12,0.91
6/13/2016,-0.0049,0.0007,0.0029,-0.0005,-0.0011,0.0014,0.15,0.89
6/14/2016,-0.0066,0.0039,0.0065,0.0002,-0.0008,-0.0012,0.17,0.88
6/15/2016,0.0074,-0.0106,-0.0059,-0.0012,0.0035,0.0028,0.13,0.91
6/16/2016,-0.0139,0.0098,0.0043,-0.0049,-0.0026,0.001,0.15,0.87
6/17/2016,0.0253,-0.0101,-0.0102,0.0093,-0.0021,-0.0119,0.2,0.92
6/20/2016,0.0059,-0.0047,-0.0037,-0.005,0.0024,0.008,0.24,0.93
6/21/2016,0.0026,0.0024,0.0058,0.0055,-0.0061,-0.0021,0.28,0.95
6/22/2016,-0.0041,0.0091,0.0009,0.0004,-0.002,0.0005,0.25,0.94
6/23/2016,0.0132,-0.0099,-0.0108,-0.0026,-0.0017,0.0105,0.24,0.96
6/24/2016,-0.0299,0.0176,0.0201,0.006,0.0152,-0.0282,0.15,0.93
6/27/2016,-0.0401,0.0284,0.0279,0.0045,-0.0014,-0.0236,0.12,0.85
6/28/2016,0.015,-0.0181,-0.0143,-0.0039,-0.0008,0.0042,0.09,0.85
6/29/2016,0.0062,-0.0103,-0.0069,-0.0035,-0.006,0.0092,0.1,0.88
6/30/2016,-0.0077,0.0061,0.0064,-0.0017,-0.0062,-0.0017,0.09,0.91
7/5/2016,-0.0338,0.0223,0.0191,-0.0058,-0.0022,-0.0042,-0.03,0.81
7/6/2016,0.0021,-0.0032,-0.0044,-0.0036,0.0007,0.0039,-0.05,0.8
7/7/2016,0.0034,0.0009,-0.0055,-0.0015,0.0017,0.0137,-0.03,0.82
7/8/2016,0.0126,-0.0092,-0.006,0.0017,0.0025,0.0017,-0.06,0.76
7/11/2016,0.0017,-0.0034,-0.0021,0.0023,0.0043,0.0016,0.01,0.77
7/12/2016,0.0361,-0.0194,-0.0152,0.0039,0.0043,0.0052,0.07,0.84
7/13/2016,-0.0102,0.007,0.0087,0.0062,-0.0032,-0.0077,0.03,0.8
7/14/2016,0.0091,-0.0007,-0.0061,0.0039,-0.0052,0.0065,0.08,0.85
7/15/2016,0.0015,-0.0052,-0.0012,0.0005,0.0052,0.001,0.11,0.89
7/18/2016,0.0072,-0.0071,-0.007,-0.001,0.0002,0.0002,0.1,0.91
7/19/2016,-0.0113,0.0166,0.0062,0.0024,-0.0051,-0.0029,0.12,0.86
7/20/2016,0.0027,-0.0041,-0.0079,-0.0077,0.0046,0.0137,0.13,0.86
7/21/2016,-0.0011,-0.0027,-0.0031,0.0026,0.0011,-0.0024,0.05,0.87
7/22/2016,-0.0003,0.0025,0.0033,0.001,-0.0005,0.0022,0.06,0.86
7/25/2016,-0.0063,0.0023,-0.0009,-0.0001,-0.0033,0.0096,0.08,0.86
7/26/2016,0.0124,-0.0113,-0.0025,0.0029,0,0.0096,0.07,0.82
7/27/2016,-0.0031,-0.0033,-0.009,-0.0048,0.0118,0.0118,0.03,0.79
7/28/2016,0.0028,0.0019,0.0019,-0.0003,-0.0048,0.0023,0,0.8
7/29/2016,0.0057,-0.0052,0.0015,-0.0004,-0.0006,-0.0075,-0.03,0.79
8/2/2016,-0.0011,0.0026,0.0044,0.0045,-0.0016,-0.0012,0.11,0.88
8/3/2016,0.0209,-0.0148,-0.0161,0.0049,0.0043,0.0016,0.09,0.88
8/4/2016,0.0022,0.0015,0.0057,-0.0002,0.0026,-0.0014,0.04,0.87
8/5/2016,0.0182,-0.0017,-0.0134,0.0028,0.0028,0.0085,0.09,0.87
8/8/2016,0.0121,-0.0039,-0.0044,0.0038,0.004,-0.006,0.08,0.85
8/9/2016,-0.0094,0.0041,0.0045,-0.0034,-0.0003,0.0084,0.06,0.84
8/10/2016,-0.0145,0.0112,0.008,0.0009,-0.0077,-0.0049,0.06,0.81
8/11/2016,0.0124,-0.0096,-0.0072,-0.0003,-0.0011,0.0015,0.1,0.81
8/12/2016,-0.003,0.0008,-0.0027,-0.0029,0.0021,0.0007,0.07,0.8
8/15/2016,0.0195,-0.0161,-0.0105,0.0022,0.0055,0.0055,0.1,0.83
8/16/2016,0.0061,0.003,-0.0034,0.0053,0.0049,-0.0006,0.13,0.81
8/17/2016,-0.0046,0.0043,0.0039,0.0017,-0.0023,-0.0081,0.09,0.82
8/18/2016,0.0097,-0.0089,0.0004,0.0013,0.001,-0.004,0.06,0.82
8/19/2016,-0.0032,0.0079,-0.0025,-0.0002,-0.0014,0.0093,0.1,0.82
8/22/2016,-0.0095,0.0019,0.0018,-0.0022,0.0041,0.0031,0.08,0.79
8/23/2016,0.0096,-0.0069,-0.0044,0,0.002,0.0022,0.07,0.81
8/24/2016,-0.0073,0.0188,0.004,0.0053,-0.002,-0.0061,0.08,0.8
8/25/2016,0.0036,-0.0024,0.0041,0.003,-0.0003,-0.0007,0.09,0.8
8/26/2016,0.0064,-0.0024,-0.0044,-0.0036,0.0022,0.0084,0.15,0.78
8/29/2016,0.0032,-0.0042,-0.0019,0.0022,0.0008,-0.004,0.11,0.76
8/30/2016,0.0047,0.0034,-0.0044,-0.0006,0.0031,0.0007,0.11,0.77
8/31/2016,-0.0063,0.0083,0.0023,0.0031,-0.0021,-0.0022,0.11,0.78
9/2/2016,0.0024,-0.0049,0.0002,0.004,0.0011,-0.0079,0.13,0.8
9/6/2016,0.0034,-0.0154,-0.0008,-0.0033,0.0042,-0.0047,0.06,0.81
9/7/2016,0.0074,-0.0091,-0.0066,-0.0013,0.0007,-0.0016,0.03,0.8
9/8/2016,0.0196,-0.0146,-0.0061,0.0041,0.0087,-0.0016,0.09,0.83
9/9/2016,-0.0053,0.0116,-0.0018,0.0071,0.0022,0.0087,0.17,0.88
9/12/2016,0.0036,-0.0069,-0.0021,-0.0063,-0.0048,0.0025,0.17,0.89
9/13/2016,-0.0177,0.015,0.0021,0.0014,0,0.0054,0.24,0.93
9/14/2016,-0.0081,0.0006,0.0037,-0.0054,0.0037,0.0039,0.21,0.93
9/15/2016,0.004,-0.0046,0.0008,-0.0029,-0.0014,0.0082,0.22,0.97
9/16/2016,0.0022,-0.0037,0.001,0.0012,0.0068,-0.0015,0.19,0.93
9/19/2016,-0.0072,-0.0019,0.0002,-0.0029,0.0009,-0.0046,0.2,0.91
9/20/2016,-0.0083,0.0037,-0.0002,-0.0114,0.0056,0.0055,0.2,0.9
9/21/2016,0.0084,-0.0119,0.0059,-0.0011,-0.0047,-0.001,0.15,0.87
9/22/2016,0.0016,-0.0045,-0.0019,-0.0024,0.0037,-0.0042,0.08,0.84
9/23/2016,-0.005,0.0015,-0.0036,0.002,0.0045,0.0013,0.05,0.85
9/26/2016,-0.0052,0.0011,0.0042,-0.0015,-0.0028,-0.0077,0.05,0.83
9/27/2016,-0.0036,0.0069,0.0001,-0.0062,-0.0001,0.0202,0.04,0.81
9/28/2016,0.0209,-0.0185,0.003,0.0096,-0.0016,-0.0115,0.01,0.82
9/29/2016,0.0046,0.0031,0.0041,0.0098,-0.0009,-0.0045,0.02,0.83
9/30/2016,0.0081,0.0018,-0.0037,0.0005,0.0035,0.009,0,0.83
10/3/2016,0.0052,-0.0028,-0.0008,-0.0003,0.0018,0.0068,0,0.83
10/4/2016,-0.0031,0.0093,-0.0052,0.0013,-0.0008,0.0088,0.07,0.87
10/5/2016,0.0182,-0.0144,-0.0076,0.0031,0.0023,0.0107,0.1,0.87
10/6/2016,-0.0049,0.0112,0.0076,0.0059,-0.006,-0.012,0.11,0.89
10/7/2016,-0.0046,0.0054,0.0017,0.0021,-0.0009,0.0014,0.1,0.9
10/11/2016,-0.0036,0.0087,0.0004,0.0079,-0.0004,-0.0095,0.13,0.9
10/12/2016,-0.0064,0.0097,0.0051,0.0059,-0.0046,-0.012,0.15,0.92
10/13/2016,-0.0032,0.0041,0.0013,-0.0036,-0.0078,-0.009,0.12,0.9
10/14/2016,-0.0066,0.0109,0.0032,0.0059,-0.003,-0.0001,0.13,0.96
10/17/2016,-0.006,0.001,0.0049,0.0053,-0.0012,-0.0051,0.09,0.96
10/18/2016,0.0059,-0.01,-0.0031,-0.0021,-0.0035,0.004,0.09,0.93
10/19/2016,0.0138,-0.0118,-0.0034,0.0066,-0.0004,-0.0007,0.08,0.95
10/20/2016,0.005,-0.005,-0.0042,-0.0017,0.003,0.0018,0.08,0.92
10/21/2016,-0.0031,0.0004,-0.0024,-0.0019,-0.0006,0.0073,0.07,0.9
10/24/2016,-0.0093,0.0088,0.0038,-0.0022,-0.0042,0.0014,0.11,0.93
10/25/2016,-0.0062,-0.0012,0.0007,0.0049,-0.0029,-0.0046,0.07,0.91
10/26/2016,0.003,0.0025,-0.0078,0.0021,-0.007,-0.0009,0.08,0.93
10/27/2016,-0.0017,0.0059,-0.0021,0.0027,-0.0051,0.0006,0.13,0.98
10/28/2016,-0.0074,0.0009,0.0042,-0.0008,-0.0082,-0.0014,0.13,1
10/31/2016,-0.0131,0.0105,0.0077,-0.0008,-0.006,-0.0077,0.11,0.98
11/2/2016,-0.0116,0.0176,0.0008,0.0058,-0.0056,-0.0011,0.11,1
11/3/2016,0.0024,0.0035,0.0079,0.0112,-0.0114,-0.0042,0.14,1.01
11/4/2016,0.0017,-0.009,-0.006,-0.0092,0.0046,0.0031,0.11,0.99
11/7/2016,0.0028,-0.0051,-0.0022,-0.0059,-0.0031,0.008,0.12,1.01
11/8/2016,-0.0117,-0.0031,0.0055,-0.003,-0.0021,0.0004,0.15,1.01
11/9/2016,0.0344,-0.0245,-0.02,-1.00E-04,0.0179,0.0182,0.25,1.17
11/10/2016,0.0156,0.0015,-0.0198,0.0073,0.0157,0.0095,0.27,1.23
11/14/2016,0.0204,-0.0129,-0.015,0.0029,0.0025,-0.0023,0.4,1.23
11/15/2016,0.0104,-0.0087,0.007,0.0042,-0.0065,0.0014,0.41,1.21
11/16/2016,-0.0075,0.0075,0.0067,0.0062,0.0077,0.001,0.39,1.22
11/17/2016,-0.0023,0.0038,-0.0013,-0.0008,-0.0016,0.0109,0.42,1.25
11/18/2016,0.0029,-0.0038,0.0014,0.0044,0.0077,-0.0078,0.44,1.27
11/21/2016,0.0156,-0.0095,0.0036,0.0018,-0.0029,0.0023,0.42,1.25
11/22/2016,0.0005,0.001,0.0046,0.0068,0.0033,-0.0131,0.41,1.24
11/23/2016,0.0093,-0.0097,-0.0046,0.0004,0.0031,0.0019,0.44,1.24
11/25/2016,-0.011,0.0021,0.0003,0.0009,0.0025,-0.0009,0.47,1.24
11/28/2016,-0.0104,0.0106,0.0065,0.0065,-0.0032,-0.0092,0.47,1.21
11/29/2016,-0.0145,0.0124,0.003,-0.001,-0.0053,-0.0024,0.44,1.21
11/30/2016,0.0526,-0.0296,-0.007,0.0194,-0.0025,-0.0069,0.43,1.26
12/2/2016,-0.0016,-0.0063,0.0046,-0.0002,0.0014,-0.0048,0.49,1.29
12/5/2016,0.009,-0.0086,-0.0027,0.0009,0.0076,0.0031,0.45,1.26
12/6/2016,0.0051,-0.0099,-0.0045,0.0008,0.0053,0.0021,0.44,1.27
12/7/2016,-0.0037,0.0054,0.0009,0.0039,-0.0088,-0.0061,0.42,1.24
12/8/2016,0.0063,-0.0049,-0.0037,0.0044,0.0113,0.0026,0.45,1.28
12/9/2016,0.0037,0.0063,-0.0066,0.0067,0.0048,-0.0032,0.51,1.32
12/12/2016,-0.0146,0.0101,0.002,0.0003,-0.0059,-0.0051,0.51,1.34
12/13/2016,-0.0006,-0.0021,-0.001,-0.0004,-0.0059,-0.0006,0.53,1.31
12/14/2016,-0.015,0.0087,0.0002,-0.0005,-0.0016,0.0138,0.6,1.27
12/15/2016,0.0036,-0.0022,0.0027,0.002,0.0013,0.006,0.7,1.31
12/16/2016,0.0045,0.0027,-0.0088,-0.0021,0.0047,-0.0162,0.74,1.32
12/19/2016,-0.0018,0.004,0.0013,0.0008,0.0028,-0.0079,0.68,1.3
12/20/2016,0.0008,-0.0051,0.0043,0.0042,0.0037,0.0034,0.67,1.32
12/21/2016,-0.0014,-0.0009,0.0032,0.0029,-0.003,-0.001,0.64,1.34
12/22/2016,-0.0013,0.0017,0.003,0.0036,-0.0028,-0.0114,0.6,1.33
12/23/2016,0.004,-0.0058,-0.0039,-0.0076,0.0075,0.0055,0.58,1.33
12/27/2016,0.0048,-0.0033,0.0029,-0.0008,-0.0005,0.0029,0.58,1.29
12/28/2016,-0.0062,0.0074,-0.0013,0.0053,-0.001,-0.0032,0.56,1.25
12/29/2016,-0.0032,0.0041,0.0008,-0.001,-0.0032,-0.0116,0.55,1.27
12/30/2016,-0.0008,0.003,-0.0026,0.0033,0.0035,-0.0063,0.5,1.25
1/3/2017,0.0169,-0.0093,-0.0061,0.0009,0.0021,0.0075,0.47,1.23
1/4/2017,0.0169,-0.0158,-0.0037,-0.0079,0.006,0.007,0.47,1.22
1/5/2017,-0.0037,-0.0015,-0.0061,-0.0027,-0.0016,-0.005,0.42,1.2
1/6/2017,-0.0049,0.0032,-0.0018,-0.0046,-0.0061,0.012,0.46,1.2
1/9/2017,-0.0029,-0.001,-0.0037,-0.0106,0.0001,0.0124,0.43,1.17
1/10/2017,0.0027,-0.0047,0.0071,0.0025,0.0099,0.0056,0.43,1.19
1/11/2017,0.0033,0.0027,0.0065,0.0076,-0.0019,-0.0022,0.39,1.18
1/12/2017,-0.0041,0.0041,-0.0054,-0.0073,-0.0042,0.0003,0.38,1.18
1/13/2017,-0.0048,0.002,0.0017,-0.0028,0.0048,0.0097,0.41,1.19
1/17/2017,0.0002,0.005,-0.0091,0.0028,-0.0083,-0.0177,0.36,1.16
