Date,DEFAULT,QUALITY,MOMENTUM,BOOK_TO_PRICE,SIZE,CASH_TO_ASSETS,Real Yield,Yield Curve
11/30/2012,-0.0012,0.0015,0.0007,0.0021,0.0005,-0.0048,-0.79,1.37
12/3/2012,0.0002,-0.0001,0.0009,0.0062,0.0044,-0.0042,-0.81,1.38
12/4/2012,0.0038,-0.0016,-0.0052,-0.0002,-0.0005,0.0042,-0.83,1.37
12/5/2012,0.0084,-0.0095,-0.009,0.0024,-0.0077,-0.0089,-0.85,1.35
12/6/2012,0.0026,-0.0043,-0.0004,-0.0017,-0.0033,0.005,-0.87,1.34
12/7/2012,0.0081,-0.0073,-0.003,-0.0042,-0.0033,0.0031,-0.86,1.39
12/10/2012,0.0021,-0.0065,-0.0031,-0.0014,0.0015,0.0028,-0.87,1.39
12/11/2012,0.0043,-0.0005,-0.0031,-0.0047,0.0049,0.0091,-0.84,1.42
12/12/2012,0.0067,-0.0062,-0.0019,0.001,-0.0034,0.003,-0.79,1.47
12/13/2012,0.0079,-0.0036,-0.0015,0.0045,0.003,0.0017,-0.73,1.47
12/14/2012,0.0037,-0.0062,-0.0045,0.0032,0.004,-0.0031,-0.74,1.48
12/17/2012,-0.004,-0.0032,0.0075,0.0001,-0.0021,0.0003,-0.7,1.53
12/18/2012,0.013,-0.0066,-0.0041,-0.0049,-0.0021,0.0027,-0.67,1.56
12/19/2012,0.0022,-0.0035,-0.0008,0.0039,0.0056,0.0021,-0.66,1.54
12/20/2012,-0.0041,-0.0005,0.0019,0.0042,-0.0008,-0.004,-0.69,1.53
12/21/2012,-0.0069,0.0039,-0.002,0.0008,0.0028,-0.0024,-0.71,1.51
12/24/2012,-0.0058,0.0022,0.0041,-0.0014,-0.0016,-0.0013,-0.69,1.53
12/26/2012,0.0078,-0.0069,-0.0042,0.0036,0.002,-0.0026,-0.71,1.51
12/27/2012,-0.0031,0.0043,0.0029,-0.0004,-0.0029,-0.0021,-0.73,1.48
12/28/2012,-0.003,0.001,0.0035,0.0023,0.0058,-0.0007,-0.73,1.46
12/31/2012,0.0139,-0.009,0.0023,-0.0024,0.0012,0.0006,-0.67,1.53
1/2/2013,0.0001,-0.0051,0.0019,1.00E-04,0.0041,0.0072,-0.62,1.59
1/3/2013,0.0104,-0.0024,-0.0043,-0.0002,0.0009,-0.0105,-0.54,1.65
1/4/2013,0.0096,-0.0112,-0.0037,-0.0018,0.0013,0.0007,-0.55,1.66
1/7/2013,-0.0012,-0.0032,0.0019,-0.0011,0.0029,-0.0002,-0.6,1.65
1/8/2013,-0.0112,0.0055,0.0084,0.0005,0.004,0.0004,-0.6,1.64
1/9/2013,-0.0069,0.0028,0.0008,-0.0017,0.0008,0.0072,-0.64,1.64
1/10/2013,0.0034,0.0043,-0.0021,0.0017,-0.0041,0.0017,-0.62,1.65
1/11/2013,-0.0007,0.0047,-0.0018,-0.0018,0.0021,0.0057,-0.63,1.63
1/14/2013,-0.0001,0.0036,-0.0026,0.0009,-0.0006,-0.0006,-0.66,1.63
1/15/2013,0.0078,-0.0077,-0.003,-0.001,-0.0023,-0.0029,-0.66,1.6
1/16/2013,0.0005,-0.0035,0.002,0.0035,-0.0011,-0.0011,-0.65,1.58
1/17/2013,0,-0.0005,-0.0019,0.0022,-0.0011,-0.0001,-0.64,1.61
1/18/2013,0.0014,-0.0028,0.0007,0.0025,-0.0008,-0.0082,-0.66,1.61
1/22/2013,0.01,-0.0055,-0.0022,0.0041,0.0015,-0.0093,-0.68,1.6
1/23/2013,-0.0034,0.0011,0.0024,0.0013,-0.0001,0.004,-0.66,1.6
1/24/2013,0.0064,0.0048,-0.0085,-0.0024,-0.0017,0,-0.62,1.65
1/25/2013,0.0118,-0.0029,-0.0017,-0.0054,-0.0065,0.0133,-0.56,1.7
1/28/2013,-0.0002,0.0034,-0.0034,0.004,0.0069,0.0042,-0.55,1.71
1/29/2013,-0.0068,0.0023,0.0005,0.0054,0.0016,-0.0163,-0.53,1.73
1/30/2013,0.0026,0.0033,0.0013,0.003,-0.0039,-0.001,-0.54,1.76
1/31/2013,0.008,-0.0017,-0.0037,-0.0001,0.0062,0.003,-0.57,1.75
2/4/2013,-0.0045,0.0029,0,0.0007,0.0002,-0.0028,-0.59,1.75
2/5/2013,0.0051,-0.0017,0.0013,-0.0029,-0.0009,0.0041,-0.55,1.77
2/6/2013,0.0089,-0.0053,-0.0032,0.0016,0.0008,-0.0005,-0.58,1.73
2/7/2013,0.0012,0.002,-0.0011,0.0045,-0.0002,-0.003,-0.58,1.74
2/8/2013,-0.002,0.0012,-0.002,-0.0017,-0.0028,0.0027,-0.57,1.74
2/11/2013,0.0027,-0.0005,-0.0003,0.0031,0.0028,-0.0015,-0.58,1.72
2/12/2013,0.0024,-0.0124,0.0001,0.0049,0.0032,-0.0052,-0.57,1.73
2/13/2013,0.0015,-0.0024,0.0016,0.0041,0.0012,0.0004,-0.54,1.76
2/14/2013,0.0051,-0.0045,-0.0006,-0.0002,0.0015,0.008,-0.56,1.73
2/15/2013,-0.0059,0.0065,0.0041,0.0021,0.0006,0.001,-0.53,1.72
2/19/2013,0.0028,-0.002,-0.0005,-0.0008,0.0026,-0.005,-0.52,1.74
2/20/2013,-0.0186,0.0188,-0.0002,-0.0008,0.001,-0.0049,-0.52,1.75
2/21/2013,-0.0039,0.004,-0.0005,0.0023,0.0017,-0.0024,-0.54,1.73
2/22/2013,0.0011,-0.0071,0.0024,-0.0029,-0.0034,0.0006,-0.57,1.7
2/25/2013,-0.0119,0.0139,-0.0014,0.0025,0.0006,0.0064,-0.62,1.63
2/26/2013,-0.0023,-0.007,0.0041,0.0015,-0.0006,-0.0103,-0.62,1.63
2/27/2013,0.0045,-0.0026,0.0051,-0.0045,-0.0091,0.0033,-0.61,1.64
2/28/2013,-0.008,0.0066,0.0029,-0.0017,0.0002,-0.0082,-0.64,1.64
3/4/2013,0.0011,-0.0004,0.0121,0,-0.0018,0.0007,-0.65,1.64
3/5/2013,0.0001,-0.0003,0.001,-0.0049,-0.0027,0.0015,-0.65,1.65
3/6/2013,0.0101,-0.0039,-0.0031,0.001,0.0011,0.0047,-0.61,1.7
3/7/2013,0.0124,-0.0126,-0.0042,-0.0012,0.0038,0.0003,-0.56,1.75
3/8/2013,0.0051,-0.0067,-0.0002,-0.0019,0.0015,0.0025,-0.5,1.79
3/11/2013,0.0034,-0.002,-0.0026,0.0011,0.0015,-0.0005,-0.5,1.8
3/12/2013,0.0026,0.0011,-0.0021,0.0003,1.00E-04,0,-0.52,1.76
3/13/2013,-0.0014,0,0.0008,-0.0005,-0.0017,-0.0055,-0.52,1.77
3/14/2013,0.0027,-0.0089,-0.0044,0.0017,0.0011,-0.003,-0.53,1.77
3/15/2013,0.0021,-0.003,-0.0059,0.0019,0.0012,-0.0071,-0.55,1.76
3/18/2013,0.0047,-0.0033,-0.0001,0.0022,0.004,-0.0059,-0.6,1.7
3/19/2013,-0.006,0.0027,0.0029,0.0036,0,-0.003,-0.61,1.68
3/20/2013,0.0037,-0.0016,0.0042,-0.0019,-0.0027,0.0031,-0.57,1.7
3/21/2013,-0.0051,0.0064,0.0009,0.0019,0.0041,-0.0024,-0.57,1.68
3/22/2013,-0.0045,0.0043,0.0017,-0.0019,-0.0029,-0.0021,-0.6,1.67
3/25/2013,0.0011,0.0027,-0.0003,0.0023,0.0044,-0.0025,-0.6,1.69
3/26/2013,-0.0033,0.0017,0.0042,-0.0014,-0.007,-0.0055,-0.61,1.67
3/27/2013,-0.0009,0,0.0016,-0.0011,-0.001,0.0064,-0.64,1.62
3/28/2013,-0.0062,0.0031,0.0049,-0.0041,-0.0035,-0.0014,-0.64,1.62
4/2/2013,-0.0117,0.0136,0.0031,-0.0018,-0.005,0.0005,-0.63,1.63
4/3/2013,-0.0006,0.0128,-0.0065,0.0054,0.0007,-0.0013,-0.65,1.59
4/4/2013,0,-0.0034,0.0015,-0.0001,-0.0013,0.0004,-0.7,1.56
4/5/2013,0.0067,-0.0084,0.0015,0.0022,0.0012,-0.0115,-0.74,1.48
4/8/2013,0.0053,-0.0084,0.0026,-0.0011,-0.0044,-0.0061,-0.69,1.52
4/9/2013,0.0097,-0.0028,-0.0038,-0.0021,-0.0045,0.0011,-0.67,1.54
4/10/2013,0.0009,0.0041,-0.0001,-0.0037,0.0031,0.0115,-0.6,1.6
4/11/2013,-0.0027,0.0012,0.0048,-0.003,-0.0052,0.0004,-0.65,1.58
4/12/2013,-0.0057,0.003,0.0023,-0.0006,0.0005,-0.0001,-0.68,1.53
4/15/2013,-0.0152,0.0141,-0.0028,0.0029,-0.0041,0.0052,-0.69,1.5
4/16/2013,0.0001,-0.0034,0.0078,-0.0042,-0.0034,-0.0001,-0.65,1.51
4/17/2013,-0.0075,0.0075,0.0031,-0.0006,0.0005,-0.0026,-0.64,1.49
4/18/2013,0.0052,-0.0015,-0.0023,0.0021,0.0042,-0.0153,-0.55,1.48
4/19/2013,-0.0041,0.0019,0.0125,-0.0024,-0.0017,0.0043,-0.59,1.49
4/22/2013,0.0011,0.0021,-0.0004,-0.0009,-0.0022,0.0024,-0.63,1.48
4/23/2013,0.0101,-0.0067,0.0011,-0.0006,0.0046,0.0122,-0.64,1.51
4/24/2013,0.0083,-0.0133,-0.0087,0.0045,0,-0.0106,-0.65,1.5
4/25/2013,0.0115,-0.0046,-0.0025,-0.0043,0.0002,0.0145,-0.66,1.51
4/26/2013,-0.0019,-0.0012,-0.0006,-0.0024,0.0008,-0.0008,-0.68,1.48
4/29/2013,0.0008,0.0001,-0.006,-0.0006,0.0005,-0.0022,-0.67,1.5
4/30/2013,-0.0085,-0.0018,-0.0081,0.0011,-0.0004,-0.0014,-0.64,1.48
5/2/2013,0.0031,-0.0084,0.004,-0.0002,0.0028,0.0074,-0.62,1.46
5/3/2013,0.0097,-0.0058,-0.0036,-0.0008,0.0014,0.0008,-0.53,1.56
5/6/2013,0.0132,-0.0098,-0.0008,0.0043,0.0043,0.0031,-0.51,1.58
5/7/2013,-0.0047,0.0046,0.0016,-0.0017,-0.0012,-0.0082,-0.5,1.6
5/8/2013,0.0104,-0.0045,-0.0057,-0.0004,-0.0025,0.0034,-0.48,1.59
5/9/2013,0.0024,0.0005,0.0004,-0.0007,0.0022,0.0082,-0.5,1.59
5/10/2013,0.0085,-0.0044,0.0016,-0.0021,0.0011,0.0105,-0.45,1.64
5/13/2013,-0.0019,0,0.0038,-0.0004,0.003,0.0013,-0.41,1.68
5/14/2013,0.008,-0.0055,0.0045,-0.0031,-0.0023,0.0065,-0.37,1.7
5/15/2013,-0.0048,-0.0011,0.0048,0.0017,-0.002,-0.0036,-0.36,1.68
5/16/2013,-0.0016,0.0056,-0.008,-0.0004,0.0031,0.0025,-0.4,1.64
5/17/2013,0.0058,-0.0038,-0.0008,-0.0014,-0.0031,-0.0009,-0.31,1.69
5/20/2013,0.0114,-0.007,-0.0098,0.0052,0.0056,-0.0055,-0.31,1.71
5/21/2013,-0.0031,0.0033,0,-0.0004,0.0015,0.0007,-0.34,1.68
5/22/2013,-0.0029,0.006,0.0008,0.0029,0.0008,-0.0008,-0.24,1.77
5/23/2013,0.0057,-0.0114,0.001,-0.0015,0.0052,0.0038,-0.24,1.76
5/24/2013,-0.0034,0,0.0015,0.0043,0.0063,0.0016,-0.26,1.75
5/28/2013,0.0017,-0.0023,0.0043,-0.0022,0.0038,0.0107,-0.14,1.86
5/29/2013,0.0053,0.0014,-0.006,0.0032,0.0011,0.0078,-0.1,1.83
5/30/2013,0.0064,-0.0023,0.0015,-0.0012,0.0025,0.0125,-0.05,1.82
5/31/2013,-0.0026,-0.0003,-0.0024,0.0006,0.0067,-0.0005,-0.05,1.86
6/3/2013,-0.0072,0.0067,-0.0037,0.0024,0.0071,-0.0105,-0.07,1.83
6/4/2013,-0.001,0.0065,-0.0044,0.0021,-0.0013,-0.0011,-0.05,1.82
6/5/2013,-0.0049,0.0005,-0.0053,0.0055,0.0028,-0.0041,-0.06,1.8
6/6/2013,-0.0035,-0.0043,0.0084,-0.0041,-0.0021,0.0001,-0.05,1.78
6/7/2013,0.0047,-0.0007,0.0054,-0.0056,-0.0102,0.0107,0.03,1.85
6/10/2013,0.0042,-0.0026,0.0011,0.0029,0.0095,0.0023,0.11,1.9
6/11/2013,-0.0114,0.0086,-0.0031,0.0005,0.0041,0.0013,0.13,1.86
6/12/2013,-0.0024,0.0026,-0.0035,0.0033,0.0032,-0.0037,0.21,1.91
6/13/2013,0.0048,-0.007,0.0051,-0.0019,-0.0057,-0.0046,0.15,1.87
6/14/2013,-0.0078,0.0041,0.0025,-0.0012,-0.0033,-0.0046,0.09,1.85
6/17/2013,-0.0001,-0.0015,0.0029,-0.0008,-0.0029,0.0023,0.15,1.92
6/18/2013,0.0033,-0.0016,0.0012,-0.0021,0.0019,0.0002,0.14,1.93
6/19/2013,0.0041,0.0012,0.0009,0.0037,0.0063,0.0101,0.29,2.02
6/20/2013,-0.0045,0.0079,-0.0067,0.0088,0.0068,0.0093,0.46,2.08
6/21/2013,-0.0072,0.0007,-0.0065,0.0051,0.0063,-0.0072,0.59,2.14
6/24/2013,-0.016,0.0082,-0.0038,-0.002,-0.0025,-0.007,0.64,2.15
6/25/2013,0.011,-0.0111,0.0055,0.0016,-0.0019,-0.0007,0.64,2.17
6/26/2013,-0.0052,-0.002,0.0061,-0.0035,-0.0085,0.0017,0.6,2.16
6/27/2013,0.0022,-0.0091,0.005,0.0007,0.0041,0.0024,0.5,2.13
6/28/2013,0.0012,0.0008,-0.0044,0.0008,0.0041,0,0.53,2.16
7/2/2013,-0.0015,0.0019,-0.0008,0.0018,0.0016,-0.0049,0.44,2.14
7/3/2013,-0.0042,0.0044,0.0003,1.00E-04,0.0025,0.0064,0.48,2.16
7/5/2013,0.0005,-0.0034,0.0058,-0.0017,0.0002,0.0109,0.66,2.33
7/8/2013,-0.003,0.0014,0.0022,-0.0008,-0.0001,-0.0085,0.58,2.28
7/9/2013,0.0072,-0.0016,0.0014,0.0018,-0.0035,-0.006,0.59,2.28
7/10/2013,-0.0074,0.0036,-0.0035,-0.0007,0.0036,0.0044,0.64,2.32
7/11/2013,0.0052,-0.0035,0.0009,-0.007,-0.0049,0.0039,0.56,2.26
7/12/2013,-0.0016,-0.001,0.0048,-0.0017,-0.0022,0.0086,0.55,2.24
7/15/2013,0.0012,-0.0018,-0.0013,0.0019,0.007,-0.005,0.47,2.23
7/16/2013,-0.0012,0.0054,-0.0062,0.0033,0.0064,-0.003,0.41,2.21
7/17/2013,0.0073,-0.0056,0.0033,0.0006,0.0005,0.0007,0.38,2.2
7/18/2013,0.0063,-0.0103,0.002,0.005,-0.0016,-0.0079,0.38,2.24
7/19/2013,-0.005,0.0062,0.0007,0.0018,-0.0014,-0.0011,0.29,2.18
7/22/2013,0.003,-0.0015,0.0017,0.0013,0.0033,0.0022,0.28,2.18
7/23/2013,0.0018,-0.0022,-0.0024,0.0043,0.0024,-0.0051,0.33,2.2
7/24/2013,-0.0052,0.0112,0.0007,0.0031,0.0027,0.015,0.44,2.27
7/25/2013,-0.0021,-0.0021,-0.0002,-0.0024,0.0035,-0.0005,0.44,2.29
7/26/2013,0.0018,0.0062,0.0002,-0.001,-0.003,-0.0048,0.43,2.27
7/29/2013,-0.0001,0.0025,-0.0043,-0.0007,0.0005,-0.0002,0.45,2.28
7/30/2013,0.0053,-0.001,0.0011,-0.0044,-0.0011,0.0073,0.46,2.3
7/31/2013,0.0001,-0.0025,0.0062,-0.0014,0.0003,0.0065,0.38,2.29
8/2/2013,-0.0005,-0.0033,0.005,-0.0025,-0.0006,0.0046,0.42,2.33
8/5/2013,0.0031,-0.0042,-0.0013,-0.0016,0.007,0.0017,0.42,2.35
8/6/2013,-0.0082,0.0076,-0.0042,0.0039,0.0008,0,0.39,2.35
8/7/2013,-0.006,0.0042,-0.0039,0.0034,-0.0014,0.0012,0.35,2.29
8/8/2013,0.0057,-0.0052,0.0011,0.0003,-0.0054,0.0053,0.34,2.28
8/9/2013,0.0036,-0.0015,0.0011,0.0008,-0.003,-0.0008,0.33,2.25
8/12/2013,0.0008,0.0011,-0.0023,0.0008,0.0041,0.0067,0.37,2.29
8/13/2013,-0.0078,0.0059,0.0001,-0.0029,-0.0027,0.0081,0.48,2.37
8/14/2013,0.0064,-0.0042,-0.0029,0.0041,0.0036,-0.001,0.5,2.37
8/15/2013,0.0045,-0.0026,-0.0088,0.0039,0.0005,-0.007,0.6,2.41
8/16/2013,0.0006,-0.0011,0.0042,0.0007,0.002,0.0101,0.68,2.48
8/19/2013,-0.0138,0.0146,-0.0018,-0.0004,-0.0015,0.0019,0.75,2.52
8/20/2013,0.0097,-0.0104,0.0048,-0.0024,0.0024,-0.0064,0.67,2.46
8/21/2013,-0.0022,0.0027,0.0025,-0.0005,0.0029,0.0088,0.73,2.49
8/22/2013,0.0063,-0.0039,0.0036,-0.0003,0.0021,-0.0003,0.79,2.48
8/23/2013,0.0046,-0.0022,-0.0031,-0.0027,-0.0006,-0.0042,0.69,2.42
8/26/2013,0.0026,-0.0042,0.001,-0.0021,0.0047,0.0085,0.64,2.38
8/27/2013,-0.0091,0.0093,-0.0097,0.0038,-0.0022,-0.0159,0.57,2.34
8/28/2013,0.0021,0.0003,0.0031,0.0021,0.002,0.003,0.63,2.38
8/29/2013,0.0025,-0.0001,0.0075,-0.0037,0.0052,0.0095,0.65,2.36
8/30/2013,-0.0035,0.0022,-0.0044,-0.0023,-0.0068,0.0004,0.68,2.39
9/3/2013,0.0009,-0.0043,0.0096,-0.0013,0.0006,0.0118,0.76,2.43
9/4/2013,0.0014,-0.0015,0.0047,-0.0033,-0.0026,0.0064,0.83,2.44
9/5/2013,0.0046,-0.0055,0.0008,0.0012,0.0026,0.0089,0.92,2.46
9/6/2013,0.0031,-0.0044,-0.0022,0.0022,0.0022,-0.0019,0.87,2.48
9/9/2013,0.0061,-0.0098,-0.0002,-0.0058,0.0009,0.0007,0.84,2.45
9/10/2013,0.0049,-0.0077,0.0072,-0.0009,-0.0028,0.0079,0.86,2.46
9/11/2013,-0.0021,0.0048,-0.0004,-0.0003,-0.0034,-0.0017,0.8,2.46
9/12/2013,-0.0044,0.0077,0.0005,0.0014,0.0004,0.0026,0.81,2.47
9/13/2013,0.002,0.0024,-0.0003,0.0003,0.0016,-0.0021,0.8,2.45
9/16/2013,-0.0022,0.0007,0.0027,-1.00E-04,-0.0057,-0.0026,0.76,2.47
9/17/2013,0.0041,-0.0046,0.0007,-0.0025,0.0016,0.0033,0.7,2.47
9/18/2013,0.005,-0.0025,-0.0054,-0.0035,-0.0049,-0.0115,0.49,2.35
9/19/2013,-0.0018,-0.0007,0.0009,-0.0028,0.0018,0.007,0.55,2.42
9/20/2013,-0.0066,0.0058,0.0032,0.0076,0.0092,0.0056,0.52,2.41
9/23/2013,-0.0021,0.0024,-0.0054,0.0016,0.004,-0.0112,0.46,2.37
9/24/2013,0.006,-0.0022,0.0058,0.0039,0.0036,0.0023,0.48,2.32
9/25/2013,0.0068,-0.0041,0.0019,0.0021,0.0022,0.0013,0.45,2.27
9/26/2013,-0.0067,-0.0014,0.0038,-0.0055,0.0003,0.0008,0.47,2.32
9/27/2013,-0.0055,0.0093,0.0034,-1.00E-04,0.0023,0.0017,0.46,2.3
9/30/2013,-0.0015,0.001,0.0022,0.0022,0.0033,0.0001,0.45,2.31
10/2/2013,0.0083,-0.005,-0.0012,-0.0029,-0.0012,0.0005,0.43,2.32
10/3/2013,0.0008,-0.0031,-0.0011,0.0027,-0.0002,0.002,0.43,2.29
10/4/2013,0.0003,-0.0021,0.0053,-0.0024,-0.0018,0.0067,0.46,2.33
10/7/2013,-0.0038,0.0011,-0.0076,0.0031,0.003,-0.0081,0.45,2.28
10/8/2013,-0.0081,0.0094,-0.011,0.011,-0.0016,-0.0183,0.48,2.26
10/9/2013,-0.0016,0.0059,-0.0023,0.007,-0.0029,-0.0123,0.47,2.31
10/10/2013,0.0018,-0.001,0.012,-0.0054,-0.0026,0.0034,0.5,2.36
10/11/2013,0.0062,-0.0022,0.0024,0.0016,0.0049,-0.0035,0.5,2.35
10/15/2013,0.0042,-0.0003,0.0007,0.0054,0.003,-0.0044,0.54,2.38
10/16/2013,0.0034,-0.0048,0.0062,-0.0031,-0.0036,-0.0008,0.5,2.35
10/17/2013,0.0034,-0.0054,0.0021,-0.0028,0.0011,-0.0068,0.45,2.28
10/18/2013,0.0021,0.0056,0.0032,0.0022,0.0019,0.0004,0.42,2.27
10/21/2013,-0.0043,0.0075,-0.0016,0.002,0.001,0.0053,0.44,2.3
10/22/2013,0.0019,-0.0032,-0.0038,0.0004,-0.0047,-0.0036,0.37,2.23
10/23/2013,-0.0045,0.0047,-0.0055,-0.0007,0.0025,-0.0038,0.36,2.2
10/24/2013,0.0094,-0.0117,0.0016,-0.0012,0.0021,0.005,0.36,2.2
10/25/2013,0.0022,0.0032,-0.0026,0.0004,-0.0043,-0.0118,0.34,2.21
10/28/2013,-0.0033,0.0051,-0.0058,0.002,-0.0017,0.0036,0.35,2.22
10/29/2013,0.0016,-0.0054,0.0026,-0.0004,-0.0018,0.0049,0.35,2.22
10/30/2013,-0.003,0.0037,-0.0042,0.0056,-0.0044,0.0007,0.37,2.22
10/31/2013,-0.0025,0.0037,0.0037,-0.0001,-0.0032,-0.0013,0.4,2.26
11/4/2013,0.0118,-0.0147,0.0004,-0.0013,0.0036,-0.0006,0.5,2.31
11/5/2013,-0.0062,0.0091,0.006,0.0003,0.0022,0.013,0.55,2.37
11/6/2013,-0.0104,0.015,-0.0128,0.0068,-0.0041,-0.005,0.48,2.37
11/7/2013,-0.0043,0.0052,-0.0114,0.006,0.0023,0.0017,0.46,2.34
11/8/2013,0.0022,-0.0086,0.013,-0.0045,0.0015,0.0125,0.59,2.45
11/12/2013,0.0003,0.0087,-0.0009,-0.0049,-0.0009,0.0071,0.62,2.46
11/13/2013,0.0056,-0.0023,0.0064,-0.0033,-0.0003,0.005,0.58,2.43
11/14/2013,-0.0008,0.0007,-0.0009,-0.0007,-0.0061,-0.0041,0.51,2.4
11/15/2013,0.0007,-0.0023,-0.0005,-0.0053,-0.0006,0.0067,0.53,2.4
11/18/2013,-0.0039,0.0061,-0.0092,0.0035,0.0009,-0.0049,0.48,2.36
11/19/2013,-0.0018,0.0057,-0.0048,0.0021,-0.0001,-0.0008,0.53,2.42
11/20/2013,0.0018,0.0015,0.001,0.0017,0.0023,0.005,0.64,2.52
11/21/2013,0.0028,-0.0033,0.0091,-0.0064,0.0032,0.0038,0.6,2.5
11/22/2013,0.0034,0.001,0.0048,0.0018,0.0004,0.0107,0.56,2.44
11/25/2013,0.0081,0.0003,-0.0037,0.001,0.0048,0.0097,0.56,2.44
11/26/2013,-0.003,-0.0033,0.0063,-0.0038,0.0076,0.0045,0.54,2.42
11/27/2013,0.0049,-0.0055,-0.0019,0.0031,0.0073,0.0021,0.58,2.46
11/29/2013,0.0041,-0.0019,-0.0021,0.0014,0.0083,0.0026,0.6,2.47
12/2/2013,-0.0024,0.0019,0.0024,0.0023,-0.008,-0.0013,0.66,2.51
12/3/2013,-0.0022,0.0008,-0.0062,0.0004,-0.0007,-0.0005,0.64,2.51
12/4/2013,0.0046,-0.0049,0.0008,0,0.0007,-0.0017,0.73,2.54
12/5/2013,-0.004,0.0011,0.0028,-0.0015,0.0022,-0.0024,0.76,2.58
12/6/2013,-0.0096,0.0114,0.0025,0.0017,-0.0032,0.0021,0.77,2.58
12/9/2013,0.0035,-0.0034,-0.0027,-0.0012,-0.0049,0.0026,0.74,2.56
12/10/2013,0.0072,-0.004,0.0015,0.0021,-0.0024,0.0033,0.69,2.51
12/11/2013,-0.0076,0.014,-0.0048,0.004,0.001,-0.0016,0.71,2.55
12/12/2013,0.0009,-0.0042,0.0058,0.0016,0.0029,-0.0023,0.75,2.55
12/13/2013,0.0001,-0.0063,0.0043,0.0006,0.0022,0.0023,0.72,2.54
12/16/2013,0.0007,0.0008,0.0003,-0.0007,0.0029,0.0037,0.71,2.55
12/17/2013,0.0031,-0.0023,-0.0014,0.0001,0.0011,0.0033,0.67,2.51
12/18/2013,-0.0016,0.0042,0.0018,-0.0031,-0.0068,0.0033,0.72,2.57
12/19/2013,0.0061,-0.005,-0.0014,0.0006,0.0001,0.005,0.79,2.59
12/20/2013,0.0011,-0.0045,0.0039,-0.0043,0.0078,0.0041,0.73,2.52
12/23/2013,0.0049,-0.0107,-0.0012,-0.0008,0.0073,0.0104,0.76,2.56
12/24/2013,0.0027,-0.0017,-0.0019,0.0006,0.001,-0.0022,0.8,2.61
12/26/2013,0.0007,0.0004,0.002,-0.003,-0.0017,0.0043,0.8,2.58
12/27/2013,0,-0.0029,-0.0084,0.0017,0.0018,-0.0049,0.8,2.62
12/30/2013,-0.0026,0.002,-0.0007,-0.0032,-0.0005,0.0004,0.76,2.6
12/31/2013,0.0054,-0.0017,0.0005,0.0016,-0.0005,0.0031,0.8,2.66
1/2/2014,0.0019,-0.0087,-0.0006,0.0016,0.0094,0.0045,0.74,2.61
1/3/2014,-0.0006,-0.001,0.0024,-0.0025,0.0065,-0.0007,0.75,2.6
1/6/2014,-0.0039,-0.0027,-0.0011,0.001,0.0037,0.002,0.72,2.58
1/7/2014,-0.0026,0.0028,0.0052,-0.0041,0.0026,0.0058,0.7,2.56
1/8/2014,0.0012,-0.0062,0.0064,-0.0038,0.0007,0.0085,0.72,2.58
1/9/2014,-0.0029,0.0007,0.0077,-0.0064,0.0019,-0.0003,0.66,2.53
1/10/2014,-0.0002,-0.001,-0.0015,-0.0061,0.0021,-0.0032,0.59,2.49
1/13/2014,-0.0052,0.0003,-0.0054,0.0035,0.0063,-0.005,0.57,2.45
1/14/2014,0.0071,-0.0034,0.0056,-0.004,0.0011,0.0129,0.62,2.49
1/15/2014,0.001,-0.0048,-0.0031,0.0017,0.005,0.0049,0.62,2.49
1/16/2014,-0.0024,-0.0067,-0.0005,-0.0045,0.0045,-0.0025,0.61,2.45
1/17/2014,-0.0032,0.0052,0,0.0022,0.0033,0.0017,0.58,2.44
1/21/2014,0.0016,0.0013,-0.0004,0.0036,0.0054,-0.0027,0.59,2.45
1/22/2014,0.0016,-0.0034,0.003,0.0023,0.002,0.0003,0.62,2.43
1/23/2014,0.0009,-0.0001,-0.0054,-0.0006,0.0033,0,0.66,2.4
1/24/2014,-0.0029,0.0055,-0.0099,0.0047,0.0011,-0.0104,0.61,2.38
1/27/2014,-0.0053,0.007,-0.0055,0.0069,-0.0086,-0.0082,0.64,2.41
1/28/2014,0.0042,-0.0095,0.0083,-0.0043,-0.0004,0.0056,0.62,2.39
1/29/2014,-0.0005,0.0021,-0.0055,0.0041,-0.0001,-0.0023,0.55,2.33
1/30/2014,-0.0005,0.002,0.0125,-0.0062,0.0007,0.0136,0.57,2.36
1/31/2014,0.0017,0.0033,0.0011,-1.00E-04,-0.003,-0.0112,0.53,2.33
2/3/2014,-0.0036,0.0078,-0.0084,0.0081,0.0002,-0.0067,0.47,2.31
2/4/2014,0.0016,0.0007,0.0045,-0.0042,-0.0043,0.002,0.51,2.33
2/5/2014,-0.0004,-0.0013,-0.001,1.00E-04,-0.0081,0.0024,0.56,2.38
2/6/2014,0.0034,0.0042,0.0016,-0.0035,-0.0083,-0.0021,0.57,2.4
2/7/2014,-0.0013,-0.0046,0.0058,-0.0093,-0.0027,0.0127,0.53,2.41
2/10/2014,-0.0028,-0.0007,-0.0009,-0.0035,0.0052,0.0036,0.51,2.38
2/11/2014,0.0006,0.0006,0.0007,0.0027,-0.002,0.0006,0.56,2.4
2/12/2014,-0.0001,-0.003,0.0025,0,0.0001,0.0009,0.59,2.45
2/13/2014,0.0016,-0.0033,0.0037,-0.0015,0.0043,0.0038,0.56,2.41
