Date,Value,Quality,Size,Default,Real Yield,Yield Curve
2020-12-14,86.41999816894531,112.9000015258789,108.30000305175781,102.02999877929688,-0.98,0.77
2020-12-15,87.36000061035156,114.31999969482422,109.94000244140625,102.11000061035156,-0.99,0.81
2020-12-16,87.11000061035156,114.31999969482422,110.0,102.08499908447266,-1.0,0.79
2020-12-17,87.1500015258789,115.18000030517578,110.87999725341797,102.05999755859375,-1.0,0.81
2020-12-18,86.08999633789062,114.76000213623047,110.63999938964844,102.1050033569336,-1.0,0.82
2020-12-21,85.62999725341797,114.19000244140625,110.05999755859375,102.02999877929688,-1.0,0.82
2020-12-22,84.86000061035156,113.94000244140625,110.20999908447266,102.08499908447266,-1.01,0.8
2020-12-23,85.66000366210938,113.87000274658203,110.61000061035156,102.12000274658203,-1.01,0.83
2020-12-24,85.77999877929688,114.45999908447266,110.63999938964844,102.11000061035156,-1.03,0.81
2020-12-28,85.83000183105469,115.30999755859375,110.43000030517578,102.20999908447266,-1.03,0.81
2020-12-29,85.70999908447266,115.19999694824219,109.98999786376953,102.26000213623047,-1.02,0.82
2020-12-30,86.0999984741211,115.47000122070312,110.62000274658203,102.41000366210938,-1.03,0.81
2020-12-31,86.91000366210938,116.20999908447266,111.16999816894531,102.59500122070312,-1.06,0.8
2021-01-04,86.13999938964844,114.36000061035156,109.41999816894531,102.43499755859375,-1.08,0.82
2021-01-05,87.19999694824219,114.81999969482422,110.44000244140625,102.61299896240234,-1.07,0.83
2021-01-06,89.47000122070312,115.3499984741211,112.55000305175781,102.20999908447266,-1.02,0.9
2021-01-07,90.62999725341797,116.6500015258789,114.05000305175781,102.2249984741211,-1.01,0.94
2021-01-08,90.22000122070312,117.22000122070312,114.31999969482422,102.08000183105469,-0.93,0.99
2021-01-11,90.83999633789062,116.68000030517578,114.19000244140625,101.92900085449219,-0.91,1.01
2021-01-12,92.04000091552734,116.43000030517578,115.13999938964844,102.00499725341797,-0.93,1.01
2021-01-13,92.30999755859375,116.47000122070312,114.66000366210938,102.08499908447266,-0.96,0.96
2021-01-14,93.94000244140625,115.80999755859375,114.87000274658203,102.03500366210938,-0.94,0.99
2021-01-15,92.75,115.22000122070312,113.91999816894531,102.05999755859375,-0.99,0.98
2021-01-19,93.58000183105469,116.12999725341797,114.58999633789062,102.07499694824219,-1.0,0.96
2021-01-20,94.05000305175781,117.31999969482422,115.52999877929688,102.14800262451172,-1.02,0.97
2021-01-21,94.4000015258789,117.41000366210938,114.9000015258789,102.16500091552734,-0.98,0.99
2021-01-22,93.01000213623047,116.69999694824219,114.51000213623047,102.07499694824219,-0.99,0.97
2021-01-25,92.79000091552734,117.0199966430664,114.36000061035156,102.12000274658203,-1.03,0.92
2021-01-26,92.61000061035156,116.77999877929688,113.47000122070312,102.19000244140625,-1.03,0.94
2021-01-27,90.66000366210938,114.0999984741211,110.58999633789062,102.16999816894531,-1.04,0.92
2021-01-28,91.13999938964844,115.37000274658203,112.0,102.24500274658203,-1.06,0.95
2021-01-29,89.77999877929688,112.91999816894531,110.04000091552734,102.31600189208984,-1.02,1.0
2021-02-01,90.91000366210938,114.45999908447266,111.75,102.16500091552734,-1.02,0.98
2021-02-02,91.7699966430664,116.19000244140625,113.55000305175781,102.16500091552734,-1.03,1.01
2021-02-03,92.19000244140625,115.97000122070312,113.75,102.13999938964844,-1.04,1.04
2021-02-04,93.41999816894531,117.37000274658203,115.0999984741211,102.0999984741211,-1.02,1.04
2021-02-05,93.70999908447266,118.01000213623047,116.0,102.16999816894531,-1.02,1.1
2021-02-08,95.19000244140625,118.83999633789062,117.19000244140625,102.13999938964844,-1.03,1.08
2021-02-09,95.19000244140625,118.76000213623047,117.33000183105469,102.13500213623047,-1.04,1.07
2021-02-10,95.20999908447266,118.86000061035156,117.62000274658203,102.09500122070312,-1.06,1.04
2021-02-11,95.68000030517578,119.48999786376953,117.9000015258789,102.04000091552734,-1.04,1.05
2021-02-12,96.4000015258789,119.80000305175781,118.66000366210938,101.92900085449219,-1.01,1.09
2021-02-16,96.45999908447266,119.47000122070312,118.56999969482422,101.6500015258789,-0.94,1.17
2021-02-17,96.62999725341797,119.66000366210938,118.29000091552734,101.6050033569336,-0.92,1.18
2021-02-18,96.18000030517578,119.38999938964844,117.56999969482422,101.54499816894531,-0.87,1.18
2021-02-19,97.13999938964844,119.01000213623047,118.66000366210938,101.43499755859375,-0.8,1.23
