Date,DEFAULT,QUALITY,MOMENTUM,BOOK_TO_PRICE,SIZE,CASH_TO_ASSETS
6/24/11,-0.0133,0.0047,-0.003,0.0036,0.0135,-0.0067
6/27/11,0.0023,0.0003,0.0022,-0.0004,-0.0004,0.003
6/28/11,0.0058,-0.0048,0.0121,-0.005,-0.0039,-0.001
6/29/11,0.0016,-0.0068,-0.0001,0.003,-0.0069,-0.002
6/30/11,0.0022,0.0023,0.0039,1.00E-04,-0.0003,0.007
7/5/11,-0.004,0.0027,0.0124,-0.0038,0.0018,-0.0002
7/6/11,-0.0043,0.0079,0.0035,-0.0006,0.0053,-0.0003
7/7/11,0.0096,-0.005,-0.0025,0.0002,0.004,0.0034
7/8/11,-0.0057,0.0051,0.0039,0,0.0047,0.0001
7/11/11,-0.0158,0.0176,-0.0016,0.0063,0.0068,-0.0032
7/12/11,-0.0008,0.0003,-0.0059,0.0048,0.0031,-0.0108
7/13/11,0.0071,-0.0048,0.0034,-0.0005,0.0065,0.0022
7/14/11,-0.0011,0.008,-0.002,0.0032,-0.0018,-0.0036
7/15/11,0.0123,-0.0136,0.0052,-0.0012,-0.0029,-0.0179
7/18/11,-0.0095,0.01,0.0033,0.0026,-0.0013,-0.0037
7/19/11,0.0089,-0.0044,0.0046,-0.0073,-0.0028,0.0093
7/20/11,0.0033,-0.0084,-0.0058,0.0047,0.002,-0.0126
7/21/11,-0.0016,-0.0026,-0.0055,0.0034,-0.003,-0.0062
7/22/11,0.0032,0.0009,0.0026,-0.004,-0.0022,0.0082
7/25/11,-0.0056,0.0033,-0.0016,0.0042,-0.0029,-0.0059
7/26/11,0.0026,0.002,-0.0054,0.0033,-0.001,0.0051
7/27/11,-0.0109,0.0049,-0.0062,0.013,0.0014,-0.0164
7/28/11,-0.0118,0.0117,0.0011,0.0019,0.0057,0.0047
7/29/11,0.0074,-0.0049,0.0013,0.001,0.002,-0.0042
8/2/11,-0.0192,0.0207,-0.0084,0.0103,0.0072,0.0008
8/3/11,0.002,0.0036,-0.0006,-0.006,-0.0038,0.0185
8/4/11,-0.0323,0.0391,-0.0137,0.0228,0.0068,-0.008
8/5/11,-0.0155,0.0291,-0.005,0.0009,-0.0107,0.0013
8/8/11,-0.0357,0.0503,-0.0112,0.0115,-0.0022,0.0073
8/9/11,0.0074,-0.0295,0.0156,-0.0186,-0.0058,-0.0034
8/10/11,-0.0062,0.01,0.0147,0.0027,-0.002,-0.008
8/11/11,0.0086,-0.0221,0.0058,-0.0142,-0.0134,0.001
8/12/11,-0.0056,0.0045,0.0117,-0.0111,-0.0054,0.008
8/15/11,0.017,-0.0262,-0.0024,-0.0066,-0.0003,-0.0089
8/16/11,-0.0089,0.013,-0.0068,0.0073,-0.0038,-0.0046
8/17/11,-0.0013,-0.002,-0.006,0.0052,0.0036,-0.0105
8/18/11,-0.0185,0.0308,-0.0201,0.0188,0.0087,-0.0161
8/19/11,-0.0063,0.013,-0.0058,0.0016,0.0052,0.0007
8/22/11,-0.0125,0.0207,-0.0003,-0.0028,-0.0056,0.007
8/23/11,-0.0025,-0.0046,0.0211,-0.0165,-0.0061,0.0136
8/24/11,0.0027,-0.0093,-0.0032,0.0012,-0.0044,-0.0084
8/25/11,0.0034,0.0018,-0.0043,0.0079,0.0004,-0.0022
8/26/11,-0.0008,-0.0088,0.0134,-0.0115,-0.0042,0.0099
8/29/11,0.0192,-0.0291,0.0006,-0.0087,0.0025,0.0031
8/30/11,0.0001,-0.0042,0.0073,-0.0043,-0.0003,0.0011
8/31/11,0.0004,-0.0021,-0.0034,0.0007,-0.0067,-0.0055
9/2/11,-0.024,0.0212,0.0036,0.0078,0.0034,-0.0008
9/6/11,-0.0155,0.0115,0.011,-0.0002,0.001,0
9/7/11,0.0308,-0.0325,-0.014,-0.0081,-0.0046,0.0074
9/8/11,-0.0207,0.0173,0.0075,0.0029,-0.0032,0.0022
9/9/11,-0.0137,0.0124,0.0016,0.0057,0.0076,0.0034
9/12/11,-0.0024,0.0071,-0.0015,-0.002,-0.0042,0.01
9/13/11,0.0065,-0.0133,0.0008,-0.0072,0,0.009
9/14/11,0.0076,-0.0056,0.0006,-0.0055,-0.0021,0.0088
9/15/11,0.0173,-0.0077,-0.006,-0.0008,-0.009,-0.0035
9/16/11,-0.0098,0.0087,0.0056,0.0004,-0.0004,0.0003
9/19/11,-0.0206,0.0173,0.0185,-0.0045,-0.0078,0.0032
9/20/11,-0.0128,0.0153,0.003,0.0021,-0.007,-0.0108
9/21/11,-0.0301,0.0275,0.0107,0.0039,0.0076,0.0129
9/22/11,-0.0248,0.0331,0.0027,0.013,0.0057,-0.0025
9/23/11,0.0087,-0.0063,-0.0087,-0.0064,0.0026,0.0052
9/26/11,0.0099,-0.0154,-0.0106,-0.0064,-0.0179,-0.0047
9/27/11,0.0035,-0.0051,0.0005,-0.0078,0.001,0.0024
9/28/11,-0.0153,0.025,0.0037,0.0112,-0.0025,-0.0019
9/29/11,0.0166,-0.0134,-0.0182,0.0116,0.0039,-0.0133
9/30/11,-0.0265,0.0229,0.0066,0.0087,0.0117,-0.0025
10/3/11,-0.0404,0.0478,0.0115,0.0085,-0.0147,0.003
10/4/11,0.0304,-0.0301,-0.0159,-0.0123,0.0131,0.0043
10/5/11,0.0197,-0.0222,-0.0043,-0.0091,-0.009,0.0093
10/6/11,0.0267,-0.0218,-0.0107,-0.0045,-0.0053,0.0014
10/7/11,-0.0273,0.0275,0.0178,0.0004,-0.0051,0.0056
10/11/11,0.0108,-0.0102,-0.0031,-0.0017,0.0067,0.0114
10/12/11,0.0247,-0.0178,-0.013,0.002,0.0058,-0.0021
10/13/11,-0.0074,0.0016,0.0089,-0.0037,0.0017,0.0079
10/14/11,0.0153,-0.01,0.002,-0.0076,-0.002,-0.0044
10/17/11,-0.0267,0.0208,0.009,0.007,-0.0022,-0.0125
10/18/11,0.0326,-0.0344,-0.0207,-0.0008,-0.002,-0.0052
10/19/11,-0.0159,0.0127,0.0047,0.0078,0.0006,-0.0136
10/20/11,0.0114,-0.0127,-0.0048,0.0005,-0.0066,-0.0015
10/21/11,0.0085,-0.0034,-0.0047,-0.0064,-0.0059,-0.0042
10/24/11,0.0292,-0.0248,-0.0137,-0.0128,0.0032,0.0166
10/25/11,-0.0263,0.0226,0.0099,0.007,0.0031,0.0004
10/26/11,0.0229,-0.0163,-0.0066,0.001,0.0056,-0.0075
10/27/11,0.038,-0.0341,-0.0268,-0.0079,0.0006,0.0092
10/28/11,0.0075,-0.0086,-0.0038,-0.0058,-0.0018,0.0111
10/31/11,-0.0325,0.0272,0.0222,0.0068,0.008,-0.005
11/2/11,0.03,-0.0225,-0.0096,0.0015,0.0042,-0.0132
11/3/11,0.0022,-0.0079,-0.0042,-0.0074,-0.0017,0.0015
11/4/11,0.0021,-0.0022,-0.0013,-0.004,-0.0049,0.0033
11/7/11,-0.0043,0.0052,-0.0006,0.0056,-0.0064,-0.0011
11/8/11,0.0076,0.0005,-0.0045,0.0021,0.0019,0.0015
11/9/11,-0.0275,0.0287,0.0186,0.0082,0.0048,-0.0035
11/10/11,0.0029,-0.0053,-0.0009,0.0022,-0.0036,-0.0029
11/14/11,-0.0072,0.0051,0.0083,-0.0013,-0.0049,0.0062
11/15/11,-0.0058,-0.0001,0.0037,-0.002,0.0016,0.0055
11/16/11,-0.0026,0.0042,0.0035,0.0048,0.0065,-0.0009
11/17/11,-0.0132,0.0143,0.0119,0.0068,0.0098,-0.0075
11/18/11,-0.0007,-0.0015,-0.0008,0.0065,0.0031,-0.0108
11/21/11,-0.023,0.0017,0.009,0.0057,-0.0036,0.0124
11/22/11,-0.0105,0.0111,0.0094,-0.001,-0.0023,0.0018
11/23/11,-0.0206,0.0233,0.0071,0.0077,-0.0008,-0.002
11/25/11,-0.0034,0.0025,-0.0004,0.0046,-0.0054,-0.0053
11/28/11,0.0176,-0.0216,-0.0038,-0.0154,-0.0008,0.0087
11/29/11,-0.0077,-0.0028,0.0057,0.0023,-0.008,-0.01
11/30/11,0.0379,-0.0361,-0.0202,-0.0077,-0.0044,0.0053
12/2/11,0.0135,-0.0096,-0.0058,0.0019,0.011,-0.0009
12/5/11,0.017,-0.0119,-0.0092,-0.0023,-0.0006,0.0025
12/6/11,0.0036,0.0014,0.0005,-0.001,0.0021,-0.0045
12/7/11,0.0158,0.0001,-0.0046,0.0041,0.0012,-0.0013
12/8/11,-0.0404,0.0212,0.0177,0.0041,-0.0016,-0.0008
12/9/11,0.0081,-0.0111,-0.0065,-0.0051,0.0075,-0.0019
12/12/11,-0.0197,0.0117,0.0103,0.0023,0.0048,-0.001
12/13/11,-0.018,0.0164,0.0114,0.0079,-0.0008,-0.0076
12/14/11,-0.0071,0.0093,0.0017,0.0138,0.0108,-0.0054
12/15/11,-0.0048,-0.0035,0.0028,0.0019,-0.0027,-0.0058
12/16/11,0.0058,-0.0084,0.0033,-0.0033,-0.0045,-0.0002
12/19/11,-0.0272,0.0199,0.0179,0.0042,-0.0019,-0.0033
12/20/11,0.0197,-0.0194,-0.0118,-0.0093,-0.0057,0.0059
12/21/11,0.0045,-0.0077,-0.0012,0.0065,-0.0003,-0.018
12/22/11,0.0288,-0.0115,-0.0183,-0.0036,-0.0035,0.0084
12/23/11,-0.0034,0.0058,0.0037,-0.002,-0.0051,0.0032
12/27/11,-0.0143,0.0062,0.01,-0.0021,-0.0024,-0.0034
12/28/11,-0.0131,0.0102,0.0085,0.0046,0.0007,-0.0036
12/29/11,0.0078,-0.0082,-0.0065,-0.0014,-0.0006,-0.0002
12/30/11,0.0026,-0.0074,-0.0065,0.0042,0.0085,0.0014
1/3/12,0.0318,-0.0175,-0.0258,0.0004,0.0042,0.0035
1/4/12,0,0.0013,0.0013,0.0013,-0.0021,-0.0034
1/5/12,0.012,-0.005,-0.0061,-0.0025,0.0009,0.0123
1/6/12,0.0074,0.0028,-0.0007,-0.0014,0.0016,0.0095
1/9/12,0.0077,-0.0034,-0.0036,-0.003,0.0018,0.0079
1/10/12,0.0125,-0.0076,-0.011,-0.0011,-0.0014,0.0023
1/11/12,0.0189,-0.017,-0.013,-0.0015,0.0043,0.0134
1/12/12,0.0038,0.0006,-0.0055,0.0004,0.0018,0.0061
1/13/12,-0.0153,0.01,0.0106,0.0018,0.0018,-0.0044
1/17/12,-0.0152,0.012,0.0078,0.0012,-0.0018,0.0057
1/18/12,0.0192,-0.0126,-0.0172,-0.0044,0.0008,0.0168
1/19/12,0.0072,-0.0023,-0.0114,-0.0027,-0.0021,0.0187
1/20/12,0.0052,0.0011,-0.0061,0.0055,0.0097,-0.0004
1/23/12,0.0042,-0.0023,-0.0044,0.0021,-0.0015,-0.0074
1/24/12,0.005,-0.0039,-0.0027,-0.001,0.0061,0.0085
1/25/12,0.0102,-0.0107,-0.0004,-0.0054,-0.0021,-0.0026
1/26/12,-0.0097,0.0042,0.0023,-0.0004,0.0059,0.0022
1/27/12,0.0202,-0.0127,-0.0058,-0.0032,0.0076,0.0066
1/30/12,-0.0078,0.0049,0.0072,0.0013,-0.0004,-0.0025
1/31/12,-0.0112,0.0047,0.0026,0.0033,0.0031,-0.0037
2/2/12,0.0111,-0.0076,-0.005,-0.0009,0.0039,0.0045
2/3/12,0.0266,-0.0182,-0.0149,-0.0041,0.003,0.0026
2/6/12,0.0076,-0.002,-0.0028,-0.0017,0.0015,-0.0017
2/7/12,-0.0064,0.0019,0.0032,0.0005,0.0005,-0.005
2/8/12,0.0057,-0.0053,-0.0046,0.0033,0.0034,0.0021
2/9/12,0.0007,-0.0022,0.0026,0.0026,-0.0045,0.0041
2/10/12,-0.015,0.0122,0.0098,0.0038,-0.0032,0.0063
2/13/12,0.0039,-0.0048,0.002,-0.0019,0.0064,0.0018
2/14/12,-0.0111,0.012,0.0061,0.0007,-0.0059,0.0021
2/15/12,0.0061,-0.0019,-0.0044,0.0006,-0.0037,-0.0015
2/16/12,0.0144,-0.006,-0.0096,0.0004,0.0014,0.005
2/17/12,0.0054,-0.0025,-0.0013,0.007,0.0033,-0.0076
2/21/12,-0.0041,0.0108,0.0012,0.0034,-0.0024,-0.0031
2/22/12,-0.0152,0.0109,0.006,-0.0019,-0.0032,-0.0005
2/23/12,0.0125,-0.0068,-0.0015,-0.0021,0.0068,-0.0034
2/24/12,-0.0041,0.0044,0.0018,-0.0039,-0.004,-0.0001
2/27/12,-0.0004,0,0.0012,1.00E-04,-0.0011,-0.0019
2/28/12,-0.0033,0.007,0.0023,-0.0012,-0.0013,0.0054
2/29/12,-0.0093,0.0019,0.0066,0.0041,-0.0091,-0.0073
3/2/12,-0.0099,0.0089,0.0037,0.0019,-0.0079,0.0011
3/5/12,-0.0212,0.0132,0.0124,0.0056,0.0081,-0.0138
3/6/12,-0.0136,0.015,0.0109,0.0022,0.0021,-0.002
3/7/12,0.0067,-0.011,-0.0045,0.0012,0.0031,0.0011
3/8/12,0.0049,-0.0099,-0.001,-0.005,-0.001,0.0043
3/9/12,0.0055,-0.0066,-0.0036,0.0013,0.0054,0.004
3/12/12,-0.0158,0.0116,0.0076,0.0025,0.003,-0.0038
3/13/12,0.023,-0.0196,-0.0122,-0.0003,-0.0003,0.0053
3/14/12,0.0008,0.0043,0.0039,0.0034,-0.0019,0.0022
3/15/12,0.0212,-0.018,-0.0115,-0.0015,-0.0026,0.0032
3/16/12,0.0052,-0.0044,-0.0084,0.0032,0.0002,-0.003
3/19/12,0.0011,0.0011,0.0012,-0.0007,0.0046,0.0019
3/20/12,-0.0071,0.0059,0.0008,0.0035,0.0003,0.0045
3/21/12,-0.0053,0.0016,0.003,-0.0019,0.0018,0.005
3/22/12,-0.0187,0.0195,0.0123,0.0015,0.0006,0.0027
3/23/12,0.0073,-0.0058,-0.0052,-0.0007,0.0068,-0.0016
3/26/12,-0.0022,0.0068,0.0005,-0.0043,0.0004,0.0071
3/27/12,-0.0095,0.0033,0.0045,0.0012,0,-0.0026
3/28/12,-0.004,-0.0007,0.0047,0.0059,0.0034,-0.0035
3/29/12,-0.0012,0.0012,0.0011,0.001,-0.0005,0.0058
3/30/12,-0.0048,0.0055,-0.0014,0.0012,-0.0043,0.0005
4/2/12,-0.0011,-0.0001,-0.0002,-0.0007,0.0006,-0.0027
4/3/12,-0.0072,0.0025,0.0097,0.0013,-0.006,0.0012
4/4/12,-0.0108,0.01,0.0086,0.0072,-0.0018,-0.0106
4/5/12,-0.0099,0.0103,0.0091,1.00E-04,0.0011,0.0052
4/9/12,-0.0093,0.0078,0.0071,0.0047,-0.0025,-0.0049
4/10/12,-0.0101,0.0128,0.0018,0.0066,0.0011,-0.0023
4/11/12,0.0065,-0.0133,-0.0032,-0.002,0.0067,0.0068
4/12/12,0.0173,-0.0187,-0.0134,-0.005,-0.0055,0.0032
4/13/12,-0.0188,0.0131,0.0138,0.0019,-0.0007,-0.0056
4/16/12,-0.0046,-0.0002,-0.0003,0.0067,0.0052,-0.0092
4/17/12,0.0066,-0.0038,-0.0043,-0.003,-0.0041,0.0036
4/18/12,-0.0136,0.0101,0.006,0.0012,-0.0048,0.0036
4/19/12,0.0145,-0.0033,-0.0049,-0.0008,-0.0005,-0.0005
4/20/12,-0.0112,0.0055,0.0108,0.0029,0.0074,-0.0155
4/23/12,0.0023,0.0021,0.0009,0.0047,-0.0005,-0.0044
4/24/12,0.0025,-0.0151,-0.0056,0.0059,0.0085,-0.0112
4/25/12,-0.0001,-0.0027,0.0044,-0.0078,-0.0041,0.003
4/26/12,-0.0017,-0.0042,0.0003,-0.0022,-0.0025,-0.0009
4/27/12,0.0008,-0.0056,0.0033,-0.0004,0.0041,-0.0003
4/30/12,-0.0055,-0.0018,-0.0024,1.00E-04,-0.0036,-0.0096
5/2/12,-0.0145,0.0074,0.0115,-0.001,0.0061,0.0106
5/3/12,-0.0155,0.0082,0.0094,0.0067,-0.0004,-0.0101
5/4/12,-0.0098,0.0076,0.0025,0.0053,0.0014,-0.0052
5/7/12,0.0029,-0.0026,-0.0001,0.0042,0.0031,0.0009
5/8/12,-0.0097,0.0025,0.0016,0.0028,0.0053,-0.0068
5/9/12,0.0021,-0.0051,0.0011,0.0005,0.0005,-0.0066
5/10/12,-0.0101,0.003,0.0079,0.0049,0.0022,-0.0072
5/11/12,-0.0028,-0.0013,0.0056,-0.0049,-0.0028,0.0033
5/14/12,-0.0039,0.0104,0.0025,0.004,-0.0005,0.0048
5/15/12,-0.0203,0.0106,0.0116,0.0029,0.0036,0.0096
5/16/12,-0.0204,0.0198,0.0089,0.0007,-0.0026,-0.0013
5/17/12,-0.0105,0.0176,-0.0011,0.0075,0.0036,-0.0029
5/18/12,-0.0078,0.0052,0.0061,0.0062,-0.0002,-0.0099
5/21/12,0.0156,-0.0196,-0.0061,-0.0152,-0.0049,0.006
5/22/12,-0.0054,0.0007,0.0042,-0.0001,-0.0085,-0.0038
5/23/12,0.0043,-0.0064,-0.0041,-0.0059,-0.0002,0.0021
5/24/12,-0.0125,0.0028,0.0076,-0.0004,0.0033,-0.0075
5/25/12,0.0091,-0.0033,-0.0054,-0.0017,0.0002,0.0034
5/29/12,0.0112,-0.0142,-0.0077,-0.0048,-0.0038,-0.0042
5/30/12,-0.0208,0.0213,0.0119,0.0072,0.0056,0.0027
5/31/12,-0.0025,-0.0039,0.0017,0.005,0.007,-0.0071
6/4/12,-0.0175,0.0218,0.0043,-0.0021,0.0024,-0.0006
6/5/12,0.0149,-0.0153,-0.0097,-0.0063,-0.0045,0.0051
6/6/12,0.0088,-0.0113,-0.0099,-0.0036,-0.0029,0.0056
6/7/12,-0.0078,0.004,0.0042,0.0048,0.0006,-0.0064
6/8/12,0.0006,-0.0028,0.0037,-0.0025,0.0003,0.0063
6/11/12,-0.0233,0.0213,0.0098,0.0038,0.0012,-0.0055
6/12/12,0.0064,-0.0081,-0.0036,-0.0039,-0.003,0.0005
6/13/12,-0.0098,0.004,0.0031,0.0072,0.0036,0.0003
6/14/12,0.0057,-0.0115,0.0003,0.0008,0.0027,-0.0067
6/15/12,0.011,-0.0063,-0.0073,-0.0022,-0.0017,0.0059
6/18/12,-0.0092,0.0016,0.008,-0.0055,-0.0046,0.0088
6/19/12,0.0174,-0.0121,-0.0111,-0.0011,0.0012,0.0005
6/20/12,0.0077,-0.0058,-0.004,-0.0005,0.0013,0.0069
6/21/12,-0.0125,0.0056,0.013,0.0081,0.0088,-0.0057
6/22/12,0.0093,0.0045,-0.0018,-0.0023,0.0042,0.0054
6/25/12,-0.0165,0.0131,0.0115,0.0063,0.0096,-0.0078
6/26/12,0.0016,-0.001,0.0035,-0.0004,-0.003,-0.0033
6/27/12,0.0167,-0.0264,-0.0092,0.0017,0.0012,-0.0075
6/28/12,0.0097,-0.0125,-0.0053,0.0009,-0.0036,-0.0219
6/29/12,0.0095,-0.0069,-0.0115,-0.0086,-0.0036,0.0111
7/2/12,-0.0089,-0.0032,0.0082,-0.0034,0.0069,-0.0007
7/3/12,0.0116,-0.0099,-0.0127,-1.00E-04,0.0039,-0.0017
7/5/12,-0.0027,0.0008,0.0066,-0.0022,0.0043,0.0044
7/6/12,-0.009,0.0026,0.0107,0.0049,0.0057,-0.0203
7/9/12,-0.0104,0.008,0.0104,-0.0003,0.0039,-0.0045
7/10/12,-0.0196,0.0134,0.0095,0.0088,0.0014,-0.0027
7/11/12,-0.0005,-0.0005,-0.0049,0.0054,0.0019,-0.0096
7/12/12,-0.0026,0.0033,0.0088,-0.0042,0.0021,0.0001
7/13/12,0.0048,-0.0043,-0.0028,-0.0047,-0.0047,-0.0013
7/16/12,-0.0042,-0.0001,0.0031,-0.0018,-0.0019,-0.0008
7/17/12,0.0018,-0.0009,-0.0016,0,-0.0058,-0.0106
7/18/12,-0.004,0.0134,-0.0035,-0.0076,-0.0064,0.0151
7/19/12,0.0042,0.0084,-0.0037,-0.0054,-0.0092,0.0053
7/20/12,-0.0034,-0.0063,0.0028,0.007,0.0028,-0.0092
7/23/12,-0.004,0.0005,0.0051,0.0014,-0.0027,-0.0033
7/24/12,-0.0086,0.0106,0.009,0.0025,0.0005,-0.0035
7/25/12,-0.01,0.012,-0.002,-0.0017,0.0026,0.0131
7/26/12,0.0153,-0.0111,-0.0064,-0.0048,-0.0118,-0.0076
7/27/12,0.0185,-0.0106,-0.0092,-0.0068,-0.0033,0.0091
7/30/12,-0.0009,-0.0002,0.0005,0.0053,-0.0035,-0.0135
7/31/12,0.0071,0.0046,-0.0014,0.0042,0.0046,-0.0024
8/2/12,-0.0094,0.0053,0.0121,-0.0016,0.0047,-0.0018
8/3/12,0.0067,-0.0062,-0.0075,-0.0026,-0.0026,0.0012
8/6/12,0.0175,-0.0086,-0.0089,-0.0013,0.0036,0.0136
8/7/12,0.0182,-0.007,-0.014,-0.0039,-0.0056,0.0106
8/8/12,0.0088,-0.0066,-0.0014,0.0059,-0.0044,-0.0021
8/9/12,0.0162,-0.0159,-0.0077,0.0029,0.0039,0.0011
8/10/12,0.0002,-0.0008,-0.0023,-0.0032,-0.0054,0.0037
8/13/12,-0.0026,0.0041,0.0049,0.001,0.0017,0.0003
8/14/12,-0.0044,0.0011,0.0073,0.0004,-0.0049,-0.0093
8/15/12,0.0043,-0.0046,-0.0019,-0.0023,0.0036,0.0054
8/16/12,0.0047,-0.0082,-0.0059,-0.0034,0.002,0.0049
8/17/12,0.0016,-0.003,0.0008,0.0018,0.0057,-0.0019
8/20/12,-0.0005,0.0023,-0.0013,0.0036,-0.001,-0.0015
8/21/12,0.0038,-0.0012,-0.0058,0.0007,0.0004,0.0052
8/22/12,-0.005,-0.0038,0.0038,-0.0025,-0.0031,0.0052
8/23/12,-0.0099,0.0084,0.0049,0.0005,0.003,0.0061
8/24/12,-0.0012,0.0011,0.0023,0.0005,-0.0005,-0.0041
8/27/12,-0.0076,0.0027,0.0057,0.0004,0.0025,-0.0023
8/28/12,0.0008,0.0004,0.0007,0.0008,0.0043,0.0028
8/29/12,0.0004,-0.0001,0.0006,0,0.0017,0.0055
8/30/12,-0.0075,0.0039,0.0042,0.0009,-0.0017,-0.0046
8/31/12,0.0031,-0.0022,-0.0042,-0.0029,-0.0007,0.0051
9/4/12,-0.0054,-0.0027,0.0074,-0.0051,0.0042,-0.0015
9/5/12,0.0072,-0.0068,-0.0041,0.0018,0.0006,-0.0003
9/6/12,0.0123,-0.0063,-0.0063,-0.0048,-0.0099,0.0102
9/7/12,0.0238,-0.017,-0.0138,0.0025,-0.0014,-0.0022
9/10/12,-0.0022,0.0018,-0.0015,0.0025,0.0042,-0.0052
9/11/12,0.015,-0.0112,-0.0063,0.0028,0.0015,-0.0017
9/12/12,0.0078,-0.0118,-0.0005,0.0008,0.0031,0.0055
9/13/12,0.0085,-0.0064,-0.0029,-0.0027,-0.002,-0.0022
9/14/12,0.023,-0.0122,-0.0117,0.0017,0.0004,0.0093
9/17/12,-0.0182,0.0141,0.0081,0.0007,0.0058,0.0004
9/18/12,-0.0101,0.0085,0.0016,0,0.0055,0.0023
9/19/12,0.009,-0.0092,0.0042,-0.0024,-0.0027,0.003
9/20/12,-0.0121,0.0104,0.002,-0.0004,0.0011,-0.0037
9/21/12,-0.0004,-0.0038,0.0028,0.0042,0.0091,0.0024
9/24/12,-0.0143,0.0083,0.0015,0.0046,-0.0001,-0.0117
9/25/12,-0.0206,0.0132,0.0063,0.0032,0.0015,-0.0053
9/26/12,-0.002,0.0051,-0.0037,0.0028,0.0018,-0.0065
9/27/12,0.0109,-0.0073,0.0037,-0.0046,-0.0011,0.0099
9/28/12,-0.0055,0.0056,-0.0007,-0.0026,-0.0009,-0.001
10/2/12,0.0009,-0.0002,0.0009,0.0009,-0.0024,-0.001
10/3/12,-0.0064,-0.0061,0.012,-0.0038,-0.0019,0.0027
10/4/12,0.0107,-0.0074,-0.0028,0.0019,-0.0023,-0.0005
10/5/12,-0.0011,0.0002,0.0017,0.0026,-0.0035,-0.0022
10/9/12,0.0051,-0.009,-0.004,0.0043,-0.0016,-0.0143
10/10/12,-0.006,-0.0047,0.0048,0.0035,0.0047,-0.0083
10/11/12,0.0252,-0.0185,-0.0084,0.0006,0.0009,0.0004
10/12/12,-0.0071,0.0087,0.0012,-0.002,-0.0014,0.0008
10/15/12,0.0044,-0.0062,0.002,-0.0017,-0.0029,-0.0006
10/16/12,-0.0015,0.0046,-0.0027,-0.0025,-0.0053,0.004
10/17/12,0.0131,-0.0188,0.0016,0.0044,-0.0002,-0.0166
10/18/12,-0.0023,-0.0053,-0.0027,0.0007,-0.0081,-0.0115
10/19/12,-0.0136,-0.0017,0.0028,0.0088,-0.0002,-0.0079
10/22/12,0.0063,-0.0037,0.0012,0.0045,-0.0006,0.0026
10/23/12,-0.0075,0.0066,-0.0026,0.0004,0.0058,0.005
10/24/12,-0.0112,0.0023,0.0096,0.0045,0.0032,-0.001
10/25/12,-0.0019,0.008,-0.0061,-0.0017,-0.002,-0.0027
10/26/12,0.001,0.0042,-0.0001,-0.0003,-0.0005,0.0045
10/31/12,0.0014,-0.0023,-0.0021,0.0048,0.0041,-0.0145
11/2/12,-0.009,0.0066,0.0004,0.0072,0.0007,-0.0029
11/5/12,0.0049,-0.0028,-0.0008,-0.0021,0.0013,0.0083
11/6/12,0.007,-0.0019,-0.0049,0.0024,-0.0041,0.0062
11/7/12,-0.0168,0.01,0.0057,-0.0016,-0.0026,-0.0065
11/8/12,-0.006,0,0.0009,0.0059,-0.0004,0.0027
11/9/12,-0.0048,0.0011,0.0028,-0.0003,-0.0011,-0.0004
11/13/12,-0.0098,0.0017,0.0054,-0.0023,-0.005,-0.0043
11/14/12,-0.0055,0.0135,-0.0052,0.0056,-0.0014,-0.0002
11/15/12,0.0017,0.0047,-0.0052,0.0007,-0.0083,0.0045
11/16/12,-0.0068,-0.0028,0.0084,-0.0026,-0.0049,-0.0024
11/19/12,0.0108,-0.009,0.0023,-0.0063,0.0005,0.0039
11/20/12,-0.0043,-0.0024,0.0082,0.0011,0.0004,-0.0013
11/21/12,0.0055,-0.0025,-0.0022,-0.0007,0.005,0.0097
11/23/12,0.0049,0.0002,-0.0023,-0.0026,-0.0029,0.0063
11/26/12,-0.0023,0.0025,0.0003,0.0009,0.0081,0.0009
11/27/12,-0.0032,0.003,-0.0026,-0.0024,0.0042,0.0011
11/28/12,0.011,0.002,-0.0028,-0.0026,-0.0026,0.0049
11/29/12,0.0027,-0.0022,0.0004,0.0003,0.0081,0.0058
11/30/12,-0.0012,0.0015,0.0007,0.0021,0.0005,-0.0048
12/3/12,0.0002,-0.0001,0.0009,0.0062,0.0044,-0.0042
12/4/12,0.0038,-0.0016,-0.0052,-0.0002,-0.0005,0.0042
12/5/12,0.0084,-0.0095,-0.009,0.0024,-0.0077,-0.0089
12/6/12,0.0026,-0.0043,-0.0004,-0.0017,-0.0033,0.005
12/7/12,0.0081,-0.0073,-0.003,-0.0042,-0.0033,0.0031
12/10/12,0.0021,-0.0065,-0.0031,-0.0014,0.0015,0.0028
12/11/12,0.0043,-0.0005,-0.0031,-0.0047,0.0049,0.0091
12/12/12,0.0067,-0.0062,-0.0019,0.001,-0.0034,0.003
12/13/12,0.0079,-0.0036,-0.0015,0.0045,0.003,0.0017
12/14/12,0.0037,-0.0062,-0.0045,0.0032,0.004,-0.0031
12/17/12,-0.004,-0.0032,0.0075,0.0001,-0.0021,0.0003
12/18/12,0.013,-0.0066,-0.0041,-0.0049,-0.0021,0.0027
12/19/12,0.0022,-0.0035,-0.0008,0.0039,0.0056,0.0021
12/20/12,-0.0041,-0.0005,0.0019,0.0042,-0.0008,-0.004
12/21/12,-0.0069,0.0039,-0.002,0.0008,0.0028,-0.0024
12/24/12,-0.0058,0.0022,0.0041,-0.0014,-0.0016,-0.0013
12/26/12,0.0078,-0.0069,-0.0042,0.0036,0.002,-0.0026
