Date,DEFAULT,QUALITY,MOMENTUM,BOOK_TO_PRICE,SIZE,CASH_TO_ASSETS
12/27/12,-0.0031,0.0043,0.0029,-0.0004,-0.0029,-0.0021
12/28/12,-0.003,0.001,0.0035,0.0023,0.0058,-0.0007
12/31/12,0.0139,-0.009,0.0023,-0.0024,0.0012,0.0006
1/2/13,0.0001,-0.0051,0.0019,1.00E-04,0.0041,0.0072
1/3/13,0.0104,-0.0024,-0.0043,-0.0002,0.0009,-0.0105
1/4/13,0.0096,-0.0112,-0.0037,-0.0018,0.0013,0.0007
1/7/13,-0.0012,-0.0032,0.0019,-0.0011,0.0029,-0.0002
1/8/13,-0.0112,0.0055,0.0084,0.0005,0.004,0.0004
1/9/13,-0.0069,0.0028,0.0008,-0.0017,0.0008,0.0072
1/10/13,0.0034,0.0043,-0.0021,0.0017,-0.0041,0.0017
1/11/13,-0.0007,0.0047,-0.0018,-0.0018,0.0021,0.0057
1/14/13,-0.0001,0.0036,-0.0026,0.0009,-0.0006,-0.0006
1/15/13,0.0078,-0.0077,-0.003,-0.001,-0.0023,-0.0029
1/16/13,0.0005,-0.0035,0.002,0.0035,-0.0011,-0.0011
1/17/13,0,-0.0005,-0.0019,0.0022,-0.0011,-0.0001
1/18/13,0.0014,-0.0028,0.0007,0.0025,-0.0008,-0.0082
1/22/13,0.01,-0.0055,-0.0022,0.0041,0.0015,-0.0093
1/23/13,-0.0034,0.0011,0.0024,0.0013,-0.0001,0.004
1/24/13,0.0064,0.0048,-0.0085,-0.0024,-0.0017,0
1/25/13,0.0118,-0.0029,-0.0017,-0.0054,-0.0065,0.0133
1/28/13,-0.0002,0.0034,-0.0034,0.004,0.0069,0.0042
1/29/13,-0.0068,0.0023,0.0005,0.0054,0.0016,-0.0163
1/30/13,0.0026,0.0033,0.0013,0.003,-0.0039,-0.001
1/31/13,0.008,-0.0017,-0.0037,-0.0001,0.0062,0.003
2/4/13,-0.0045,0.0029,0,0.0007,0.0002,-0.0028
2/5/13,0.0051,-0.0017,0.0013,-0.0029,-0.0009,0.0041
2/6/13,0.0089,-0.0053,-0.0032,0.0016,0.0008,-0.0005
2/7/13,0.0012,0.002,-0.0011,0.0045,-0.0002,-0.003
2/8/13,-0.002,0.0012,-0.002,-0.0017,-0.0028,0.0027
2/11/13,0.0027,-0.0005,-0.0003,0.0031,0.0028,-0.0015
2/12/13,0.0024,-0.0124,0.0001,0.0049,0.0032,-0.0052
2/13/13,0.0015,-0.0024,0.0016,0.0041,0.0012,0.0004
2/14/13,0.0051,-0.0045,-0.0006,-0.0002,0.0015,0.008
2/15/13,-0.0059,0.0065,0.0041,0.0021,0.0006,0.001
2/19/13,0.0028,-0.002,-0.0005,-0.0008,0.0026,-0.005
2/20/13,-0.0186,0.0188,-0.0002,-0.0008,0.001,-0.0049
2/21/13,-0.0039,0.004,-0.0005,0.0023,0.0017,-0.0024
2/22/13,0.0011,-0.0071,0.0024,-0.0029,-0.0034,0.0006
2/25/13,-0.0119,0.0139,-0.0014,0.0025,0.0006,0.0064
2/26/13,-0.0023,-0.007,0.0041,0.0015,-0.0006,-0.0103
2/27/13,0.0045,-0.0026,0.0051,-0.0045,-0.0091,0.0033
2/28/13,-0.008,0.0066,0.0029,-0.0017,0.0002,-0.0082
3/4/13,0.0011,-0.0004,0.0121,0,-0.0018,0.0007
3/5/13,0.0001,-0.0003,0.001,-0.0049,-0.0027,0.0015
3/6/13,0.0101,-0.0039,-0.0031,0.001,0.0011,0.0047
3/7/13,0.0124,-0.0126,-0.0042,-0.0012,0.0038,0.0003
3/8/13,0.0051,-0.0067,-0.0002,-0.0019,0.0015,0.0025
3/11/13,0.0034,-0.002,-0.0026,0.0011,0.0015,-0.0005
3/12/13,0.0026,0.0011,-0.0021,0.0003,1.00E-04,0
3/13/13,-0.0014,0,0.0008,-0.0005,-0.0017,-0.0055
3/14/13,0.0027,-0.0089,-0.0044,0.0017,0.0011,-0.003
3/15/13,0.0021,-0.003,-0.0059,0.0019,0.0012,-0.0071
3/18/13,0.0047,-0.0033,-0.0001,0.0022,0.004,-0.0059
3/19/13,-0.006,0.0027,0.0029,0.0036,0,-0.003
3/20/13,0.0037,-0.0016,0.0042,-0.0019,-0.0027,0.0031
3/21/13,-0.0051,0.0064,0.0009,0.0019,0.0041,-0.0024
3/22/13,-0.0045,0.0043,0.0017,-0.0019,-0.0029,-0.0021
3/25/13,0.0011,0.0027,-0.0003,0.0023,0.0044,-0.0025
3/26/13,-0.0033,0.0017,0.0042,-0.0014,-0.007,-0.0055
3/27/13,-0.0009,0,0.0016,-0.0011,-0.001,0.0064
3/28/13,-0.0062,0.0031,0.0049,-0.0041,-0.0035,-0.0014
4/2/13,-0.0117,0.0136,0.0031,-0.0018,-0.005,0.0005
4/3/13,-0.0006,0.0128,-0.0065,0.0054,0.0007,-0.0013
4/4/13,0,-0.0034,0.0015,-0.0001,-0.0013,0.0004
4/5/13,0.0067,-0.0084,0.0015,0.0022,0.0012,-0.0115
4/8/13,0.0053,-0.0084,0.0026,-0.0011,-0.0044,-0.0061
4/9/13,0.0097,-0.0028,-0.0038,-0.0021,-0.0045,0.0011
4/10/13,0.0009,0.0041,-0.0001,-0.0037,0.0031,0.0115
4/11/13,-0.0027,0.0012,0.0048,-0.003,-0.0052,0.0004
4/12/13,-0.0057,0.003,0.0023,-0.0006,0.0005,-0.0001
4/15/13,-0.0152,0.0141,-0.0028,0.0029,-0.0041,0.0052
4/16/13,0.0001,-0.0034,0.0078,-0.0042,-0.0034,-0.0001
4/17/13,-0.0075,0.0075,0.0031,-0.0006,0.0005,-0.0026
4/18/13,0.0052,-0.0015,-0.0023,0.0021,0.0042,-0.0153
4/19/13,-0.0041,0.0019,0.0125,-0.0024,-0.0017,0.0043
4/22/13,0.0011,0.0021,-0.0004,-0.0009,-0.0022,0.0024
4/23/13,0.0101,-0.0067,0.0011,-0.0006,0.0046,0.0122
4/24/13,0.0083,-0.0133,-0.0087,0.0045,0,-0.0106
4/25/13,0.0115,-0.0046,-0.0025,-0.0043,0.0002,0.0145
4/26/13,-0.0019,-0.0012,-0.0006,-0.0024,0.0008,-0.0008
4/29/13,0.0008,0.0001,-0.006,-0.0006,0.0005,-0.0022
4/30/13,-0.0085,-0.0018,-0.0081,0.0011,-0.0004,-0.0014
5/2/13,0.0031,-0.0084,0.004,-0.0002,0.0028,0.0074
5/3/13,0.0097,-0.0058,-0.0036,-0.0008,0.0014,0.0008
5/6/13,0.0132,-0.0098,-0.0008,0.0043,0.0043,0.0031
5/7/13,-0.0047,0.0046,0.0016,-0.0017,-0.0012,-0.0082
5/8/13,0.0104,-0.0045,-0.0057,-0.0004,-0.0025,0.0034
5/9/13,0.0024,0.0005,0.0004,-0.0007,0.0022,0.0082
5/10/13,0.0085,-0.0044,0.0016,-0.0021,0.0011,0.0105
5/13/13,-0.0019,0,0.0038,-0.0004,0.003,0.0013
5/14/13,0.008,-0.0055,0.0045,-0.0031,-0.0023,0.0065
5/15/13,-0.0048,-0.0011,0.0048,0.0017,-0.002,-0.0036
5/16/13,-0.0016,0.0056,-0.008,-0.0004,0.0031,0.0025
5/17/13,0.0058,-0.0038,-0.0008,-0.0014,-0.0031,-0.0009
5/20/13,0.0114,-0.007,-0.0098,0.0052,0.0056,-0.0055
5/21/13,-0.0031,0.0033,0,-0.0004,0.0015,0.0007
5/22/13,-0.0029,0.006,0.0008,0.0029,0.0008,-0.0008
5/23/13,0.0057,-0.0114,0.001,-0.0015,0.0052,0.0038
5/24/13,-0.0034,0,0.0015,0.0043,0.0063,0.0016
5/28/13,0.0017,-0.0023,0.0043,-0.0022,0.0038,0.0107
5/29/13,0.0053,0.0014,-0.006,0.0032,0.0011,0.0078
5/30/13,0.0064,-0.0023,0.0015,-0.0012,0.0025,0.0125
5/31/13,-0.0026,-0.0003,-0.0024,0.0006,0.0067,-0.0005
6/3/13,-0.0072,0.0067,-0.0037,0.0024,0.0071,-0.0105
6/4/13,-0.001,0.0065,-0.0044,0.0021,-0.0013,-0.0011
6/5/13,-0.0049,0.0005,-0.0053,0.0055,0.0028,-0.0041
6/6/13,-0.0035,-0.0043,0.0084,-0.0041,-0.0021,0.0001
6/7/13,0.0047,-0.0007,0.0054,-0.0056,-0.0102,0.0107
6/10/13,0.0042,-0.0026,0.0011,0.0029,0.0095,0.0023
6/11/13,-0.0114,0.0086,-0.0031,0.0005,0.0041,0.0013
6/12/13,-0.0024,0.0026,-0.0035,0.0033,0.0032,-0.0037
6/13/13,0.0048,-0.007,0.0051,-0.0019,-0.0057,-0.0046
6/14/13,-0.0078,0.0041,0.0025,-0.0012,-0.0033,-0.0046
6/17/13,-0.0001,-0.0015,0.0029,-0.0008,-0.0029,0.0023
6/18/13,0.0033,-0.0016,0.0012,-0.0021,0.0019,0.0002
6/19/13,0.0041,0.0012,0.0009,0.0037,0.0063,0.0101
6/20/13,-0.0045,0.0079,-0.0067,0.0088,0.0068,0.0093
6/21/13,-0.0072,0.0007,-0.0065,0.0051,0.0063,-0.0072
6/24/13,-0.016,0.0082,-0.0038,-0.002,-0.0025,-0.007
6/25/13,0.011,-0.0111,0.0055,0.0016,-0.0019,-0.0007
6/26/13,-0.0052,-0.002,0.0061,-0.0035,-0.0085,0.0017
6/27/13,0.0022,-0.0091,0.005,0.0007,0.0041,0.0024
6/28/13,0.0012,0.0008,-0.0044,0.0008,0.0041,0
7/2/13,-0.0015,0.0019,-0.0008,0.0018,0.0016,-0.0049
7/3/13,-0.0042,0.0044,0.0003,1.00E-04,0.0025,0.0064
7/5/13,0.0005,-0.0034,0.0058,-0.0017,0.0002,0.0109
7/8/13,-0.003,0.0014,0.0022,-0.0008,-0.0001,-0.0085
7/9/13,0.0072,-0.0016,0.0014,0.0018,-0.0035,-0.006
7/10/13,-0.0074,0.0036,-0.0035,-0.0007,0.0036,0.0044
7/11/13,0.0052,-0.0035,0.0009,-0.007,-0.0049,0.0039
7/12/13,-0.0016,-0.001,0.0048,-0.0017,-0.0022,0.0086
7/15/13,0.0012,-0.0018,-0.0013,0.0019,0.007,-0.005
7/16/13,-0.0012,0.0054,-0.0062,0.0033,0.0064,-0.003
7/17/13,0.0073,-0.0056,0.0033,0.0006,0.0005,0.0007
7/18/13,0.0063,-0.0103,0.002,0.005,-0.0016,-0.0079
7/19/13,-0.005,0.0062,0.0007,0.0018,-0.0014,-0.0011
7/22/13,0.003,-0.0015,0.0017,0.0013,0.0033,0.0022
7/23/13,0.0018,-0.0022,-0.0024,0.0043,0.0024,-0.0051
7/24/13,-0.0052,0.0112,0.0007,0.0031,0.0027,0.015
7/25/13,-0.0021,-0.0021,-0.0002,-0.0024,0.0035,-0.0005
7/26/13,0.0018,0.0062,0.0002,-0.001,-0.003,-0.0048
7/29/13,-0.0001,0.0025,-0.0043,-0.0007,0.0005,-0.0002
7/30/13,0.0053,-0.001,0.0011,-0.0044,-0.0011,0.0073
7/31/13,0.0001,-0.0025,0.0062,-0.0014,0.0003,0.0065
8/2/13,-0.0005,-0.0033,0.005,-0.0025,-0.0006,0.0046
8/5/13,0.0031,-0.0042,-0.0013,-0.0016,0.007,0.0017
8/6/13,-0.0082,0.0076,-0.0042,0.0039,0.0008,0
8/7/13,-0.006,0.0042,-0.0039,0.0034,-0.0014,0.0012
8/8/13,0.0057,-0.0052,0.0011,0.0003,-0.0054,0.0053
8/9/13,0.0036,-0.0015,0.0011,0.0008,-0.003,-0.0008
8/12/13,0.0008,0.0011,-0.0023,0.0008,0.0041,0.0067
8/13/13,-0.0078,0.0059,0.0001,-0.0029,-0.0027,0.0081
8/14/13,0.0064,-0.0042,-0.0029,0.0041,0.0036,-0.001
8/15/13,0.0045,-0.0026,-0.0088,0.0039,0.0005,-0.007
8/16/13,0.0006,-0.0011,0.0042,0.0007,0.002,0.0101
8/19/13,-0.0138,0.0146,-0.0018,-0.0004,-0.0015,0.0019
8/20/13,0.0097,-0.0104,0.0048,-0.0024,0.0024,-0.0064
8/21/13,-0.0022,0.0027,0.0025,-0.0005,0.0029,0.0088
8/22/13,0.0063,-0.0039,0.0036,-0.0003,0.0021,-0.0003
8/23/13,0.0046,-0.0022,-0.0031,-0.0027,-0.0006,-0.0042
8/26/13,0.0026,-0.0042,0.001,-0.0021,0.0047,0.0085
8/27/13,-0.0091,0.0093,-0.0097,0.0038,-0.0022,-0.0159
8/28/13,0.0021,0.0003,0.0031,0.0021,0.002,0.003
8/29/13,0.0025,-0.0001,0.0075,-0.0037,0.0052,0.0095
8/30/13,-0.0035,0.0022,-0.0044,-0.0023,-0.0068,0.0004
9/3/13,0.0009,-0.0043,0.0096,-0.0013,0.0006,0.0118
9/4/13,0.0014,-0.0015,0.0047,-0.0033,-0.0026,0.0064
9/5/13,0.0046,-0.0055,0.0008,0.0012,0.0026,0.0089
9/6/13,0.0031,-0.0044,-0.0022,0.0022,0.0022,-0.0019
9/9/13,0.0061,-0.0098,-0.0002,-0.0058,0.0009,0.0007
9/10/13,0.0049,-0.0077,0.0072,-0.0009,-0.0028,0.0079
9/11/13,-0.0021,0.0048,-0.0004,-0.0003,-0.0034,-0.0017
9/12/13,-0.0044,0.0077,0.0005,0.0014,0.0004,0.0026
9/13/13,0.002,0.0024,-0.0003,0.0003,0.0016,-0.0021
9/16/13,-0.0022,0.0007,0.0027,-1.00E-04,-0.0057,-0.0026
9/17/13,0.0041,-0.0046,0.0007,-0.0025,0.0016,0.0033
9/18/13,0.005,-0.0025,-0.0054,-0.0035,-0.0049,-0.0115
9/19/13,-0.0018,-0.0007,0.0009,-0.0028,0.0018,0.007
9/20/13,-0.0066,0.0058,0.0032,0.0076,0.0092,0.0056
9/23/13,-0.0021,0.0024,-0.0054,0.0016,0.004,-0.0112
9/24/13,0.006,-0.0022,0.0058,0.0039,0.0036,0.0023
9/25/13,0.0068,-0.0041,0.0019,0.0021,0.0022,0.0013
9/26/13,-0.0067,-0.0014,0.0038,-0.0055,0.0003,0.0008
9/27/13,-0.0055,0.0093,0.0034,-1.00E-04,0.0023,0.0017
9/30/13,-0.0015,0.001,0.0022,0.0022,0.0033,0.0001
10/2/13,0.0083,-0.005,-0.0012,-0.0029,-0.0012,0.0005
10/3/13,0.0008,-0.0031,-0.0011,0.0027,-0.0002,0.002
10/4/13,0.0003,-0.0021,0.0053,-0.0024,-0.0018,0.0067
10/7/13,-0.0038,0.0011,-0.0076,0.0031,0.003,-0.0081
10/8/13,-0.0081,0.0094,-0.011,0.011,-0.0016,-0.0183
10/9/13,-0.0016,0.0059,-0.0023,0.007,-0.0029,-0.0123
10/10/13,0.0018,-0.001,0.012,-0.0054,-0.0026,0.0034
10/11/13,0.0062,-0.0022,0.0024,0.0016,0.0049,-0.0035
10/15/13,0.0042,-0.0003,0.0007,0.0054,0.003,-0.0044
10/16/13,0.0034,-0.0048,0.0062,-0.0031,-0.0036,-0.0008
10/17/13,0.0034,-0.0054,0.0021,-0.0028,0.0011,-0.0068
10/18/13,0.0021,0.0056,0.0032,0.0022,0.0019,0.0004
10/21/13,-0.0043,0.0075,-0.0016,0.002,0.001,0.0053
10/22/13,0.0019,-0.0032,-0.0038,0.0004,-0.0047,-0.0036
10/23/13,-0.0045,0.0047,-0.0055,-0.0007,0.0025,-0.0038
10/24/13,0.0094,-0.0117,0.0016,-0.0012,0.0021,0.005
10/25/13,0.0022,0.0032,-0.0026,0.0004,-0.0043,-0.0118
10/28/13,-0.0033,0.0051,-0.0058,0.002,-0.0017,0.0036
10/29/13,0.0016,-0.0054,0.0026,-0.0004,-0.0018,0.0049
10/30/13,-0.003,0.0037,-0.0042,0.0056,-0.0044,0.0007
10/31/13,-0.0025,0.0037,0.0037,-0.0001,-0.0032,-0.0013
11/4/13,0.0118,-0.0147,0.0004,-0.0013,0.0036,-0.0006
11/5/13,-0.0062,0.0091,0.006,0.0003,0.0022,0.013
11/6/13,-0.0104,0.015,-0.0128,0.0068,-0.0041,-0.005
11/7/13,-0.0043,0.0052,-0.0114,0.006,0.0023,0.0017
11/8/13,0.0022,-0.0086,0.013,-0.0045,0.0015,0.0125
11/12/13,0.0003,0.0087,-0.0009,-0.0049,-0.0009,0.0071
11/13/13,0.0056,-0.0023,0.0064,-0.0033,-0.0003,0.005
11/14/13,-0.0008,0.0007,-0.0009,-0.0007,-0.0061,-0.0041
11/15/13,0.0007,-0.0023,-0.0005,-0.0053,-0.0006,0.0067
11/18/13,-0.0039,0.0061,-0.0092,0.0035,0.0009,-0.0049
11/19/13,-0.0018,0.0057,-0.0048,0.0021,-0.0001,-0.0008
11/20/13,0.0018,0.0015,0.001,0.0017,0.0023,0.005
11/21/13,0.0028,-0.0033,0.0091,-0.0064,0.0032,0.0038
11/22/13,0.0034,0.001,0.0048,0.0018,0.0004,0.0107
11/25/13,0.0081,0.0003,-0.0037,0.001,0.0048,0.0097
11/26/13,-0.003,-0.0033,0.0063,-0.0038,0.0076,0.0045
11/27/13,0.0049,-0.0055,-0.0019,0.0031,0.0073,0.0021
11/29/13,0.0041,-0.0019,-0.0021,0.0014,0.0083,0.0026
12/2/13,-0.0024,0.0019,0.0024,0.0023,-0.008,-0.0013
12/3/13,-0.0022,0.0008,-0.0062,0.0004,-0.0007,-0.0005
12/4/13,0.0046,-0.0049,0.0008,0,0.0007,-0.0017
12/5/13,-0.004,0.0011,0.0028,-0.0015,0.0022,-0.0024
12/6/13,-0.0096,0.0114,0.0025,0.0017,-0.0032,0.0021
12/9/13,0.0035,-0.0034,-0.0027,-0.0012,-0.0049,0.0026
12/10/13,0.0072,-0.004,0.0015,0.0021,-0.0024,0.0033
12/11/13,-0.0076,0.014,-0.0048,0.004,0.001,-0.0016
12/12/13,0.0009,-0.0042,0.0058,0.0016,0.0029,-0.0023
12/13/13,0.0001,-0.0063,0.0043,0.0006,0.0022,0.0023
12/16/13,0.0007,0.0008,0.0003,-0.0007,0.0029,0.0037
12/17/13,0.0031,-0.0023,-0.0014,0.0001,0.0011,0.0033
12/18/13,-0.0016,0.0042,0.0018,-0.0031,-0.0068,0.0033
12/19/13,0.0061,-0.005,-0.0014,0.0006,0.0001,0.005
12/20/13,0.0011,-0.0045,0.0039,-0.0043,0.0078,0.0041
12/23/13,0.0049,-0.0107,-0.0012,-0.0008,0.0073,0.0104
12/24/13,0.0027,-0.0017,-0.0019,0.0006,0.001,-0.0022
12/26/13,0.0007,0.0004,0.002,-0.003,-0.0017,0.0043
12/27/13,0,-0.0029,-0.0084,0.0017,0.0018,-0.0049
12/30/13,-0.0026,0.002,-0.0007,-0.0032,-0.0005,0.0004
12/31/13,0.0054,-0.0017,0.0005,0.0016,-0.0005,0.0031
1/2/14,0.0019,-0.0087,-0.0006,0.0016,0.0094,0.0045
1/3/14,-0.0006,-0.001,0.0024,-0.0025,0.0065,-0.0007
1/6/14,-0.0039,-0.0027,-0.0011,0.001,0.0037,0.002
1/7/14,-0.0026,0.0028,0.0052,-0.0041,0.0026,0.0058
1/8/14,0.0012,-0.0062,0.0064,-0.0038,0.0007,0.0085
1/9/14,-0.0029,0.0007,0.0077,-0.0064,0.0019,-0.0003
1/10/14,-0.0002,-0.001,-0.0015,-0.0061,0.0021,-0.0032
1/13/14,-0.0052,0.0003,-0.0054,0.0035,0.0063,-0.005
1/14/14,0.0071,-0.0034,0.0056,-0.004,0.0011,0.0129
1/15/14,0.001,-0.0048,-0.0031,0.0017,0.005,0.0049
1/16/14,-0.0024,-0.0067,-0.0005,-0.0045,0.0045,-0.0025
1/17/14,-0.0032,0.0052,0,0.0022,0.0033,0.0017
1/21/14,0.0016,0.0013,-0.0004,0.0036,0.0054,-0.0027
1/22/14,0.0016,-0.0034,0.003,0.0023,0.002,0.0003
1/23/14,0.0009,-0.0001,-0.0054,-0.0006,0.0033,0
1/24/14,-0.0029,0.0055,-0.0099,0.0047,0.0011,-0.0104
1/27/14,-0.0053,0.007,-0.0055,0.0069,-0.0086,-0.0082
1/28/14,0.0042,-0.0095,0.0083,-0.0043,-0.0004,0.0056
1/29/14,-0.0005,0.0021,-0.0055,0.0041,-0.0001,-0.0023
1/30/14,-0.0005,0.002,0.0125,-0.0062,0.0007,0.0136
1/31/14,0.0017,0.0033,0.0011,-1.00E-04,-0.003,-0.0112
2/3/14,-0.0036,0.0078,-0.0084,0.0081,0.0002,-0.0067
2/4/14,0.0016,0.0007,0.0045,-0.0042,-0.0043,0.002
2/5/14,-0.0004,-0.0013,-0.001,1.00E-04,-0.0081,0.0024
2/6/14,0.0034,0.0042,0.0016,-0.0035,-0.0083,-0.0021
2/7/14,-0.0013,-0.0046,0.0058,-0.0093,-0.0027,0.0127
2/10/14,-0.0028,-0.0007,-0.0009,-0.0035,0.0052,0.0036
2/11/14,0.0006,0.0006,0.0007,0.0027,-0.002,0.0006
2/12/14,-0.0001,-0.003,0.0025,0,0.0001,0.0009
2/13/14,0.0016,-0.0033,0.0037,-0.0015,0.0043,0.0038
2/14/14,-0.0033,0.0014,-0.0033,0.0023,-0.0025,-0.0033
2/18/14,0.0063,-0.0078,0.0073,-1.00E-04,0.008,0.0064
2/19/14,-0.0061,0.0044,-0.0033,-0.0016,-0.0041,0.0015
2/20/14,0.0037,-0.0028,0.0051,-0.0029,0.0032,0.0085
2/21/14,-0.001,-0.0014,0.0024,-0.0012,0.0011,0.0003
2/24/14,0.0048,0.0001,0.004,0.0018,0.0007,0.0036
2/25/14,0.0034,0.0016,0.0012,-0.0045,-0.0014,0.0056
2/26/14,0.0029,-0.0041,-0.0009,0.0003,0.0038,0.0032
2/27/14,0.0069,-0.0089,0.0004,0.0036,0.0041,0.0075
2/28/14,-0.0035,0.0123,-0.0027,0.0064,-0.0064,-0.0172
3/3/14,-0.0028,-0.002,-0.0006,0.0026,0.0055,-0.001
3/4/14,0.0063,-0.0089,0.0082,-0.0026,0.0072,0.0085
3/5/14,0.0037,-0.0017,0.0033,0.0005,0.0033,0.0034
3/6/14,0.0025,0.0041,-0.0052,0.006,0,-0.0037
3/7/14,0.0012,0.0055,-0.0024,0.0048,0.001,-0.0006
3/10/14,-0.0037,0.0089,0.0001,0.0019,0.0042,-0.0006
3/11/14,-0.0035,0.002,-0.0007,0.0018,-0.005,-0.0028
3/12/14,0.0015,-0.0038,-0.0005,-0.0032,0.0004,0.0035
3/13/14,-0.0071,0.0028,-0.0032,0.0039,0.001,-0.0137
3/14/14,0.0046,-0.0041,-0.0012,-0.0014,0.0016,-0.0067
3/17/14,-0.0015,0.0051,0.0024,-0.0015,-0.002,0.0003
3/18/14,0.0054,-0.007,0.0051,-0.0032,0.0043,0.0078
3/19/14,0.0056,-0.003,-0.0011,0.0035,0.0026,0.0067
3/20/14,0.002,0.0016,-0.0017,0.0037,-0.0019,0.0022
3/21/14,0.0015,-0.0007,-0.0111,0.0074,0.0032,-0.0218
3/24/14,0.0023,0.0086,-0.0101,0.009,-0.0067,-0.0138
3/25/14,-0.002,0.0024,-0.0025,0.0015,-0.0027,-0.0064
3/26/14,-0.0054,0.0084,-0.0085,0.0041,-0.0124,-0.0059
3/27/14,-0.0001,-0.0069,-0.0047,-0.0026,-0.0025,-0.0115
3/28/14,0.0033,0.0004,-0.0047,0.0035,-0.0067,-0.0054
3/31/14,0.0014,-0.0057,0.0073,-0.0029,0.0056,0.0023
4/2/14,0.0029,-0.0014,-0.001,0.0004,0.0009,-0.0058
4/3/14,-0.002,0.0112,-0.0107,0.007,-0.0091,-0.018
4/4/14,-0.0015,0.0014,-0.0169,0.007,-0.0072,-0.025
4/7/14,-0.0107,0.013,-0.0103,0.0054,0.0012,-0.002
4/8/14,0.0012,-0.0038,-0.001,-0.0018,0.0015,-0.0017
4/9/14,0.0058,-0.0062,0.0139,-0.0087,0.002,0.017
4/10/14,-0.0077,0.0083,-0.0187,0.0117,-0.0018,-0.029
4/11/14,-0.0075,0.0127,-0.0053,0.0081,-0.0006,-0.0124
4/14/14,0.0004,0.0039,-0.0019,-0.0007,-0.0112,-0.0005
4/15/14,0.0014,0.0026,0,-0.0031,-0.0106,-0.0013
4/16/14,0.0043,-0.0041,0.0096,-0.0058,-0.0005,0.0015
4/17/14,0.0056,-0.0023,0.0027,0.0018,0.004,0.0073
4/21/14,0.0055,-0.0106,0.0016,-0.002,0.0051,0.0024
4/22/14,0.0062,-0.0127,0.0071,-0.0049,0.0067,0.0132
4/23/14,-0.0004,0.0027,-0.003,0.0059,-0.0054,-0.0141
4/24/14,-0.0046,0.0007,-0.0049,0.0009,-0.0036,-0.0079
4/25/14,-0.0095,0.0125,-0.0128,0.0071,-0.0079,-0.0259
4/28/14,-0.008,0.006,-0.0114,0.0008,-0.0063,-0.0129
4/29/14,0.0061,-0.0102,0.007,-0.0064,-0.0051,0.0111
4/30/14,0.0043,0.0001,0.0053,-0.0035,-0.0018,0.0002
5/2/14,0.0031,-0.0031,0.0011,0.005,-0.0011,0.0011
5/5/14,-0.0037,0.0013,0.0042,-0.0023,-0.0027,0.0025
5/6/14,-0.0071,0.0052,-0.0044,0.0049,-0.0057,-0.0125
5/7/14,-0.0102,0.0032,-0.0021,0.0058,-0.0111,-0.0185
5/8/14,-0.0058,0.0135,-0.0064,0.0026,-0.012,0.0015
5/9/14,0.0009,-0.0015,-0.0016,-0.0014,0.0068,0.0103
5/12/14,0.0121,-0.0103,0.0087,-0.003,0.0097,0.0196
5/13/14,0.0018,-0.0011,-0.0016,0.0004,-0.006,-0.0068
5/14/14,-0.0059,0.0018,-0.0044,-0.0041,-0.0086,-0.0045
5/15/14,-0.0051,0.0007,-0.0029,-0.0013,0.0017,-0.0034
5/16/14,-0.0026,0.0024,-0.0018,-0.0035,-0.0005,0.0005
5/19/14,0.0049,-0.0044,0.007,-0.0011,0.0043,0.0142
5/20/14,-0.0051,0.006,0.0009,0.004,-0.0032,-0.0074
5/21/14,0.0012,0.0014,0.004,1.00E-04,-0.0051,0.0046
5/22/14,0.0024,-0.0042,0.0005,-0.005,0.0041,0.0042
5/23/14,0.0018,-0.0047,0.0041,-0.0027,0.0053,0.0064
5/27/14,-0.0001,-0.0028,0.005,-0.0033,0.0079,0.0067
5/28/14,0.0008,-0.0028,0.0019,-0.0005,-0.0002,-0.004
5/29/14,0.0029,-0.0045,0.0027,-0.0005,-0.0022,0.0018
5/30/14,-0.0065,0.0076,-0.0002,0.0037,-0.0054,-0.0087
6/2/14,0.0001,0.0015,0.0021,0.0023,-0.0104,-0.006
6/3/14,0.0013,0.0014,0.0019,0.0012,-0.0055,-0.0027
6/4/14,0.0065,-0.002,0.0034,-0.0006,-0.0013,0.0009
6/5/14,-0.0006,-0.0025,-0.0011,-0.0026,0.0116,-0.0015
6/6/14,0.0036,-0.001,-0.0023,-0.0019,0.0028,0.0043
6/9/14,0.0022,-0.0008,-0.004,-0.0032,0.0098,0.0093
6/10/14,0.0046,-0.0021,-0.0014,-0.0024,0.0039,0.007
6/11/14,0.0002,-0.003,0.0023,-0.0017,0.0005,0.0088
6/12/14,-0.0053,0.0013,-0.0026,0.0021,0.0031,-0.0038
6/13/14,0.004,-0.0096,-0.0009,-0.0033,-0.0029,0.0005
6/16/14,0.0004,-0.0104,0.001,-0.0069,0.0019,0.0044
6/17/14,0.008,-0.0095,-0.0006,0.0008,0.0047,0.0062
6/18/14,-0.0002,-0.0022,0.0009,0.0005,-0.0025,-0.003
6/19/14,-0.003,-0.0022,0.0011,0.0003,-0.0019,-0.0068
6/20/14,-0.0015,-0.0031,0.0034,0.0024,0.0009,-0.0016
6/23/14,0.0026,-0.0019,-0.0015,-0.0024,-0.0028,0.004
6/24/14,-0.0052,0.0082,-0.0046,0.0004,-0.0033,0.0004
6/25/14,0.0032,-0.0047,0.0036,0.0008,0.0018,0.0034
6/26/14,0.0008,-0.0051,0.0021,0,0.0013,0.0007
