Date,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Technology,Telecomm,Utilities,Real Estate,Energy,sp_500
2012-04-27,233.48,322.54,362.73,353.28,434.58,208.73,491.22,135.3,181.01,145.65,530.49,1403.36
2012-04-30,231.75,319.81,360.96,351.85,434.26,207.53,487.02,136.12,181.23,145.52,533.15,1397.91
2012-05-01,233.97,322.07,364.58,353.28,436.2,210.95,490.21,137.43,182.28,147.66,543.3,1405.8199
2012-05-02,231.63,320.91,364.84,353.64,435.09,207.89,488.73,136.75,181.03,146.68,532.0,1402.3101
2012-05-03,229.14,318.26,361.81,353.26,433.68,206.09,483.71,136.51,180.89,146.18,523.43,1391.5699
2012-05-04,225.32,313.8,355.06,351.0,427.83,202.74,472.8,135.55,180.31,144.36,512.76,1369.1
2012-05-07,225.77,314.14,355.59,351.8,430.07,204.39,472.98,136.25,179.92,145.45,511.95,1369.58
2012-05-08,224.18,312.28,350.55,350.89,429.29,202.72,469.11,135.92,180.2,145.26,509.77,1363.72
2012-05-09,223.64,309.83,350.39,349.9,426.65,201.5,471.19,135.79,180.65,145.53,508.28,1354.58
2012-05-10,221.74,308.8,350.34,351.08,428.56,201.5,465.22,136.4,182.01,144.8,508.03,1357.99
2012-05-11,221.57,309.28,351.08,350.68,428.86,199.44,466.73,138.28,182.1,145.11,506.78,1353.39
2012-05-14,217.75,304.45,344.81,348.9,426.11,194.95,460.36,137.31,181.41,143.36,496.59,1338.35
2012-05-15,216.34,304.28,346.58,349.04,424.81,195.18,461.93,137.11,180.46,143.03,491.53,1330.66
2012-05-16,211.92,302.41,343.74,349.68,424.65,191.05,454.48,136.23,180.31,140.61,486.95,1324.8
2012-05-17,209.16,298.31,337.46,349.32,422.99,188.8,450.15,137.02,179.75,138.48,487.97,1304.86
2012-05-18,206.38,295.0,332.31,345.33,417.06,185.1,441.33,137.68,179.1,135.57,480.27,1295.22
2012-05-21,211.34,300.58,336.72,345.88,420.54,186.22,450.88,137.6,178.76,138.38,486.91,1315.99
2012-05-22,211.26,302.16,338.71,347.14,420.27,188.21,452.4,137.47,180.51,138.87,488.87,1316.63
2012-05-23,210.88,299.26,337.59,345.09,415.82,186.2,448.39,136.44,179.02,137.73,484.15,1318.86
2012-05-24,215.32,303.77,342.37,349.25,421.02,189.14,449.33,137.95,180.32,139.83,490.48,1320.6801
2012-05-25,214.15,302.06,342.26,349.07,420.45,188.39,448.42,138.22,180.46,139.18,488.11,1317.8199
2012-05-29,218.0,305.68,346.43,351.3,421.99,191.06,454.92,139.37,181.42,141.37,495.38,1332.42
2012-05-30,214.76,300.97,341.74,348.46,419.19,187.41,452.16,139.02,180.05,138.65,480.99,1313.3199
2012-05-31,213.23,299.48,339.78,347.33,417.37,188.19,448.8,139.66,181.0,138.98,476.51,1310.33
2012-06-01,209.68,292.3,330.41,341.99,411.32,182.17,438.45,137.86,180.35,135.93,467.81,1278.04
2012-06-04,209.22,288.15,330.82,342.45,411.38,179.47,438.59,138.59,180.93,134.43,466.27,1278.1801
2012-06-05,210.84,288.71,331.59,342.04,413.02,182.2,441.85,138.76,182.08,136.79,467.83,1285.5
2012-06-06,216.13,296.79,339.6,346.61,419.22,187.87,452.91,140.19,183.84,138.89,483.84,1315.13
2012-06-07,218.08,300.65,341.69,348.25,421.53,188.98,453.73,139.62,185.06,139.37,488.37,1314.99
2012-06-08,218.12,300.81,342.2,350.31,422.44,189.75,455.24,141.36,185.81,140.7,484.73,1325.66
2012-06-11,215.87,299.23,339.04,350.29,420.65,187.4,452.01,142.26,186.02,138.44,483.27,1308.9301
2012-06-12,218.01,301.86,340.82,350.83,422.37,189.2,452.47,142.92,185.76,138.77,485.27,1324.1801
2012-06-13,215.83,300.15,337.85,350.8,422.86,189.57,451.2,143.2,185.74,138.95,482.46,1314.88
2012-06-14,216.34,301.54,340.25,354.48,427.49,190.69,450.29,145.67,187.14,139.96,487.97,1329.1
2012-06-15,219.18,303.52,342.88,355.28,429.95,192.85,455.72,145.77,187.99,141.86,493.17,1342.84
2012-06-18,220.11,304.74,345.87,356.05,432.11,192.24,459.26,146.55,188.63,143.23,492.54,1344.78
2012-06-19,224.69,310.04,350.28,356.23,436.95,196.15,465.19,145.74,189.34,143.62,500.33,1357.98
2012-06-20,223.31,307.24,348.8,353.86,435.27,195.95,464.89,144.86,186.2,143.3,498.0,1355.6899
2012-06-21,216.84,301.89,341.96,350.21,429.96,192.41,454.74,144.07,184.68,140.88,481.17,1325.51
2012-06-22,216.88,302.07,342.68,350.6,433.65,193.19,458.1,144.91,184.48,140.94,480.17,1335.02
2012-06-25,214.09,297.02,338.02,348.5,428.67,189.31,448.57,144.04,183.97,140.1,470.7,1313.72
2012-06-26,214.55,297.17,341.36,348.81,429.69,190.27,449.13,144.78,184.39,141.38,476.38,1319.99
2012-06-27,215.7,299.6,340.01,351.08,434.33,192.09,451.12,144.9,186.26,141.72,483.57,1331.85
2012-06-28,216.62,300.05,339.52,352.39,432.76,192.32,447.26,144.22,186.76,141.3,488.25,1329.04
2012-06-29,222.07,309.0,344.85,357.6,439.02,196.21,460.09,147.14,187.17,146.68,500.51,1362.16
2012-07-02,221.99,307.56,347.2,360.96,442.09,198.44,463.25,149.08,189.14,147.7,503.13,1365.51
2012-07-03,225.03,310.35,346.77,362.55,441.69,199.31,467.38,149.0,188.6,148.8,514.04,1374.02
2012-07-05,224.69,309.89,347.54,361.36,439.24,196.37,468.14,148.12,187.64,147.58,506.99,1367.58
2012-07-06,222.07,305.75,346.17,360.87,436.09,194.92,459.76,146.84,186.96,147.89,501.52,1354.6801
2012-07-09,220.5,305.55,344.32,360.6,438.84,194.55,458.55,147.38,186.38,148.37,498.67,1352.46
2012-07-10,217.3,300.82,342.39,361.1,436.16,193.12,453.21,147.02,186.81,146.25,491.77,1341.47
2012-07-11,216.61,298.75,340.52,360.74,435.67,194.71,450.44,147.03,187.83,147.13,498.59,1341.45
2012-07-12,215.43,297.3,339.31,360.8,436.67,192.74,445.66,145.92,187.9,147.57,496.49,1334.76
2012-07-13,219.22,302.94,344.76,364.82,441.73,198.07,452.09,147.92,189.8,149.77,505.18,1356.78
2012-07-16,219.13,301.54,343.41,363.66,442.71,197.88,452.32,148.6,189.47,150.25,508.44,1353.64
2012-07-17,221.09,302.56,346.15,364.96,448.15,198.97,451.95,150.06,189.97,151.6,512.57,1363.67
2012-07-18,222.09,307.76,348.11,364.38,449.34,198.02,460.67,150.83,190.36,150.03,516.07,1372.78
2012-07-19,224.93,309.09,350.36,363.92,448.91,196.43,467.15,147.96,190.98,149.28,517.78,1376.51
2012-07-20,223.32,306.2,346.38,360.79,442.74,193.52,460.7,147.17,190.92,148.16,516.7,1362.66
2012-07-23,219.92,304.29,341.24,358.65,437.99,191.94,455.6,147.12,189.99,147.37,513.11,1350.52
2012-07-24,215.91,299.01,337.93,356.28,430.67,190.11,452.13,143.62,187.45,146.2,500.73,1338.3101
2012-07-25,216.48,301.56,337.53,357.45,434.7,191.97,451.3,145.75,188.13,146.69,506.64,1337.89
2012-07-26,217.24,305.41,342.43,363.82,438.78,194.35,454.98,150.35,191.18,147.59,517.61,1360.02
2012-07-27,221.42,313.12,350.0,367.68,449.99,198.88,463.49,153.04,193.34,150.39,528.23,1385.97
2012-07-30,221.38,312.25,348.78,369.64,447.71,198.19,465.04,154.03,194.17,150.62,529.55,1385.3
2012-07-31,220.71,312.44,346.1,368.82,446.88,197.76,468.11,155.38,193.07,150.42,527.03,1379.3199
2012-08-01,219.98,309.32,342.81,366.35,444.42,196.57,464.73,154.95,191.24,150.73,526.68,1375.3199
2012-08-02,215.87,305.02,341.61,362.88,440.19,193.25,460.07,153.23,189.77,150.27,514.21,1365.0
2012-08-03,221.28,314.09,350.35,369.35,446.49,199.79,472.01,153.94,191.87,151.67,529.72,1390.99
2012-08-06,224.51,315.34,352.06,370.16,445.41,200.7,476.94,154.68,191.33,151.06,532.61,1394.23
2012-08-07,226.04,317.07,354.8,367.26,445.46,201.17,479.44,153.75,189.52,149.5,537.5,1401.35
2012-08-08,226.12,316.11,352.52,368.63,446.23,200.61,479.59,153.43,188.84,147.83,536.7,1402.22
2012-08-09,227.57,316.78,352.85,367.8,446.15,200.83,481.04,153.73,189.66,147.54,540.36,1402.8
2012-08-10,227.16,317.08,351.57,367.02,447.92,200.01,480.1,154.0,189.71,147.55,539.08,1405.87
2012-08-13,225.82,317.55,352.82,367.4,446.19,200.96,483.32,154.51,189.47,147.46,539.38,1404.11
2012-08-14,225.17,317.52,354.38,369.13,447.62,201.46,483.11,154.17,189.37,147.56,539.51,1403.9301
2012-08-15,225.28,317.45,354.72,369.18,448.85,201.49,482.53,154.21,188.39,147.88,537.29,1405.53
2012-08-16,228.55,320.11,357.82,369.37,447.28,202.75,489.98,153.59,187.89,148.61,542.57,1415.51
2012-08-17,228.16,321.92,359.28,370.26,445.03,203.42,492.09,153.85,187.45,149.2,541.32,1418.16
2012-08-20,227.76,321.14,357.24,370.04,445.76,203.65,494.71,152.51,187.36,148.52,540.19,1418.13
2012-08-21,227.9,320.22,356.94,367.91,444.69,204.47,492.34,151.05,186.36,148.57,538.01,1413.17
2012-08-22,227.91,318.63,357.58,366.86,444.71,204.3,492.83,150.75,186.08,148.27,537.49,1413.49
2012-08-23,226.28,316.24,355.59,363.84,444.16,202.17,488.78,149.91,184.03,147.26,534.14,1402.08
2012-08-24,225.32,317.68,358.15,366.55,447.31,203.32,490.27,151.98,184.55,147.99,536.31,1411.13
2012-08-27,224.51,316.97,357.85,367.38,447.8,203.27,491.76,151.34,185.25,148.43,537.0,1410.4399
2012-08-28,224.34,316.77,359.17,368.4,448.03,203.66,490.61,151.39,185.0,148.72,538.41,1409.3
2012-08-29,224.77,315.86,360.1,366.98,448.64,203.37,492.08,151.87,184.23,148.68,534.82,1410.49
2012-08-30,222.83,313.47,358.56,366.0,447.61,202.39,484.96,151.37,183.69,148.53,529.31,1399.48
2012-08-31,224.9,314.5,359.12,365.92,448.23,203.39,489.11,151.3,183.27,149.14,533.54,1406.58
2012-09-04,221.87,311.83,358.65,367.28,449.27,203.46,488.64,152.74,183.56,149.36,529.08,1404.9399
2012-09-05,222.54,310.41,359.01,366.35,449.42,203.56,488.54,153.08,183.03,149.63,528.26,1403.4399
2012-09-06,228.3,317.65,367.13,370.97,456.83,208.5,499.72,154.85,185.09,151.18,538.87,1432.12
2012-09-07,232.81,320.39,369.17,368.06,456.68,210.72,499.16,153.86,184.47,151.3,547.66,1437.92
2012-09-10,233.67,319.47,370.16,367.91,456.33,209.98,494.99,154.99,184.7,150.05,547.87,1429.08
2012-09-11,233.12,319.98,368.33,366.46,455.0,210.56,493.44,155.29,183.62,150.56,550.17,1433.5601
2012-09-12,232.65,321.27,369.27,364.31,455.26,211.27,494.33,156.31,182.72,151.27,552.53,1436.5601
2012-09-13,238.69,324.89,374.86,370.05,459.83,216.98,502.81,158.3,185.28,153.76,562.54,1459.99
2012-09-14,241.89,327.04,376.94,367.79,457.72,218.89,507.46,155.11,183.74,154.75,569.04,1465.77
2012-09-17,238.01,325.34,374.81,368.39,460.43,216.46,507.31,155.95,182.82,153.76,565.44,1461.1899
2012-09-18,236.18,325.59,372.64,370.31,462.37,215.08,506.47,156.51,182.17,151.83,559.57,1459.3199
2012-09-19,238.7,326.85,376.8,371.22,462.43,215.33,507.26,157.52,182.4,151.19,556.12,1461.05
2012-09-20,237.56,323.55,375.36,373.32,463.81,213.75,505.36,158.01,183.21,148.97,557.51,1460.26
2012-09-21,237.44,323.69,376.26,372.88,466.47,213.49,506.47,158.85,183.18,149.26,559.57,1460.15
2012-09-24,236.79,322.35,375.24,372.83,467.65,213.98,502.33,159.16,185.07,149.36,557.34,1456.89
2012-09-25,232.76,321.12,370.62,372.22,466.99,210.22,494.52,158.37,184.43,146.81,551.69,1441.59
2012-09-26,232.12,317.03,369.46,369.83,466.17,209.43,492.04,158.79,185.17,147.01,547.18,1433.3199
2012-09-27,234.26,320.26,371.89,371.76,467.33,210.87,498.16,158.31,184.02,147.46,553.93,1447.15
2012-09-28,232.56,319.31,370.07,369.97,465.59,210.24,495.25,157.28,184.55,147.14,551.07,1440.67
2012-10-01,233.61,321.06,370.24,372.5,468.05,211.05,493.6,156.73,184.12,146.25,554.18,1444.49
2012-10-02,231.18,320.48,368.47,371.81,468.72,210.89,490.72,156.71,184.4,147.01,552.31,1445.75
2012-10-03,231.23,321.06,372.33,373.77,473.57,213.21,496.28,158.58,185.93,148.01,548.24,1450.99
2012-10-04,234.21,323.43,374.87,375.4,476.74,216.01,496.04,159.4,187.15,147.9,553.24,1461.4
2012-10-05,235.18,325.09,376.79,376.96,477.36,216.43,493.54,158.82,186.7,148.11,552.93,1460.9301
2012-10-08,234.66,323.64,375.62,375.57,476.98,216.07,487.86,157.84,186.96,147.64,552.6,1455.88
2012-10-09,232.43,320.54,369.97,373.08,470.92,214.48,481.78,155.66,186.74,146.87,553.75,1441.48
2012-10-10,230.17,317.2,368.23,370.67,467.07,214.48,480.19,155.23,186.31,147.45,543.67,1432.5601
2012-10-11,230.84,319.14,365.75,370.64,467.69,215.75,478.45,153.59,186.41,147.21,547.08,1432.84
2012-10-12,229.63,318.39,365.66,370.23,467.15,212.6,479.6,151.91,185.53,146.84,544.55,1428.59
2012-10-15,231.7,320.18,369.64,372.34,473.69,215.34,482.41,150.69,186.31,148.72,547.04,1440.13
2012-10-16,236.91,323.7,372.25,373.37,478.14,216.42,488.74,150.73,186.4,149.06,554.41,1454.92
2012-10-17,239.23,325.77,375.0,374.05,478.54,219.38,486.09,152.16,189.21,148.95,562.02,1460.91
2012-10-18,239.37,326.38,375.06,372.47,478.49,219.75,478.67,154.05,190.01,150.91,562.19,1457.34
2012-10-19,234.58,320.64,368.73,367.83,470.63,216.93,467.56,151.4,188.72,149.38,553.76,1433.1899
2012-10-22,233.53,317.41,365.72,365.95,468.76,215.64,469.26,150.29,187.5,148.19,548.0,1433.8199
2012-10-23,228.33,316.09,364.22,363.1,464.09,213.33,466.07,149.2,186.3,147.33,538.35,1413.11
2012-10-24,229.79,315.52,364.46,363.55,466.74,214.31,465.11,149.45,186.0,147.33,538.32,1408.75
2012-10-25,227.6,315.86,361.98,365.2,468.51,213.85,462.52,148.42,185.88,146.63,539.93,1412.97
2012-10-26,227.21,315.63,362.08,364.43,467.0,212.65,463.08,149.16,185.7,146.09,540.01,1411.9399
2012-10-31,227.64,317.23,364.23,364.96,463.31,213.88,460.85,148.98,187.44,147.43,539.94,1412.16
2012-11-01,231.29,321.9,367.45,364.73,466.09,215.95,468.26,150.75,185.6,147.59,541.33,1427.59
2012-11-02,227.52,320.32,368.13,362.68,464.32,215.18,462.21,150.44,183.98,148.41,533.87,1414.2
2012-11-05,228.62,320.87,368.85,361.32,464.14,214.35,463.01,149.2,180.82,147.69,536.27,1417.26
2012-11-06,231.63,325.35,371.37,364.56,465.88,217.46,467.99,149.63,180.89,148.06,546.16,1428.39
2012-11-07,228.4,319.04,368.34,361.59,458.67,211.1,456.82,145.24,177.76,148.53,531.19,1394.53
2012-11-08,224.85,314.29,360.92,356.44,451.73,208.02,448.24,144.35,176.7,146.06,520.71,1377.51
2012-11-09,225.13,316.01,360.71,357.31,454.77,209.17,451.89,144.32,176.22,146.44,522.58,1379.85
2012-11-12,224.31,316.17,359.55,356.43,455.36,208.59,449.28,145.28,173.94,145.64,521.54,1380.03
2012-11-13,225.34,317.31,363.22,358.09,456.41,208.98,448.77,145.05,175.3,146.31,524.7,1374.53
2012-11-14,219.7,307.07,354.97,352.39,448.11,203.46,441.4,144.65,172.98,142.72,511.96,1355.49
2012-11-15,219.27,307.01,354.96,351.15,446.48,204.32,440.24,142.45,171.46,141.97,511.84,1353.33
2012-11-16,219.39,307.8,357.16,354.12,450.21,205.28,440.86,141.44,173.68,142.9,514.35,1359.88
2012-11-19,224.49,312.77,363.61,358.51,453.75,208.39,451.05,144.88,173.3,144.25,522.78,1386.89
2012-11-20,225.79,313.87,366.67,361.22,457.35,210.22,450.49,143.94,173.26,145.2,523.72,1387.8101
2012-11-21,226.01,314.53,368.14,361.54,457.24,209.92,452.63,145.33,171.32,144.66,525.63,1391.03
2012-11-23,229.21,318.47,372.73,367.24,462.35,212.92,459.66,147.46,172.12,146.33,533.58,1409.15
2012-11-26,228.06,317.8,369.63,363.8,459.06,211.16,461.15,145.86,173.89,145.4,527.47,1406.29
2012-11-27,228.28,317.77,369.41,364.15,457.5,209.99,460.62,144.95,174.75,145.4,524.2,1398.9399
2012-11-28,228.0,319.27,372.17,366.27,459.08,209.93,461.73,144.67,174.69,145.04,526.55,1409.9301
2012-11-29,230.62,322.25,375.02,368.94,464.06,211.95,465.45,146.98,176.35,145.92,530.38,1415.95
2012-11-30,230.63,321.45,374.28,369.7,464.39,211.11,463.99,147.22,176.84,146.61,529.23,1416.1801
2012-12-03,226.72,318.14,373.16,368.9,463.63,210.82,463.53,147.72,176.98,146.63,526.97,1409.46
2012-12-04,226.86,319.37,371.99,368.18,465.62,210.08,463.29,146.72,176.12,147.37,525.94,1407.05
2012-12-05,225.0,322.25,370.52,368.21,466.19,212.88,457.08,146.99,178.81,146.0,528.62,1409.28
2012-12-06,224.67,321.82,372.37,368.65,465.83,213.03,460.29,146.71,178.33,147.1,528.99,1413.9399
2012-12-07,226.53,324.42,373.73,371.2,467.45,215.17,457.94,146.93,178.56,148.46,533.69,1418.0699
2012-12-10,227.97,325.4,372.49,370.95,469.58,214.75,459.14,146.42,178.43,148.39,532.81,1418.55
2012-12-11,229.74,326.5,372.68,371.15,474.14,215.55,465.93,147.84,178.95,148.67,536.09,1427.84
2012-12-12,230.91,329.24,375.35,371.66,476.33,217.96,466.88,149.78,179.75,149.08,541.31,1428.48
2012-12-13,228.23,325.8,370.69,369.39,468.96,215.28,460.52,148.66,177.97,147.21,533.45,1419.45
2012-12-14,230.25,325.38,369.13,368.9,467.25,214.67,455.71,147.67,177.34,147.35,531.05,1413.58
2012-12-17,231.35,326.66,374.05,368.84,469.74,218.0,458.16,147.34,179.75,148.07,533.38,1430.36
2012-12-18,235.33,332.25,380.13,369.67,474.5,222.37,469.77,148.3,181.36,150.06,544.76,1446.79
2012-12-19,234.73,331.21,378.91,367.0,470.79,221.95,469.04,147.34,180.26,149.95,542.73,1435.8101
2012-12-20,236.28,331.05,378.36,368.01,469.99,223.92,468.6,147.71,180.57,151.6,544.35,1443.6899
2012-12-21,234.35,328.97,374.54,364.31,466.21,221.36,464.49,146.08,179.61,150.92,538.03,1430.15
2012-12-24,235.46,328.02,375.26,363.03,464.75,221.12,462.73,146.19,179.0,151.36,534.15,1426.66
2012-12-26,236.92,326.95,371.57,360.04,462.79,220.79,459.8,146.15,177.36,150.25,532.16,1419.83
2012-12-27,233.95,324.23,369.16,358.86,460.56,218.31,456.51,145.22,176.17,149.47,527.23,1418.1
2012-12-28,232.93,322.71,368.67,356.83,457.39,218.22,454.02,144.4,175.22,149.33,522.03,1402.4301
2012-12-31,236.3,326.01,373.15,357.96,459.45,219.61,460.72,144.71,176.05,150.29,527.75,1426.1899
2013-01-02,243.21,336.51,384.23,370.28,471.53,227.61,478.41,150.68,180.88,153.35,545.39,1462.42
2013-01-03,242.19,336.98,385.61,369.37,471.8,227.44,476.15,150.33,181.01,153.1,545.33,1459.37
2013-01-04,244.39,338.78,386.34,370.35,474.24,230.09,472.26,151.23,181.86,153.62,550.56,1466.47
2013-01-07,243.9,337.49,385.28,367.9,475.87,229.34,471.2,152.09,179.78,153.92,546.06,1461.89
2013-01-08,244.34,334.83,384.29,367.03,475.85,228.74,470.01,148.0,179.45,153.77,545.19,1457.15
2013-01-09,245.89,337.94,384.96,367.85,480.98,228.29,471.09,147.63,179.05,154.38,544.08,1461.02
2013-01-10,246.88,339.95,387.07,370.24,484.58,231.44,473.62,148.81,179.89,154.93,549.24,1472.12
2013-01-11,246.42,338.7,387.63,371.48,483.52,230.65,474.95,148.24,180.01,154.92,550.46,1472.05
2013-01-14,246.64,339.77,388.49,372.76,484.58,230.06,471.46,146.67,179.75,155.04,550.41,1470.6801
2013-01-15,246.75,340.87,391.15,373.93,483.81,230.97,468.94,145.3,180.3,155.81,552.49,1472.34
2013-01-16,245.31,339.5,390.33,373.31,483.15,231.25,472.41,143.61,179.4,155.26,554.2,1472.63
2013-01-17,247.09,342.8,394.52,375.65,487.12,231.01,473.96,144.3,180.1,155.73,558.03,1480.9399
2013-01-18,248.46,346.23,395.22,377.07,488.92,231.35,472.39,145.42,181.65,156.44,563.07,1485.98
2013-01-22,250.7,347.52,396.08,376.93,490.3,233.43,473.15,146.43,183.13,157.18,567.98,1492.5601
2013-01-23,249.61,347.65,396.41,376.82,489.54,233.34,478.98,146.66,182.58,157.38,565.89,1494.8101
2013-01-24,250.2,349.34,399.27,377.8,492.84,234.44,469.3,146.22,183.45,157.95,568.31,1494.8199
2013-01-25,251.14,350.81,403.37,379.71,496.58,235.54,469.85,146.75,184.46,158.63,573.26,1502.96
2013-01-28,248.66,350.81,401.53,380.06,494.67,234.49,471.09,147.06,184.14,158.28,571.38,1500.1801
2013-01-29,250.11,351.81,400.05,382.27,500.18,235.48,470.99,149.14,185.55,158.66,580.33,1507.84
2013-01-30,248.72,348.76,399.35,381.66,498.27,234.43,469.93,148.58,185.61,156.77,576.47,1501.96
2013-01-31,246.55,347.22,397.27,381.12,496.54,234.02,470.05,149.23,186.04,155.4,573.41,1498.11
2013-02-01,249.52,351.04,399.62,384.09,500.65,237.28,475.43,152.04,186.41,156.08,578.72,1513.17
2013-02-04,247.02,347.62,394.8,380.63,494.92,234.2,467.79,151.29,185.19,155.81,573.23,1495.71
2013-02-05,248.34,350.88,399.09,384.95,500.81,236.87,474.43,151.59,185.55,155.8,577.41,1511.29
2013-02-06,248.74,350.95,399.84,385.49,500.53,237.26,473.72,152.01,185.96,155.92,577.57,1512.12
2013-02-07,247.26,350.65,398.74,387.53,498.75,236.33,473.61,151.43,186.26,155.35,574.53,1509.39
2013-02-08,248.78,351.83,401.87,387.35,498.75,237.18,478.52,151.47,186.24,157.03,579.27,1517.9301
2013-02-11,248.25,351.72,400.66,386.96,501.23,238.04,479.03,151.34,186.6,157.29,576.04,1517.01
2013-02-12,248.66,353.46,402.14,386.82,501.34,239.92,477.96,152.42,187.13,157.92,578.16,1519.4301
2013-02-13,248.98,355.11,403.02,386.66,500.17,239.29,476.84,151.84,186.94,157.42,579.07,1520.33
2013-02-14,248.28,355.23,403.61,387.79,501.51,240.05,477.47,148.56,185.3,156.82,582.92,1521.38
2013-02-15,247.38,355.71,403.53,388.08,502.23,239.26,476.7,149.26,185.76,157.16,575.96,1519.79
2013-02-19,247.03,358.89,405.31,392.12,505.51,241.31,479.29,150.21,187.46,158.03,582.61,1530.9399
2013-02-20,242.12,356.83,402.22,392.8,504.59,239.7,475.25,150.64,188.35,157.77,577.35,1511.95
2013-02-21,237.79,350.98,395.55,392.64,499.98,235.77,467.71,150.17,186.19,155.49,568.2,1502.42
2013-02-22,240.41,353.07,397.16,393.96,501.12,237.56,472.49,151.24,187.91,156.95,571.41,1515.6
2013-02-25,235.36,346.22,391.33,389.41,495.74,232.26,465.95,150.33,186.2,154.1,559.15,1487.85
2013-02-26,237.66,348.26,394.86,389.9,496.46,232.71,469.15,151.35,186.71,154.84,563.87,1496.9399
2013-02-27,241.91,354.75,401.12,393.14,502.81,237.16,472.99,152.83,188.56,156.61,572.96,1515.99
2013-02-28,243.34,356.05,403.44,394.62,505.68,238.13,474.75,154.29,189.54,157.22,576.22,1514.6801
2013-03-01,242.5,353.53,403.55,394.01,505.86,237.4,472.32,153.61,189.42,157.04,572.13,1518.2
2013-03-04,241.45,351.3,405.5,395.84,506.57,238.09,471.55,154.28,191.18,158.26,568.4,1525.2
2013-03-05,244.26,357.99,411.49,398.41,513.46,241.42,480.34,156.23,192.3,159.43,574.87,1539.79
2013-03-06,246.2,358.53,411.36,397.51,514.51,242.86,479.8,155.5,191.6,158.47,573.86,1541.46
2013-03-07,247.08,358.3,411.78,397.49,513.65,244.64,481.51,155.42,191.19,157.55,576.61,1544.26
2013-03-08,249.02,360.86,415.66,397.54,514.27,245.06,481.75,156.21,190.87,157.27,578.36,1551.1801
2013-03-11,250.17,362.42,417.38,398.46,517.4,247.31,483.63,156.17,192.19,157.31,579.42,1556.22
2013-03-12,250.13,359.24,414.83,397.43,518.57,245.3,479.16,156.79,191.06,157.02,579.49,1552.48
2013-03-13,249.86,362.12,418.05,398.22,519.24,246.61,480.84,156.36,192.26,157.19,579.07,1554.52
2013-03-14,251.13,363.07,418.24,399.29,518.55,247.4,483.39,156.91,192.48,158.06,584.92,1563.23
2013-03-15,251.65,364.1,416.93,397.73,518.49,248.77,483.29,155.82,193.93,157.35,585.73,1560.7
2013-03-18,250.49,363.24,415.35,397.76,516.91,247.44,485.06,156.71,193.64,156.69,584.01,1552.1
2013-03-19,248.84,361.6,410.87,399.58,515.49,245.1,481.9,156.38,193.27,155.63,575.11,1548.34
2013-03-20,250.92,362.1,415.98,403.61,520.39,246.88,485.38,156.43,194.65,156.85,579.68,1558.71
2013-03-21,246.55,358.54,412.19,402.34,517.18,243.85,478.53,156.3,193.74,156.88,575.41,1545.8
2013-03-22,246.59,360.55,416.62,405.85,520.35,244.65,481.58,157.46,194.01,157.3,579.44,1556.89
2013-03-25,244.91,358.05,416.26,405.61,519.27,244.42,480.2,157.64,193.63,157.66,577.93,1551.6899
2013-03-26,245.79,359.34,417.52,408.59,524.64,245.49,483.0,158.4,194.8,158.25,582.46,1563.77
2013-03-27,246.25,359.59,418.73,408.42,528.24,244.84,482.12,157.16,196.24,158.39,585.81,1562.85
2013-03-28,247.14,360.95,419.41,409.54,531.41,244.85,482.31,158.01,197.71,159.29,587.62,1569.1899
2013-04-01,245.14,357.91,417.03,410.4,534.5,244.23,478.66,159.25,198.3,159.77,583.88,1562.17
2013-04-02,242.86,357.43,420.59,414.86,542.06,245.77,480.83,160.43,199.02,160.74,581.14,1570.25
2013-04-03,240.6,354.78,416.31,410.24,538.76,241.49,477.01,159.07,198.45,160.05,571.78,1553.6899
2013-04-04,242.49,355.89,418.01,411.99,540.48,242.97,475.37,160.89,199.88,161.93,570.13,1559.98
2013-04-05,241.55,355.38,417.01,409.59,537.58,242.95,471.32,161.81,201.12,162.98,571.16,1553.28
2013-04-08,241.62,356.22,419.69,412.82,536.49,243.8,471.68,160.64,201.59,164.57,572.19,1563.0699
2013-04-09,245.1,358.57,420.47,413.66,540.26,246.44,476.76,161.4,202.06,164.98,578.31,1568.61
2013-04-10,246.67,363.16,425.43,416.87,548.28,249.57,485.87,163.23,203.9,166.18,582.72,1587.73
2013-04-11,247.68,364.31,428.95,418.65,554.47,250.11,483.14,164.71,204.21,167.39,583.87,1593.37
2013-04-12,243.5,361.82,430.13,419.41,554.71,248.25,479.81,164.82,204.61,167.26,575.71,1588.85
2013-04-15,234.68,351.4,419.97,413.86,544.89,243.52,471.54,164.21,201.96,164.26,553.79,1552.36
2013-04-16,238.88,355.22,424.58,420.36,551.55,246.54,477.77,164.55,203.96,166.63,558.56,1574.5699
2013-04-17,235.56,350.57,421.73,417.42,550.61,242.72,467.83,162.63,203.25,165.13,548.87,1552.01
2013-04-18,234.69,348.63,416.69,416.71,543.72,240.33,461.23,164.84,203.41,164.45,551.58,1541.61
2013-04-19,237.65,349.88,421.95,423.37,551.97,243.61,461.52,167.1,206.94,167.43,552.56,1555.25
2013-04-22,239.49,348.85,422.28,423.78,554.25,243.39,464.41,167.36,206.56,167.03,557.92,1562.5
2013-04-23,242.01,352.43,428.08,427.79,558.35,248.23,469.76,168.85,207.32,168.32,564.69,1578.78
