Date,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Technology,Telecomm,Utilities,Real Estate,Energy,sp_500
2006-01-27,195.15,290.02,264.22,242.06,374.42,432.37,342.35,122.26,164.3,141.18,417.45,1283.72
2006-01-30,195.64,290.42,263.62,241.0,372.6,431.28,343.85,121.94,163.22,140.27,427.22,1285.1899
2006-01-31,195.87,289.28,262.83,239.75,372.65,429.53,341.3,121.24,163.4,140.34,424.36,1280.08
2006-02-01,196.45,291.76,263.76,240.9,374.92,429.37,343.21,122.55,163.81,141.3,416.25,1282.46
2006-02-02,193.49,288.9,262.99,240.28,371.6,425.56,337.56,122.27,161.44,139.86,412.82,1270.84
2006-02-03,191.89,288.21,262.04,238.85,370.6,423.46,334.14,122.77,160.4,137.87,409.29,1264.03
2006-02-06,195.21,289.03,261.82,238.24,367.33,424.48,332.52,122.72,161.25,138.5,415.52,1265.02
2006-02-07,190.18,286.73,260.13,237.12,366.63,422.05,332.81,122.39,160.47,137.42,400.28,1254.78
2006-02-08,190.28,288.85,262.33,238.39,371.03,424.94,339.05,124.5,160.13,137.17,400.47,1265.65
2006-02-09,190.94,290.24,262.14,238.78,371.24,425.83,337.13,124.27,160.85,137.83,392.71,1263.78
2006-02-10,190.57,292.62,262.79,239.08,370.43,427.78,338.57,125.93,160.85,137.9,390.89,1266.99
2006-02-13,188.81,292.38,262.19,238.19,370.16,426.41,335.94,125.52,160.55,138.18,390.24,1262.86
2006-02-14,193.39,295.87,265.14,241.05,373.69,431.9,340.0,128.75,160.36,139.01,386.34,1275.53
2006-02-15,192.91,296.4,266.46,242.61,376.42,433.85,340.8,129.62,160.55,139.77,385.13,1280.0
2006-02-16,194.9,296.78,267.24,243.75,378.37,436.69,344.44,131.33,161.72,140.98,392.21,1289.38
2006-02-17,194.84,297.85,265.79,243.44,378.2,435.02,340.78,131.91,163.37,141.94,395.0,1287.24
2006-02-21,194.87,296.57,264.19,242.57,375.84,433.81,336.54,131.54,163.7,142.44,401.31,1283.03
2006-02-22,195.56,299.4,266.02,244.45,379.33,441.69,339.59,130.26,164.53,144.67,395.6,1292.67
2006-02-23,195.04,297.63,264.91,244.7,377.86,440.21,337.46,130.28,163.78,144.42,394.1,1287.79
2006-02-24,195.51,298.12,264.2,244.07,377.72,441.14,337.6,129.54,164.24,143.49,398.9,1289.4301
2006-02-27,193.83,299.95,266.68,245.16,380.64,441.46,341.0,130.24,165.78,143.69,393.18,1294.12
2006-02-28,191.66,296.13,264.43,242.07,375.53,437.15,337.97,129.19,164.49,143.25,389.8,1280.66
2006-03-01,193.93,298.11,266.29,242.72,376.37,438.86,344.88,131.13,163.92,143.8,396.1,1291.24
2006-03-02,195.05,297.43,264.66,241.77,375.1,436.39,344.46,131.28,163.7,143.52,401.39,1289.14
2006-03-03,195.14,298.57,264.16,242.38,374.03,435.29,342.74,130.04,163.46,142.94,401.74,1287.23
2006-03-06,193.05,296.88,262.77,241.78,371.98,434.2,340.42,132.35,159.8,145.93,390.36,1278.26
2006-03-07,191.24,297.32,261.67,242.74,372.53,435.63,338.6,130.29,159.38,143.83,385.73,1275.88
2006-03-08,189.88,297.27,262.08,245.07,374.79,435.79,338.66,130.92,159.57,144.37,386.07,1278.47
2006-03-09,189.49,296.64,260.87,245.65,372.98,433.2,335.68,131.28,158.8,145.69,381.96,1272.23
2006-03-10,192.87,299.72,263.16,247.81,374.67,436.7,337.13,132.76,159.69,146.91,383.45,1281.42
2006-03-13,192.93,299.68,263.0,247.48,375.1,436.69,337.81,132.89,160.51,145.84,389.66,1284.13
2006-03-14,196.25,302.82,265.98,247.43,377.24,441.79,342.2,133.8,162.04,146.92,397.01,1297.48
2006-03-15,198.7,306.83,267.15,246.38,378.28,442.51,344.71,133.79,162.68,149.54,398.64,1303.02
2006-03-16,199.11,307.41,268.03,246.61,378.28,443.96,341.78,134.06,163.74,151.0,404.42,1305.33
2006-03-17,199.42,309.23,268.47,247.12,379.52,445.15,343.19,133.36,162.98,152.71,400.6,1307.25
2006-03-20,198.53,309.21,267.72,247.75,380.0,445.33,344.42,132.53,161.04,150.11,393.65,1305.08
2006-03-21,196.12,307.5,266.36,246.8,377.32,441.32,342.56,132.7,159.47,148.31,392.91,1297.23
2006-03-22,197.53,310.34,267.1,248.15,381.28,444.5,342.55,133.84,160.57,148.57,395.04,1305.04
2006-03-23,197.91,308.42,266.9,246.82,379.3,442.38,341.27,133.73,160.2,148.84,399.34,1301.67
2006-03-24,198.01,308.39,266.83,246.91,378.87,442.39,342.22,134.49,159.96,148.06,401.63,1302.95
2006-03-27,199.21,308.01,266.6,245.95,376.0,442.37,342.44,134.68,158.74,146.57,403.66,1301.61
2006-03-28,198.23,306.61,265.4,244.09,372.62,438.14,339.42,133.39,158.0,148.35,405.42,1293.23
2006-03-29,200.6,308.88,267.3,245.18,373.44,439.91,344.84,134.48,159.19,151.07,409.62,1302.89
2006-03-30,201.24,309.6,266.42,243.67,372.66,437.73,345.88,133.45,157.53,148.35,409.42,1300.25
2006-03-31,199.86,309.53,265.34,242.52,370.66,437.45,344.06,133.14,156.4,148.47,404.78,1294.87
2006-04-03,201.74,310.27,264.71,243.11,370.68,437.93,346.03,133.46,156.75,146.15,406.69,1297.8101
2006-04-04,202.54,312.35,265.98,243.29,371.18,442.54,347.18,134.38,158.49,144.72,412.26,1305.9301
2006-04-05,204.74,312.23,267.78,243.47,369.79,443.71,350.49,134.44,159.9,146.26,418.07,1311.5601
2006-04-06,205.53,312.36,268.55,242.94,367.16,442.36,350.99,132.47,157.51,145.13,418.47,1309.04
2006-04-07,202.8,309.72,267.25,240.92,362.61,437.93,347.12,131.89,155.09,142.47,411.53,1295.5
2006-04-10,202.7,309.54,266.97,240.9,361.59,438.64,346.31,131.74,155.39,141.23,417.57,1296.62
2006-04-11,201.35,308.61,265.04,239.07,357.8,434.76,343.84,129.59,153.76,140.7,415.23,1286.5699
2006-04-12,202.46,310.91,264.59,239.36,359.72,435.49,343.45,129.64,154.05,140.57,412.35,1288.12
2006-04-13,203.32,309.69,265.37,239.11,359.39,436.28,344.64,129.11,153.29,138.58,413.81,1289.12
2006-04-17,204.99,307.61,263.56,237.72,357.37,436.13,340.94,128.43,153.23,138.11,420.11,1285.33
2006-04-18,210.47,314.67,267.37,239.84,360.68,443.68,347.62,130.46,156.35,142.17,430.57,1307.28
2006-04-19,211.94,316.96,266.64,239.94,358.85,444.38,347.81,128.92,156.58,143.88,436.81,1309.9301
2006-04-20,210.05,317.71,267.6,240.2,361.52,445.22,348.54,127.62,157.91,143.96,433.05,1311.46
2006-04-21,211.79,318.04,265.88,240.14,360.71,444.87,345.3,127.26,158.49,144.11,441.89,1311.28
2006-04-24,211.27,318.44,265.25,240.74,359.42,444.5,344.03,126.95,159.65,143.37,435.77,1308.11
2006-04-25,210.0,315.42,265.12,241.01,357.05,441.87,343.67,127.57,157.52,142.79,431.02,1301.74
2006-04-26,209.89,317.1,266.82,243.08,357.49,444.69,345.11,128.73,156.1,141.77,425.04,1305.41
2006-04-27,205.91,316.35,268.9,243.62,355.31,450.86,347.96,129.79,158.08,142.85,420.73,1309.72
2006-04-28,206.93,315.72,268.71,244.01,358.73,455.21,340.1,129.26,158.61,143.0,425.48,1310.61
2006-05-01,208.46,316.16,267.77,243.99,356.45,448.35,337.61,129.36,157.13,141.03,431.05,1305.1899
2006-05-02,210.04,318.67,267.86,245.42,356.0,451.36,338.29,129.11,159.94,139.47,440.82,1313.21
2006-05-03,209.99,318.98,268.17,244.18,352.44,450.71,337.26,128.48,158.95,139.77,434.42,1308.12
2006-05-04,212.06,322.31,269.71,244.36,353.32,451.71,339.3,128.6,159.35,142.22,431.63,1312.25
2006-05-05,213.5,325.66,273.04,246.54,356.48,458.09,341.28,128.83,162.7,144.37,435.98,1325.76
2006-05-08,214.25,325.07,273.23,247.91,356.35,456.09,341.42,129.63,161.63,145.3,434.4,1324.66
2006-05-09,216.0,325.62,274.09,248.56,354.18,456.87,339.71,129.76,160.3,145.15,437.42,1325.14
2006-05-10,215.7,325.43,274.29,247.65,353.8,457.0,335.9,128.81,161.23,145.71,439.63,1322.85
2006-05-11,212.53,322.76,271.62,244.89,352.45,449.82,327.87,127.54,159.61,142.26,434.61,1305.92
2006-05-12,208.12,318.4,269.17,242.82,351.47,445.36,325.34,126.07,158.02,140.12,422.11,1291.24
2006-05-15,205.61,319.0,269.64,245.76,356.39,448.01,325.04,126.49,158.8,142.48,414.88,1294.5
2006-05-16,205.2,318.93,267.49,246.48,357.73,447.49,321.66,126.56,158.15,141.37,415.9,1292.08
2006-05-17,199.74,312.49,263.96,243.73,353.77,438.5,318.27,123.61,155.42,138.3,404.95,1270.3199
2006-05-18,197.56,309.04,263.71,242.37,352.12,434.81,316.63,123.17,155.65,137.14,400.02,1261.8101
2006-05-19,198.14,310.45,265.72,242.51,350.59,436.78,318.48,124.83,156.98,137.53,402.66,1267.03
2006-05-22,194.36,309.86,263.6,243.1,349.02,435.72,316.25,123.81,158.26,136.64,401.14,1262.0699
2006-05-23,194.66,308.66,261.96,243.27,347.13,433.7,313.64,123.93,155.97,135.69,401.18,1256.58
2006-05-24,193.44,308.04,262.02,244.88,348.61,433.92,316.84,124.02,156.69,136.03,397.05,1258.5699
2006-05-25,197.48,310.13,264.45,247.4,351.4,437.86,320.02,124.89,158.11,139.59,409.4,1272.88
2006-05-26,200.16,311.45,265.61,247.83,353.38,441.18,321.48,126.4,159.85,141.17,411.17,1280.16
2006-05-30,195.63,307.68,261.67,244.12,348.07,434.68,314.9,124.18,158.25,139.88,403.83,1259.87
2006-05-31,197.99,310.15,264.37,245.19,350.62,437.29,315.72,125.37,160.4,139.82,411.95,1270.09
2006-06-01,200.19,313.21,268.6,246.49,355.64,442.89,320.93,128.59,162.25,142.96,413.79,1285.71
2006-06-02,201.79,313.28,267.49,245.99,356.82,444.64,319.87,128.25,164.06,144.45,419.08,1288.22
2006-06-05,195.89,307.0,263.35,242.54,351.56,437.49,313.99,127.0,162.53,144.99,406.65,1265.29
2006-06-06,194.31,306.09,261.99,243.18,352.05,436.38,313.44,128.16,162.45,144.32,407.11,1263.85
2006-06-07,189.89,303.51,262.08,242.45,353.78,437.82,309.49,127.54,161.59,144.95,393.62,1256.15
2006-06-08,189.74,303.6,261.88,243.93,354.44,439.19,307.54,127.06,162.45,144.27,397.19,1257.9301
2006-06-09,188.49,301.17,260.92,243.82,352.0,437.94,305.98,127.04,163.54,145.42,393.46,1252.3
2006-06-12,185.12,297.31,257.54,242.57,348.36,432.45,299.93,126.26,163.97,143.78,386.24,1237.4399
2006-06-13,181.51,296.19,255.46,241.09,347.38,424.14,299.3,126.81,161.87,142.71,375.47,1223.6899
2006-06-14,184.39,298.96,256.91,242.09,348.23,421.61,302.41,127.04,160.91,141.75,384.39,1230.04
2006-06-15,190.28,305.34,262.33,244.05,352.81,430.88,310.37,129.59,163.08,143.97,397.99,1256.16
2006-06-16,189.07,304.77,261.35,244.24,351.8,427.91,309.03,130.08,163.02,143.83,395.61,1251.54
2006-06-19,185.54,302.25,260.15,243.26,348.58,425.25,307.91,129.14,160.93,143.28,383.22,1240.13
2006-06-20,186.06,302.2,259.29,245.01,347.74,426.48,307.38,129.12,161.28,142.44,380.97,1240.12
2006-06-21,190.53,305.32,261.73,246.0,349.37,429.69,312.51,128.96,161.13,143.99,388.3,1252.2
2006-06-22,189.76,303.14,259.89,245.7,347.36,428.07,308.38,128.18,160.4,142.77,389.96,1245.6
2006-06-23,191.05,303.41,259.25,244.51,347.5,425.59,306.79,128.38,160.5,141.84,395.83,1244.5
2006-06-26,191.7,304.38,260.74,245.89,346.84,428.92,308.03,128.16,161.24,142.99,400.35,1250.5601
2006-06-27,189.14,301.15,257.33,244.75,342.33,424.73,303.5,127.78,160.56,142.34,402.39,1239.2
2006-06-28,189.54,302.28,257.7,245.6,343.21,426.75,305.2,128.55,161.29,142.9,410.33,1246.0
2006-06-29,196.86,308.43,263.14,249.43,348.96,436.09,313.39,130.48,163.34,145.52,421.23,1272.87
2006-06-30,197.79,308.1,263.41,248.12,350.69,434.13,310.42,131.25,163.8,146.39,420.35,1270.2
2006-07-03,200.54,309.7,263.6,249.39,351.87,439.03,314.11,131.61,165.38,148.63,425.49,1280.1899
2006-07-05,197.92,307.45,261.36,247.69,350.73,435.63,308.72,130.96,164.57,148.77,427.37,1270.91
2006-07-06,198.12,308.04,261.52,250.51,352.23,436.89,308.91,130.49,163.86,148.91,427.88,1274.08
2006-07-07,196.15,303.48,259.6,250.13,352.71,434.99,304.95,130.0,165.03,148.31,422.51,1265.48
2006-07-10,196.75,304.51,259.77,251.76,354.26,437.29,301.2,129.5,165.84,150.01,423.99,1267.34
2006-07-11,196.51,305.19,259.67,253.23,355.23,437.81,303.03,128.73,166.93,150.01,431.51,1272.4301
2006-07-12,195.1,302.11,255.4,250.87,352.85,433.02,296.39,127.92,165.74,151.08,430.78,1258.6
2006-07-13,189.57,296.8,251.13,249.14,350.03,426.96,291.63,125.47,165.42,148.83,427.86,1242.28
2006-07-14,189.81,292.17,247.82,247.0,347.54,425.09,290.67,125.55,165.48,146.66,433.03,1236.2
2006-07-17,187.52,291.54,249.35,247.49,348.84,425.32,291.71,126.23,165.99,146.35,421.14,1234.49
2006-07-18,188.23,292.67,247.71,248.66,349.15,426.19,292.69,126.76,166.42,147.94,422.3,1236.86
2006-07-19,193.3,298.56,252.67,251.29,357.67,437.69,296.3,128.89,168.63,151.49,425.33,1259.8101
2006-07-20,188.42,293.04,249.44,251.75,357.89,436.33,292.25,128.04,169.4,150.25,417.49,1249.13
2006-07-21,185.44,290.21,247.44,250.81,358.84,433.77,288.34,127.42,169.9,147.85,411.56,1240.29
2006-07-24,188.33,294.89,252.58,252.86,366.09,438.99,293.17,129.71,171.3,150.42,423.66,1260.91
2006-07-25,191.04,293.87,254.97,253.9,369.23,439.99,294.84,132.78,172.06,151.07,430.21,1268.88
2006-07-26,190.73,290.09,252.06,252.92,370.51,439.57,294.9,134.65,172.69,151.78,437.34,1268.4
2006-07-27,186.74,289.89,251.42,251.45,369.17,437.43,293.34,136.08,171.42,151.88,435.62,1263.2
2006-07-28,189.85,293.38,254.6,253.75,371.44,445.49,299.37,137.47,172.3,154.51,435.48,1278.55
2006-07-31,190.88,291.74,254.48,252.59,369.62,444.15,298.7,136.79,171.69,153.47,441.21,1276.66
2006-08-01,189.34,289.96,252.06,251.23,369.97,443.06,294.05,135.68,173.53,152.86,442.83,1270.92
2006-08-02,192.01,291.51,254.3,253.48,372.19,443.58,296.64,138.68,173.37,151.76,443.97,1277.41
2006-08-03,193.18,293.85,256.05,254.11,369.08,444.93,298.91,136.97,172.42,153.61,441.22,1280.27
2006-08-04,192.29,293.25,256.25,254.27,369.18,446.08,298.0,136.92,172.28,155.42,438.68,1279.36
2006-08-07,193.03,291.72,255.23,253.63,368.0,444.36,296.83,135.51,170.49,153.36,442.08,1275.77
2006-08-08,191.19,289.12,252.67,254.77,368.09,442.02,296.02,135.27,171.88,150.71,440.94,1271.48
2006-08-09,191.31,285.29,249.4,253.25,367.77,436.63,298.77,134.64,171.87,149.83,443.22,1265.95
2006-08-10,191.7,287.42,252.81,255.81,367.86,438.92,300.5,134.58,171.78,150.49,441.07,1271.8101
2006-08-11,189.46,285.89,252.54,255.35,365.63,437.47,297.97,134.7,171.35,149.15,441.02,1266.74
2006-08-14,189.06,286.88,253.26,256.0,366.36,437.68,301.36,133.89,172.08,150.44,434.26,1268.21
2006-08-15,192.56,291.79,256.99,257.4,369.63,445.15,309.21,135.17,173.43,152.3,434.57,1285.58
2006-08-16,195.83,298.01,259.65,257.17,372.45,447.51,315.79,134.85,171.75,152.44,430.77,1295.4301
2006-08-17,194.99,298.63,261.0,256.87,373.37,448.84,316.72,135.11,171.25,152.43,429.59,1297.48
2006-08-18,195.09,297.78,260.6,258.59,374.1,449.46,318.7,135.57,173.25,152.8,436.03,1302.3
2006-08-21,194.92,295.38,258.12,258.58,372.83,447.76,315.78,135.57,173.46,153.72,439.27,1297.52
2006-08-22,195.84,295.48,257.67,258.72,373.93,447.36,315.84,135.48,174.61,154.88,441.48,1298.8199
2006-08-23,195.44,293.74,255.53,258.3,374.01,446.88,314.24,135.42,172.85,153.17,435.14,1292.99
2006-08-24,193.77,292.19,254.31,259.14,376.71,447.95,315.5,135.62,173.39,154.35,439.97,1296.0601
2006-08-25,194.37,292.02,253.87,258.89,376.17,445.68,316.25,135.91,173.28,154.16,441.54,1295.09
2006-08-28,194.08,293.74,256.61,260.34,378.86,448.46,319.25,137.24,174.68,155.55,435.94,1301.78
2006-08-29,195.13,294.17,258.22,261.4,380.15,447.06,321.62,138.43,174.88,155.32,433.36,1304.28
2006-08-30,195.04,294.53,258.47,261.92,380.14,447.23,324.5,138.63,173.5,156.33,426.43,1305.37
2006-08-31,196.03,295.15,259.25,261.67,379.54,447.63,323.38,138.36,175.65,155.93,423.25,1303.8199
2006-09-01,198.19,296.98,261.92,263.1,381.46,448.52,324.44,139.86,175.41,155.47,427.79,1311.01
2006-09-05,199.03,297.6,261.97,262.21,380.06,449.95,325.87,140.29,173.75,156.75,432.16,1313.25
2006-09-06,196.85,295.45,259.38,261.67,377.81,448.43,319.95,139.42,172.84,156.34,419.3,1300.26
2006-09-07,194.61,293.83,259.42,260.49,375.61,445.09,317.89,138.69,172.79,155.16,419.74,1294.02
2006-09-08,195.12,294.34,262.14,262.04,378.18,447.57,321.25,138.75,173.07,156.48,411.86,1298.92
2006-09-11,189.88,295.26,264.2,263.68,380.8,448.23,323.99,139.37,172.54,157.74,398.99,1299.54
2006-09-12,191.95,298.07,270.55,264.04,385.2,453.67,330.09,140.88,171.39,159.35,396.44,1313.0
2006-09-13,193.53,301.13,271.39,261.9,384.34,456.77,330.12,141.07,171.88,160.61,403.15,1318.0699
2006-09-14,192.6,300.04,271.09,262.68,383.94,457.25,330.95,142.24,170.91,159.95,396.31,1316.28
2006-09-15,193.13,301.19,271.91,263.01,384.7,459.48,332.12,141.57,171.35,161.05,396.31,1319.66
2006-09-18,195.25,301.82,270.47,261.97,384.31,458.59,332.2,140.53,170.54,160.13,406.44,1321.1801
2006-09-19,193.03,300.89,270.91,262.78,384.77,459.32,329.78,140.63,171.18,161.38,399.78,1317.64
2006-09-20,194.08,302.27,273.32,264.22,386.9,462.6,335.21,142.88,170.83,160.54,390.39,1325.1801
2006-09-21,192.77,298.53,271.37,261.92,384.33,460.26,331.7,143.27,170.4,159.05,396.08,1318.03
2006-09-22,192.39,297.77,271.07,261.95,381.89,460.15,329.36,144.73,170.21,160.02,394.27,1314.78
2006-09-25,193.51,301.22,275.77,260.17,383.37,464.82,334.68,146.63,172.6,160.06,394.87,1326.37
2006-09-26,197.07,305.68,277.79,261.13,383.65,466.96,337.26,146.78,172.58,159.67,403.41,1336.35
2006-09-27,196.45,306.16,277.27,262.4,384.28,465.31,335.97,143.38,174.69,161.33,409.58,1336.59
2006-09-28,197.07,307.64,277.29,262.03,384.34,466.71,338.07,142.76,174.09,160.58,409.82,1338.88
2006-09-29,195.56,306.29,275.84,260.75,384.92,465.83,336.28,143.89,172.33,160.65,411.38,1335.85
2006-10-02,195.43,307.34,276.04,259.23,382.69,464.18,334.67,142.77,173.49,160.38,407.18,1331.3199
2006-10-03,193.19,309.28,278.93,259.62,384.07,469.03,335.35,144.1,174.32,162.57,393.86,1334.11
2006-10-04,193.51,313.0,282.97,262.11,386.76,474.33,341.92,145.52,175.06,164.75,399.94,1350.2
2006-10-05,196.46,315.83,283.98,261.58,386.87,474.48,341.73,143.21,174.48,166.05,405.56,1353.22
2006-10-06,197.46,314.41,283.16,260.22,385.85,472.58,341.1,143.5,173.29,164.54,406.16,1349.59
2006-10-09,199.14,314.6,285.37,260.35,384.53,473.95,342.33,143.65,173.36,165.72,400.95,1350.66
2006-10-10,199.97,315.49,286.6,259.5,383.27,474.0,342.47,144.72,174.51,165.54,406.73,1353.42
2006-10-11,198.06,314.61,286.02,260.06,382.94,472.67,342.31,144.51,174.89,165.77,401.46,1349.95
2006-10-12,200.49,317.35,289.84,260.37,385.44,475.16,347.66,146.92,175.3,167.02,408.84,1362.83
2006-10-13,202.32,316.97,288.84,259.88,383.91,476.3,350.33,146.87,175.18,168.46,414.44,1365.62
2006-10-16,203.86,318.74,289.11,260.13,384.29,475.2,350.65,145.23,175.86,169.32,423.39,1369.0601
2006-10-17,202.37,316.8,287.62,259.35,385.37,474.45,347.39,144.72,177.09,168.5,420.58,1364.05
2006-10-18,201.92,316.09,288.35,260.54,389.93,475.53,346.04,144.45,178.87,169.61,417.76,1365.8
2006-10-19,203.2,315.4,287.67,261.17,390.12,471.96,346.21,146.48,179.66,169.47,425.35,1366.96
2006-10-20,202.15,313.85,287.56,262.37,392.61,472.07,347.83,149.04,180.75,169.82,421.35,1368.6
2006-10-23,203.08,315.43,290.95,265.15,393.33,475.17,350.39,149.74,181.36,170.75,422.13,1377.02
2006-10-24,205.59,315.76,292.16,264.4,392.14,474.88,347.65,149.71,181.16,169.7,428.37,1377.38
2006-10-25,205.05,315.55,291.35,266.18,390.39,476.3,350.36,149.99,182.8,170.74,435.84,1382.22
2006-10-26,206.05,315.51,295.29,267.43,391.48,480.21,351.65,151.77,182.17,172.16,435.72,1389.08
2006-10-27,206.0,312.84,292.61,266.3,389.78,475.6,346.14,151.36,181.19,171.24,431.89,1377.34
2006-10-30,206.74,314.23,294.33,265.86,387.93,476.99,348.87,149.34,181.24,172.11,425.56,1377.9301
2006-10-31,207.05,313.29,293.58,265.52,386.53,476.38,350.12,148.87,181.5,172.57,429.74,1377.9399
2006-11-01,205.38,311.36,291.17,263.7,383.74,472.21,346.97,147.95,182.83,171.29,426.23,1367.8101
2006-11-02,206.16,310.42,290.76,263.19,385.53,471.38,346.84,148.66,181.44,167.71,427.02,1367.34
2006-11-03,205.43,309.63,288.73,261.57,383.6,470.12,345.3,147.92,180.09,165.31,435.01,1364.3
2006-11-06,207.9,313.07,292.66,262.9,388.47,476.39,350.1,149.57,179.38,167.27,439.53,1379.78
2006-11-07,207.41,316.12,293.07,262.96,390.97,477.43,351.32,150.18,178.96,165.54,435.84,1382.84
2006-11-08,207.74,316.82,294.43,263.83,385.05,478.85,351.89,150.18,180.54,166.01,443.56,1385.72
2006-11-09,209.59,314.29,293.23,261.97,375.36,475.84,353.42,147.63,180.64,166.48,447.04,1378.33
2006-11-10,208.0,315.44,294.34,262.05,376.46,478.64,354.63,146.57,181.82,167.58,442.98,1380.9
2006-11-13,209.59,317.26,294.55,260.89,376.97,479.32,357.82,147.1,181.81,167.5,443.15,1384.42
2006-11-14,209.5,318.67,297.78,262.36,379.86,481.83,361.77,147.2,182.24,169.66,444.52,1393.22
2006-11-15,210.02,321.04,298.62,263.03,381.79,481.75,362.37,145.31,181.39,169.02,447.98,1396.5699
2006-11-16,209.24,323.1,300.75,264.88,383.63,484.78,364.55,145.45,181.95,170.5,435.33,1399.76
2006-11-17,209.11,323.43,300.02,265.44,384.9,483.76,363.95,147.41,182.18,169.84,439.13,1401.2
2006-11-20,212.0,322.19,299.45,264.96,383.51,485.12,364.57,147.1,181.73,175.88,437.21,1400.5
2006-11-21,213.18,323.52,299.84,264.1,382.98,484.53,364.63,146.32,181.88,179.0,445.23,1402.8101
2006-11-22,215.89,324.02,300.5,264.86,383.89,485.06,367.73,145.77,182.36,179.74,442.73,1406.09
2006-11-24,216.05,322.68,298.85,263.92,381.56,483.37,366.68,145.71,182.63,180.63,440.86,1400.95
2006-11-27,212.78,318.47,294.61,260.8,379.1,475.52,357.67,144.6,181.0,175.84,439.49,1381.96
2006-11-28,213.03,317.62,294.06,261.98,380.6,475.86,359.3,145.08,182.08,176.06,447.8,1386.72
2006-11-29,215.26,320.05,296.42,263.58,382.98,478.67,361.15,147.35,184.39,178.45,460.59,1399.48
2006-11-30,215.61,320.01,296.5,262.66,384.43,477.46,361.19,148.38,184.9,180.3,464.36,1400.63
2006-12-01,214.2,318.55,296.09,261.96,384.88,475.4,357.79,148.15,185.53,179.72,466.54,1396.71
2006-12-04,217.38,321.74,299.52,265.26,383.01,481.31,362.71,149.44,187.31,182.35,467.03,1409.12
2006-12-05,217.94,322.6,301.99,267.05,384.27,483.5,363.27,149.89,187.72,180.75,468.58,1414.76
2006-12-06,217.76,321.86,301.7,267.32,384.76,484.57,361.38,150.45,186.59,179.58,465.02,1412.9
2006-12-07,218.63,321.33,300.15,267.06,383.74,482.91,357.97,150.07,185.75,178.98,462.69,1407.29
2006-12-08,219.09,321.21,300.87,267.34,384.61,484.35,359.2,150.88,185.38,179.44,462.11,1409.84
2006-12-11,218.62,320.62,302.06,267.31,385.01,487.42,360.0,151.96,186.19,179.77,461.52,1413.04
2006-12-12,216.07,320.5,300.49,267.18,384.89,487.48,358.32,153.0,187.06,179.03,462.72,1411.5601
2006-12-13,216.61,319.13,301.47,266.78,384.5,487.88,358.56,152.97,187.81,177.85,467.58,1413.21
2006-12-14,218.38,322.12,304.76,267.86,386.65,491.55,362.35,153.05,188.34,178.43,476.03,1425.49
2006-12-15,220.25,324.29,303.52,268.45,388.1,493.54,362.79,153.69,187.96,177.4,470.36,1427.09
2006-12-18,218.04,325.11,303.22,268.46,388.19,495.8,360.4,153.01,186.53,177.66,457.76,1422.48
2006-12-19,219.55,325.79,303.51,268.88,390.32,495.33,359.33,152.02,187.55,175.94,464.83,1425.55
2006-12-20,218.63,326.3,303.25,268.36,390.38,496.06,358.98,151.8,186.89,177.53,459.17,1423.53
2006-12-21,215.8,324.65,302.23,268.49,389.61,494.57,356.43,152.65,186.49,175.68,456.56,1418.3
2006-12-22,214.52,322.45,301.74,267.62,387.26,492.58,353.39,151.98,186.07,174.35,452.91,1410.76
2006-12-26,216.52,323.78,302.45,268.58,387.9,495.98,355.32,152.54,187.05,175.38,453.71,1416.9
2006-12-27,218.51,325.66,304.74,269.45,389.83,499.87,357.85,154.14,187.57,177.32,458.89,1426.84
2006-12-28,217.87,324.42,304.09,269.6,390.0,498.32,357.0,154.66,186.89,177.81,459.85,1424.73
2006-12-29,216.56,322.63,302.92,268.41,388.74,495.31,356.28,155.15,186.6,178.24,455.53,1418.3
2007-01-03,215.57,324.43,303.84,269.89,388.98,496.63,357.42,154.53,187.38,178.56,438.8,1416.6
2007-01-04,213.83,323.49,304.09,270.38,392.89,495.86,363.79,154.25,186.79,178.11,430.28,1418.34
2007-01-05,212.61,321.58,301.71,268.66,390.89,491.76,361.49,151.96,183.44,175.41,433.57,1409.71
2007-01-08,212.82,323.04,302.31,269.41,391.55,493.66,362.35,151.53,183.01,175.56,433.45,1412.84
2007-01-09,212.75,323.24,303.87,269.75,390.94,492.86,364.08,149.59,183.23,177.85,428.78,1412.11
2007-01-10,213.94,323.94,305.52,271.28,391.42,494.23,366.49,150.01,183.67,180.62,421.8,1414.85
2007-01-11,216.43,326.78,308.98,272.94,395.67,496.71,369.55,151.18,183.46,183.32,418.58,1423.8199
2007-01-12,218.86,327.68,309.89,272.72,397.24,497.79,371.38,151.74,182.1,183.74,429.37,1430.73
2007-01-16,219.5,329.67,310.93,273.49,398.55,499.08,370.1,151.42,182.75,187.48,424.61,1431.9
2007-01-17,219.97,329.46,310.97,273.47,400.91,497.81,365.34,150.51,182.89,187.45,429.75,1430.62
2007-01-18,218.92,328.99,312.8,273.39,402.05,496.3,358.84,152.78,182.62,187.14,426.58,1426.37
2007-01-19,222.25,327.06,312.81,273.63,402.42,497.41,358.76,152.69,183.37,189.1,437.17,1430.5
2007-01-22,220.02,323.54,311.03,273.09,399.59,497.0,355.62,152.56,183.06,187.39,434.67,1422.95
2007-01-23,222.75,326.55,311.65,273.5,397.96,496.94,354.67,153.75,183.88,188.4,445.23,1427.99
