Date,Value,Growth,Quality,Size,Default,Volatility_Short,Momentum,beta_high_semiconductors
2017-09-22,76.87,124.61,77.06,79.33,100.79,1143.5,94.89,132.16
2017-09-25,77.02,123.75,77.14,79.33,100.91,1142.5,94.0,135.92
2017-09-26,76.76,123.52,76.89,78.98,100.87,1118.0,93.76,136.48
2017-09-27,77.24,124.29,77.15,79.09,100.863,1102.0,94.99,137.48
2017-09-28,77.16,124.51,77.07,79.07,100.879,1072.5,95.09,136.8
2017-09-29,77.32,125.06,77.14,79.35,100.88,1030.0,95.68,136.36
2017-10-02,78.02,125.47,77.58,79.78,100.598,989.0,96.07,137.16
2017-10-03,78.44,125.71,77.77,79.89,100.7,980.5,96.37,137.08
2017-10-04,78.39,125.93,77.91,80.03,100.8,987.5,96.4,136.28
2017-10-05,78.79,126.78,78.4,80.29,100.71,920.5,96.99,137.4
2017-10-06,78.6,126.9,78.25,80.19,100.633,921.0,97.09,134.32
2017-10-09,78.47,126.83,78.33,80.01,100.689,959.0,96.97,134.76
2017-10-10,78.83,126.92,78.66,80.12,100.73,917.0,97.15,134.56
2017-10-11,78.88,127.35,78.85,80.19,100.77,877.5,97.28,135.36
2017-10-12,78.51,127.41,78.86,80.37,100.82,868.0,96.99,134.36
2017-10-13,78.77,127.71,78.91,80.45,100.945,836.0,97.2,134.4
2017-10-16,78.82,127.88,78.89,80.45,100.88,807.0,97.74,134.52
2017-10-17,78.82,128.01,78.99,80.45,100.823,811.0,97.78,134.68
2017-10-18,78.96,128.13,79.09,80.56,100.815,803.5,98.03,133.4
2017-10-19,78.88,128.05,79.22,80.68,100.83,791.5,98.33,132.56
2017-10-20,79.41,128.67,79.58,81.13,100.69,763.0,99.35,133.2
2017-10-23,79.36,128.04,79.45,81.02,100.803,812.0,99.14,130.04
2017-10-24,79.7,128.23,79.48,81.01,100.679,828.0,99.71,130.12
2017-10-25,79.16,127.72,79.26,80.67,100.614,882.5,99.11,129.0
2017-10-26,79.3,127.89,79.39,80.9,100.475,877.5,99.29,129.68
2017-10-27,79.48,129.87,79.58,80.87,100.664,781.0,100.51,133.48
2017-10-30,79.21,129.62,79.32,80.49,100.78,792.5,100.23,135.0
2017-10-31,79.34,129.96,79.39,80.67,100.81,766.0,100.5,137.12
2017-11-01,79.57,129.88,79.43,80.7,100.6,772.5,100.27,141.2
2017-11-02,79.71,129.97,79.58,80.68,100.65,756.5,100.66,139.52
2017-11-03,79.89,130.72,79.72,80.81,100.634,752.0,101.15,141.4
2017-11-06,80.04,130.97,79.82,81.01,100.654,738.0,101.31,147.32
2017-11-07,79.79,130.95,79.7,80.92,100.603,746.0,101.02,146.6
2017-11-08,79.98,131.42,79.98,81.1,100.56,748.5,100.97,144.4
2017-11-09,79.75,130.74,79.68,80.94,100.43,768.0,100.2,146.4
2017-11-10,79.85,130.82,79.78,80.8,100.085,803.0,100.49,145.96
2017-11-13,79.91,131.01,79.85,81.09,100.062,811.0,100.74,143.52
2017-11-14,79.56,130.86,79.88,81.06,100.08,820.5,100.57,138.48
2017-11-15,79.26,130.02,79.41,80.9,100.144,883.0,100.23,136.72
2017-11-16,80.41,131.37,80.01,81.44,100.194,811.0,101.18,137.2
2017-11-17,80.31,130.96,80.02,81.44,100.225,786.0,100.81,140.0
2017-11-20,80.59,131.22,80.17,81.55,100.112,735.5,101.29,138.32
2017-11-21,81.04,132.42,80.67,81.82,100.23,679.5,102.05,138.8
2017-11-22,81.05,132.33,80.5,81.71,100.31,665.5,101.63,141.16
2017-11-24,81.06,132.8,80.64,81.81,100.337,661.0,101.82,141.28
2017-11-27,80.75,132.85,80.62,81.91,100.352,658.5,101.62,137.68
2017-11-28,81.72,133.66,81.49,82.73,100.38,640.0,102.86,138.76
2017-11-29,82.18,132.54,81.64,83.1,100.329,668.5,102.32,139.44
2017-11-30,82.64,133.79,82.25,83.58,100.32,672.5,103.31,142.88
2017-12-01,82.43,133.32,82.28,83.47,100.1,709.5,102.67,145.72
2017-12-04,82.82,132.43,82.34,83.71,99.95,698.5,101.38,143.84
2017-12-05,82.33,132.27,82.13,83.07,100.17,692.5,101.28,142.56
2017-12-06,82.12,132.55,82.08,82.95,100.168,690.0,101.51,138.2
2017-12-07,82.44,133.19,82.4,83.27,100.187,646.5,102.17,139.2
2017-12-08,83.06,133.87,82.78,83.58,100.076,603.0,102.76,141.2
2017-12-11,83.47,134.29,82.93,83.67,99.98,563.0,102.87,142.92
2017-12-12,83.48,134.28,82.97,83.85,100.0,565.0,102.95,140.72
2017-12-13,83.4,134.54,83.01,83.76,100.235,562.5,102.88,139.32
2017-12-14,82.83,134.18,82.67,83.23,100.265,556.0,102.36,137.92
2017-12-15,83.63,135.35,83.29,83.87,100.151,518.5,103.5,136.32
2017-12-18,84.64,136.23,83.79,84.34,100.13,504.0,104.31,139.0
2017-12-19,84.39,135.76,83.63,84.1,99.921,509.0,103.93,139.24
2017-12-20,84.64,135.6,83.6,83.97,99.855,505.5,103.91,142.72
2017-12-21,84.34,135.22,83.17,83.6,99.92,498.5,103.52,146.64
2017-12-22,84.27,135.15,83.11,83.75,99.865,503.0,103.5,147.28
2017-12-26,84.07,134.85,83.13,83.77,99.766,502.5,103.23,150.56
2017-12-27,83.95,135.06,83.22,83.82,100.15,508.0,103.5,149.36
2017-12-28,84.13,135.31,83.32,83.9,99.84,492.5,103.71,150.48
2017-12-29,83.62,134.68,82.9,83.87,100.17,510.5,103.13,148.72
2018-01-02,84.73,135.97,83.28,83.87,99.89,472.5,103.94,152.88
2018-01-03,84.83,137.13,83.87,84.25,100.02,452.5,104.98,154.4
2018-01-04,85.3,137.7,84.25,84.4,100.13,450.0,105.86,155.16
2018-01-05,85.69,138.95,84.8,85.08,100.065,449.5,106.71,154.16
2018-01-08,85.86,139.34,85.06,85.22,100.09,438.5,107.01,155.08
2018-01-09,85.85,139.63,85.32,85.42,99.834,448.0,107.41,154.84
2018-01-10,85.86,139.26,85.16,85.01,99.86,439.0,107.3,153.92
2018-01-11,86.92,140.27,85.61,85.71,99.979,433.5,108.03,157.6
2018-01-12,87.58,141.21,86.23,85.95,99.8,433.5,109.06,158.88
2018-01-16,87.25,140.65,85.93,85.49,99.89,487.5,108.82,156.0
2018-01-17,88.09,142.19,87.13,86.48,99.64,467.0,110.63,157.32
2018-01-18,87.99,142.12,86.88,86.09,99.559,471.5,110.51,155.52
2018-01-19,88.19,142.86,87.43,86.72,99.54,467.0,111.16,154.88
2018-01-22,88.83,143.97,87.89,87.06,99.53,446.0,111.84,158.76
2018-01-23,88.85,144.62,87.91,87.49,99.47,462.5,111.98,159.4
2018-01-24,88.59,144.27,87.68,87.48,99.549,485.0,111.73,158.88
2018-01-25,88.15,144.36,87.7,87.59,99.49,503.0,111.98,155.64
2018-01-26,89.39,146.1,88.61,88.18,99.499,496.0,113.56,156.24
2018-01-29,88.93,145.09,87.83,87.98,99.19,566.5,112.7,153.2
2018-01-30,87.58,143.81,86.89,86.96,99.165,601.5,110.97,147.88
2018-01-31,87.27,144.04,86.69,86.77,99.31,577.5,111.61,147.64
2018-02-01,87.1,143.56,86.76,86.92,98.788,540.0,111.5,148.36
2018-02-02,84.83,140.67,84.97,85.44,98.68,688.0,108.93,142.04
2018-02-05,81.57,135.16,81.72,82.47,98.8,1143.5,104.27,137.48
2018-02-06,83.49,138.09,82.99,83.02,98.29,761.0,106.8,139.28
2018-02-07,83.36,137.17,82.69,83.48,98.24,932.5,106.44,134.84
2018-02-08,80.26,131.66,79.82,81.47,98.27,1395.5,101.94,129.52
2018-02-09,81.24,133.79,81.13,81.81,98.245,1167.0,103.97,129.56
2018-02-12,82.46,135.9,82.1,82.26,98.34,1065.5,105.79,132.92
2018-02-13,82.78,136.4,82.4,82.37,98.09,1068.0,106.25,131.12
2018-02-14,84.03,138.47,83.48,82.23,97.84,825.0,108.2,136.08
2018-02-15,84.86,140.41,84.51,84.32,98.06,787.5,109.54,136.36
2018-02-16,84.84,140.29,84.56,84.66,98.22,809.5,109.43,135.68
2018-02-20,84.16,139.85,84.09,83.86,97.89,876.0,109.41,135.28
2018-02-21,83.65,139.3,83.54,84.49,97.72,903.0,108.89,132.04
2018-02-22,83.76,139.59,83.57,83.38,97.97,874.0,109.07,134.92
2018-02-23,85.14,141.81,84.93,84.4,98.25,741.0,110.78,138.56
2018-02-26,86.24,143.36,85.89,85.31,98.12,679.5,112.08,139.16
2018-02-27,85.27,141.54,84.93,84.43,97.9,808.0,111.03,135.88
2018-02-28,84.39,140.29,84.17,83.37,98.22,856.0,109.98,132.24
2018-03-01,83.24,138.36,83.1,82.42,98.004,942.0,108.01,133.6
2018-03-02,83.67,139.2,83.61,82.45,97.84,887.5,108.36,136.56
2018-03-05,84.54,140.71,84.42,83.93,97.77,827.0,109.65,139.04
2018-03-06,84.85,141.24,84.82,84.23,97.83,836.0,109.97,137.76
2018-03-07,84.62,141.49,84.71,84.38,97.725,823.0,110.23,136.36
2018-03-08,84.8,142.23,85.24,84.59,97.77,777.0,110.71,136.12
2018-03-09,86.21,144.67,86.67,85.72,97.88,683.5,112.88,139.08
2018-03-12,86.22,144.72,86.66,85.69,97.87,726.5,112.81,139.24
2018-03-13,85.98,143.68,86.25,85.44,97.84,748.5,111.96,138.64
2018-03-14,85.38,143.2,85.66,84.96,97.83,772.5,111.36,138.12
2018-03-15,85.16,143.08,85.68,84.82,97.73,737.0,111.46,136.24
2018-03-16,85.55,143.1,85.89,85.39,97.8,718.0,111.59,137.68
2018-03-19,84.46,140.92,84.8,84.8,97.55,820.0,110.32,134.24
2018-03-20,84.59,141.5,85.15,84.59,97.67,793.5,111.16,136.28
2018-03-21,84.44,140.87,85.01,84.65,97.52,779.5,110.77,141.96
2018-03-22,82.0,136.8,82.44,82.76,97.52,934.0,106.88,138.96
2018-03-23,79.98,133.93,80.6,81.27,97.53,1012.0,104.2,138.8
2018-03-26,82.34,137.88,82.88,82.48,97.58,898.5,107.74,141.4
2018-03-27,80.99,134.69,81.65,81.45,97.91,1005.0,104.86,137.96
2018-03-28,80.87,133.99,81.51,81.92,97.97,1033.5,104.22,137.04
2018-03-29,82.02,136.09,82.71,82.85,97.87,926.5,105.92,140.88
2018-04-02,80.17,132.8,80.73,81.11,97.635,1059.0,102.58,136.12
2018-04-03,81.36,134.34,81.87,81.74,97.72,992.5,103.79,138.44
2018-04-04,82.33,136.13,82.89,81.93,97.58,966.5,104.99,138.52
2018-04-05,82.81,137.08,83.27,83.21,97.7,915.0,105.89,142.48
2018-04-06,81.07,133.94,81.39,81.09,97.684,996.0,103.12,138.64
2018-04-09,81.33,134.34,81.59,82.42,97.76,1000.0,103.55,138.84
2018-04-10,82.8,136.73,82.98,82.65,97.92,961.0,105.88,144.68
2018-04-11,82.38,136.06,82.48,82.38,97.85,973.0,105.12,147.32
2018-04-12,83.26,137.17,83.04,82.87,97.73,913.0,106.78,147.04
2018-04-13,82.94,136.8,82.73,82.47,97.815,863.0,105.72,149.52
2018-04-16,83.73,137.94,83.38,83.38,97.76,797.5,106.45,150.6
2018-04-17,84.34,140.13,84.08,84.11,97.95,725.5,108.22,151.56
2018-04-18,84.52,140.34,83.78,84.23,97.786,729.5,108.47,156.24
2018-04-19,83.69,139.19,82.82,83.49,97.6,746.0,108.26,155.92
2018-04-20,82.85,137.64,82.1,83.09,97.32,779.0,107.55,155.44
2018-04-23,82.94,137.53,82.01,83.11,97.419,766.0,107.26,156.48
2018-04-24,82.29,134.89,81.05,82.17,97.25,823.5,105.32,154.56
2018-04-25,82.75,135.05,81.19,82.42,97.21,835.5,105.48,156.48
2018-04-26,83.1,137.24,82.03,83.04,97.27,774.5,107.18,158.6
2018-04-27,83.08,137.34,82.14,83.13,97.3,751.0,107.24,155.72
2018-04-30,82.34,136.45,81.63,82.79,97.38,754.0,106.45,157.52
2018-05-01,82.38,137.26,81.67,82.42,96.78,737.5,107.11,156.8
2018-05-02,81.92,136.59,81.4,82.2,96.99,728.5,106.16,158.24
2018-05-03,81.44,136.63,81.42,81.61,97.15,750.5,106.39,155.56
2018-05-04,82.49,138.62,82.42,82.6,97.14,715.5,107.51,158.44
2018-05-07,82.52,139.41,82.61,82.62,97.0,709.5,108.37,159.4
2018-05-08,82.61,139.4,82.7,82.55,97.09,706.0,108.83,162.68
2018-05-09,83.28,140.71,83.4,83.12,96.97,663.0,110.26,165.56
2018-05-10,84.1,141.97,84.07,83.64,96.88,616.5,111.02,166.32
2018-05-11,84.35,142.23,84.3,83.79,97.032,601.5,111.1,165.08
2018-05-14,84.58,142.26,84.21,84.15,96.976,572.0,111.12,167.16
2018-05-15,84.33,141.06,83.66,83.18,96.71,632.5,110.41,167.8
2018-05-16,85.05,141.78,84.1,83.43,96.65,598.0,110.87,168.92
2018-05-17,85.05,141.6,84.19,83.65,96.677,577.0,110.59,174.08
2018-05-18,84.49,141.58,84.03,83.57,96.68,587.5,110.41,172.64
2018-05-21,85.17,142.64,84.47,84.21,96.792,559.5,111.5,176.88
2018-05-22,85.06,141.93,84.19,83.97,96.82,568.5,111.06,172.32
2018-05-23,84.98,142.75,84.54,84.06,96.95,553.0,111.53,171.36
2018-05-24,84.9,142.8,84.51,84.02,97.25,548.5,111.47,168.84
2018-05-25,84.59,142.68,84.25,83.99,97.06,559.0,111.15,163.52
2018-05-29,83.58,141.68,83.42,83.15,97.45,660.5,109.74,164.24
2018-05-30,84.5,143.19,84.51,84.17,97.48,612.5,111.23,170.32
2018-05-31,83.97,142.43,83.83,83.37,97.58,625.5,110.12,169.0
2018-06-01,84.94,144.19,84.75,84.05,96.92,585.5,111.87,168.6
2018-06-04,85.35,145.29,85.26,84.28,97.055,549.5,112.67,164.68
2018-06-05,85.52,145.8,85.39,84.36,96.9,540.0,113.2,164.28
2018-06-06,86.24,146.99,86.15,84.88,96.79,508.5,114.29,164.68
2018-06-07,86.42,146.31,86.06,85.05,96.927,519.5,113.3,168.84
2018-06-08,86.55,146.77,86.32,85.44,96.908,514.5,113.68,168.16
2018-06-11,86.75,147.06,86.2,85.55,97.0,502.5,113.58,169.36
2018-06-12,86.69,147.66,86.33,85.72,96.72,501.5,113.9,168.72
2018-06-13,86.35,147.11,85.84,85.36,96.848,510.5,113.87,168.64
2018-06-14,86.32,148.0,85.95,85.6,96.963,487.5,114.35,166.8
2018-06-15,86.19,147.9,86.1,85.38,96.955,492.5,114.03,161.68
2018-06-18,85.92,147.8,85.84,85.56,97.015,483.0,114.15,165.16
2018-06-19,85.44,146.97,85.51,85.32,97.17,517.0,113.4,166.6
2018-06-20,85.58,147.49,85.42,85.45,97.14,500.5,114.02,169.44
2018-06-21,84.97,146.44,84.77,84.95,97.14,549.0,112.97,165.04
2018-06-22,84.95,146.24,84.83,85.43,96.96,527.0,112.15,170.36
2018-06-25,83.74,143.62,83.75,84.63,96.94,642.0,109.63,165.88
2018-06-26,83.39,144.14,83.47,84.24,96.955,605.0,109.8,169.84
2018-06-27,82.74,142.36,82.66,83.41,97.223,657.5,108.27,172.16
2018-06-28,82.82,143.58,83.25,83.79,97.201,642.0,109.49,171.64
2018-06-29,82.61,143.8,83.45,84.28,97.014,617.0,109.7,172.24
2018-07-02,82.79,144.6,83.47,83.73,96.7,618.5,110.17,168.96
2018-07-03,82.34,143.12,83.34,83.92,96.63,626.0,109.27,170.72
2018-07-05,83.07,144.5,84.02,84.55,96.88,593.0,110.01,170.48
2018-07-06,83.67,146.09,84.74,85.18,96.831,549.5,111.01,173.64
2018-07-09,84.79,147.48,85.42,85.52,96.845,503.5,112.28,178.08
2018-07-10,84.99,147.81,85.74,85.88,97.04,491.0,112.56,177.8
2018-07-11,83.85,147.13,85.12,85.46,97.12,514.5,111.97,173.12
2018-07-12,84.51,149.0,85.81,85.89,97.051,488.5,113.53,172.68
2018-07-13,84.49,149.31,85.91,85.89,97.134,480.5,113.36,172.76
2018-07-16,84.42,148.84,85.52,85.61,97.037,475.5,113.43,169.28
2018-07-17,84.64,149.83,86.08,86.0,97.11,466.5,114.04,169.36
2018-07-18,84.9,149.98,86.26,85.99,97.109,459.5,114.33,169.8
2018-07-19,84.71,149.46,86.1,86.17,97.38,473.5,113.55,170.68
2018-07-20,84.39,149.43,85.93,85.94,97.202,476.5,113.65,170.0
2018-07-23,84.6,149.46,85.92,85.88,97.08,472.5,113.86,169.2
2018-07-24,84.7,149.88,86.29,85.74,97.22,461.0,113.77,170.76
2018-07-25,85.08,151.88,87.16,86.33,97.31,457.0,115.29,171.96
2018-07-26,85.37,150.33,87.09,86.72,97.33,459.5,114.94,172.52
2018-07-27,84.91,148.64,86.55,86.26,97.31,478.5,113.21,169.0
2018-07-30,85.09,146.51,85.97,85.88,97.28,499.0,111.22,172.04
2018-07-31,85.43,147.51,86.55,86.51,97.285,478.5,111.63,172.08
2018-08-01,85.34,148.03,86.32,86.4,96.99,470.5,111.86,169.36
2018-08-02,85.88,149.59,86.62,86.45,96.937,464.0,113.02,169.88
2018-08-03,86.53,149.94,87.02,86.87,97.25,453.0,113.05,168.0
2018-08-06,86.74,150.72,87.29,87.13,97.225,428.0,113.64,169.12
2018-08-07,86.97,151.27,87.66,87.21,97.3,414.5,114.18,169.44
2018-08-08,87.0,151.27,87.55,87.09,97.233,404.5,114.38,166.8
2018-08-09,86.83,151.32,87.35,87.02,97.24,413.0,114.4,165.24
2018-08-10,86.12,150.39,86.79,86.56,97.485,443.0,113.83,166.84
2018-08-13,85.69,150.12,86.46,86.34,97.56,482.5,113.31,162.68
2018-08-14,86.31,151.1,87.05,86.74,97.53,446.0,114.11,164.04
2018-08-15,85.59,149.76,86.66,86.56,97.58,488.0,112.6,156.4
2018-08-16,86.65,150.56,87.35,87.11,97.648,449.0,113.44,157.88
2018-08-17,87.23,150.78,87.73,87.58,97.59,431.0,113.52,158.8
2018-08-20,87.63,151.12,88.11,87.99,97.751,418.5,114.12,160.44
2018-08-21,88.0,151.45,88.27,88.15,97.694,432.5,114.49,163.48
2018-08-22,87.71,151.75,88.27,87.86,97.789,424.5,114.98,166.8
2018-08-23,87.41,151.73,88.3,87.5,97.727,420.0,115.12,166.04
2018-08-24,87.75,153.0,88.78,88.13,97.65,416.0,116.4,168.2
2018-08-27,88.55,154.26,89.36,88.34,97.58,418.0,117.35,168.6
2018-08-28,88.72,154.46,89.34,88.4,97.584,418.0,117.5,167.44
2018-08-29,88.94,155.79,89.86,88.85,97.671,417.5,118.52,169.56
2018-08-30,88.58,155.31,89.45,88.29,97.618,431.0,117.94,170.48
2018-08-31,88.51,155.51,89.78,88.21,97.757,420.5,118.18,169.36
2018-09-04,88.34,155.49,89.68,88.43,97.3,424.5,118.57,167.44
2018-09-05,88.34,154.04,89.68,88.53,97.35,429.0,116.54,166.36
2018-09-06,87.64,153.47,89.57,88.48,97.464,448.5,116.61,161.52
2018-09-07,87.31,153.17,89.26,88.14,97.25,460.5,116.27,159.8
2018-09-10,87.29,153.5,89.48,88.44,97.102,441.0,116.68,160.08
2018-09-11,87.43,154.52,89.69,88.67,96.912,420.5,117.3,163.16
2018-09-12,87.47,154.51,89.73,88.63,97.25,413.0,117.46,165.32
2018-09-13,88.04,155.56,90.25,89.17,97.34,394.5,118.13,164.56
2018-09-14,88.2,155.49,90.39,89.24,97.16,383.0,118.33,165.32
2018-09-17,87.83,153.76,89.96,88.98,97.26,399.5,116.91,164.96
2018-09-18,88.3,154.79,90.38,89.2,97.03,398.0,118.16,167.2
2018-09-19,88.55,154.55,90.37,88.99,97.01,376.3,117.67,169.0
2018-09-20,89.31,155.84,91.06,89.63,97.09,367.6,118.45,168.52
2018-09-21,89.23,155.37,91.26,89.69,96.991,368.4,118.33,169.96
2018-09-24,88.79,155.48,90.84,89.0,97.03,368.2,118.56,173.48
2018-09-25,88.38,155.74,90.61,88.74,96.928,372.9,118.96,174.32
2018-09-26,87.57,155.16,90.08,87.71,97.037,379.0,118.51,171.28
2018-09-27,87.77,156.0,90.24,87.76,97.048,368.1,118.84,172.8
2018-09-28,87.85,155.98,90.37,87.95,97.118,368.0,119.0,173.16
2018-10-01,88.14,156.36,90.71,87.68,97.0,361.2,119.62,174.96
2018-10-02,88.24,155.82,90.78,87.93,96.935,362.3,119.09,174.04
2018-10-03,88.78,156.03,90.74,87.66,96.69,357.2,119.48,178.28
2018-10-04,88.21,153.6,89.93,86.95,96.341,390.4,117.58,175.44
2018-10-05,87.55,152.3,89.29,86.95,96.2,402.9,116.39,174.6
2018-10-08,87.71,151.46,89.27,86.97,96.034,408.5,115.31,173.52
2018-10-09,87.25,151.43,89.1,86.79,96.25,419.5,115.34,175.8
2018-10-10,84.95,145.42,86.05,84.52,95.83,523.1,110.17,167.84
2018-10-11,82.98,143.08,84.05,83.03,96.32,591.0,108.06,162.6
2018-10-12,83.89,146.17,85.27,83.3,96.261,522.2,110.8,164.68
2018-10-15,83.44,144.97,84.83,83.64,96.082,534.4,109.41,165.12
2018-10-16,85.03,148.92,86.4,84.42,96.26,478.7,112.65,167.52
2018-10-17,84.9,148.56,86.35,84.74,96.35,487.3,112.62,164.6
2018-10-18,83.64,145.7,85.23,83.79,96.1,534.9,110.36,161.96
2018-10-19,83.57,145.16,84.83,84.07,95.89,527.6,109.13,160.0
2018-10-22,83.24,145.3,84.68,83.47,96.18,533.8,109.49,157.44
2018-10-23,82.88,144.45,84.13,82.86,96.088,563.2,108.36,151.88
2018-10-24,79.96,138.98,81.53,81.23,96.365,639.8,104.26,142.72
2018-10-25,81.62,142.47,82.76,82.08,96.18,609.3,107.23,145.32
2018-10-26,80.56,139.45,81.63,81.57,96.45,665.5,104.86,143.68
2018-10-29,80.61,137.48,81.47,80.1,96.168,668.0,103.41,138.44
2018-10-30,81.89,139.48,82.78,81.66,96.22,633.2,105.08,141.4
2018-10-31,82.66,142.08,83.53,83.24,96.05,602.3,107.27,144.28
2018-11-01,83.86,143.87,84.49,83.64,95.905,574.7,109.14,147.12
2018-11-02,82.9,142.65,83.95,83.33,95.655,577.1,108.39,144.72
2018-11-05,83.5,142.61,84.45,84.01,95.787,571.5,109.0,148.8
2018-11-06,83.97,143.54,85.0,84.32,95.6,543.0,109.27,147.48
2018-11-07,85.45,147.47,86.74,85.65,95.93,484.7,112.52,151.28
2018-11-08,85.2,146.95,86.64,85.65,95.851,479.0,112.31,145.64
2018-11-09,84.11,145.11,85.85,84.98,95.869,499.9,110.76,145.56
2018-11-12,82.47,141.49,84.26,84.07,95.85,561.0,107.79,140.52
2018-11-13,82.25,141.37,84.05,84.27,95.74,568.9,107.6,137.8
2018-11-14,81.28,140.22,83.39,83.65,95.567,590.1,106.57,137.12
2018-11-15,81.93,142.04,84.29,84.11,95.75,581.4,108.12,139.16
2018-11-16,82.09,141.89,84.19,84.44,95.82,541.2,107.49,139.0
2018-11-19,81.1,137.7,82.73,83.63,95.47,589.3,103.97,138.24
2018-11-20,79.14,135.35,81.32,82.79,95.36,638.4,102.16,131.64
2018-11-21,79.55,136.16,81.29,83.25,95.54,614.9,102.58,134.8
2018-11-23,79.0,135.36,80.71,82.97,95.37,622.8,101.86,130.0
2018-11-26,80.26,137.87,81.75,83.59,95.58,570.2,104.13,132.04
2018-11-27,80.42,138.17,81.92,83.69,95.64,553.8,104.45,130.36
2018-11-28,82.11,142.52,83.88,84.83,95.601,529.1,108.04,132.24
2018-11-29,81.68,142.18,83.49,84.98,95.7,545.5,107.58,133.08
2018-11-30,82.17,143.32,84.3,85.55,95.582,522.3,108.79,131.24
2018-12-03,83.17,145.59,85.27,86.41,95.42,478.0,110.17,135.48
2018-12-04,80.15,140.39,82.66,83.65,95.62,569.8,106.88,130.88
2018-12-06,79.78,140.79,82.64,83.55,95.425,588.7,107.24,126.72
2018-12-07,77.7,136.61,80.74,81.59,95.54,653.6,104.12,126.16
2018-12-10,77.24,137.59,80.99,81.46,95.621,651.6,104.89,122.08
2018-12-11,77.06,137.81,81.04,81.32,95.612,644.9,105.07,121.84
2018-12-12,77.65,138.89,81.46,81.9,95.56,637.1,105.72,122.52
2018-12-13,77.29,138.66,81.51,81.38,95.755,622.4,105.9,121.76
2018-12-14,76.43,135.7,79.7,80.23,95.89,658.7,103.49,116.36
2018-12-17,74.49,132.18,77.56,78.09,95.715,710.7,100.5,112.88
2018-12-18,74.42,132.85,77.67,78.01,95.58,717.1,100.61,109.64
2018-12-19,73.09,130.42,76.37,76.76,95.359,708.1,99.33,108.16
2018-12-20,71.54,128.03,75.24,75.43,95.061,767.2,97.4,104.08
2018-12-21,70.42,124.69,73.67,74.05,94.83,825.9,95.37,101.4
2018-12-24,68.64,121.77,71.91,72.15,94.768,880.8,92.8,96.48
2018-12-26,71.63,128.64,75.28,75.47,95.034,814.9,97.98,106.6
2018-12-27,72.2,129.9,76.16,75.8,95.07,865.3,98.93,107.0
2018-12-28,72.08,129.55,75.97,75.8,95.41,866.4,98.9,105.48
2018-12-31,72.57,130.91,76.76,76.63,95.77,817.3,100.23,106.12
2019-01-02,73.32,130.81,76.72,76.48,95.601,779.2,99.56,109.16
2019-01-03,71.93,126.75,74.79,75.06,95.91,833.0,96.81,108.4
2019-01-04,74.45,131.77,77.43,77.63,96.02,735.4,100.05,114.52
2019-01-07,75.31,133.14,77.9,78.56,96.29,709.5,101.01,118.44
2019-01-08,75.82,134.8,78.74,79.36,96.295,688.0,102.26,119.52
2019-01-09,76.32,135.54,79.18,79.97,96.56,665.2,102.86,122.2
2019-01-10,76.56,136.23,79.54,80.51,96.49,654.2,103.0,122.96
2019-01-11,77.06,135.91,79.31,80.53,96.75,620.5,103.07,121.6
2019-01-14,76.6,134.85,78.89,80.16,96.62,623.6,102.17,121.68
2019-01-15,76.86,136.95,79.61,80.6,96.64,582.6,103.78,123.08
2019-01-16,77.06,137.05,79.68,80.96,96.725,598.4,103.62,123.32
2019-01-17,77.66,138.18,80.4,81.64,96.705,589.7,104.41,124.04
2019-01-18,78.85,140.06,81.48,82.87,96.88,568.5,105.51,126.44
2019-01-22,77.61,137.75,80.32,81.62,96.6,645.0,104.35,121.16
2019-01-23,77.54,137.86,80.37,81.63,96.783,635.0,104.67,119.2
2019-01-24,78.11,138.3,80.44,82.08,97.04,604.6,104.36,119.88
2019-01-25,78.89,139.96,81.32,83.0,96.775,569.7,105.04,122.12
2019-01-28,78.51,138.48,80.76,82.69,96.955,606.1,103.99,120.0
2019-01-29,78.52,137.81,80.8,82.75,97.015,601.4,103.56,120.56
2019-01-30,79.16,140.89,81.82,83.71,97.37,562.8,105.73,123.96
2019-01-31,79.71,142.51,83.09,84.38,97.771,528.9,106.7,122.16
2019-02-01,79.98,142.42,83.46,84.63,97.205,520.3,106.9,122.8
2019-02-04,80.2,143.95,84.01,85.04,97.42,495.4,107.1,123.52
2019-02-05,80.28,145.01,84.56,85.42,97.43,490.1,107.27,121.84
2019-02-06,80.53,144.64,84.41,85.33,97.67,484.5,107.35,120.4
2019-02-07,79.4,143.17,83.57,84.85,97.555,509.3,106.87,115.2
2019-02-08,79.1,143.48,83.79,84.82,97.57,500.0,107.28,113.44
2019-02-11,79.22,143.52,83.88,85.17,97.39,492.7,107.28,115.28
2019-02-12,80.28,145.49,84.84,86.38,97.44,479.4,108.4,116.68
2019-02-13,80.77,145.93,85.32,86.68,97.36,476.9,108.45,119.2
2019-02-14,80.58,145.74,85.16,86.5,97.61,488.6,108.32,120.76
2019-02-15,81.58,146.84,86.03,87.37,97.575,464.9,109.46,124.0
2019-02-19,81.9,146.88,86.03,87.53,97.76,465.3,109.54,123.48
2019-02-20,82.08,146.99,86.38,87.72,97.78,439.2,109.5,124.88
2019-02-21,81.59,146.41,85.91,87.39,97.74,446.2,109.71,121.48
2019-02-22,82.01,147.77,86.75,88.01,97.902,421.3,110.49,122.52
2019-02-25,82.24,148.01,86.82,88.0,97.988,432.4,110.28,122.32
