Date,Value,Growth,Quality,Size,Default,Volatility_Short,Momentum,beta_high_semiconductors
2019-02-26,82.1,147.98,86.8,87.85,97.999,438.0,110.28,120.48
2019-02-27,81.72,147.94,86.92,87.95,97.95,439.0,110.04,120.68
2019-02-28,81.22,147.63,86.71,87.75,97.995,437.4,110.32,119.12
2019-03-01,81.5,148.76,87.34,88.32,97.59,408.8,110.87,121.64
2019-03-04,80.93,148.03,87.11,87.8,97.52,423.8,110.02,122.48
2019-03-05,80.57,147.94,87.01,87.56,97.735,426.7,109.97,121.4
2019-03-06,79.59,147.07,86.69,86.82,97.845,444.7,109.36,117.92
2019-03-07,78.9,145.6,85.99,86.09,97.935,470.9,108.7,116.32
2019-03-08,78.82,145.39,85.83,85.87,98.0,475.4,108.39,112.24
2019-03-11,79.95,147.89,87.15,86.99,98.049,424.0,109.81,114.64
2019-03-12,80.15,148.38,87.51,87.37,98.4,405.8,110.26,117.56
2019-03-13,80.61,149.38,87.98,87.82,98.345,399.7,110.89,120.04
2019-03-14,80.38,149.3,87.95,87.68,98.405,390.0,110.91,120.4
2019-03-15,80.86,149.99,88.34,87.94,98.559,377.9,111.53,119.08
2019-03-18,81.25,150.57,88.45,88.35,98.6,379.8,111.56,121.96
2019-03-19,81.31,150.87,88.4,88.14,98.522,384.4,111.8,120.76
2019-03-20,79.73,150.48,87.87,87.41,98.811,389.6,110.98,124.12
2019-03-21,80.88,152.69,88.74,88.51,98.89,381.4,112.18,125.96
2019-03-22,79.06,149.38,87.12,86.65,99.204,447.9,110.91,120.24
2019-03-25,78.7,149.38,87.09,86.62,99.34,448.7,111.03,120.32
2019-03-26,79.39,150.1,87.88,87.35,99.336,413.0,111.76,122.8
2019-03-27,78.99,149.28,87.5,86.98,99.445,421.8,111.21,122.48
2019-03-28,79.16,150.03,87.91,87.48,99.445,408.4,111.45,123.2
2019-03-29,79.86,151.36,88.55,87.99,99.425,389.0,112.18,122.96
2019-04-01,81.23,153.03,89.47,89.15,98.891,378.5,112.57,124.68
2019-04-02,80.88,153.44,89.55,89.14,99.01,377.2,112.36,123.4
2019-04-03,81.39,153.99,89.64,89.46,98.921,381.1,112.31,120.64
2019-04-04,81.86,154.06,89.85,89.64,98.98,376.3,112.06,122.84
2019-04-05,82.31,154.87,90.31,90.25,99.065,364.3,112.53,127.24
2019-04-08,82.37,155.11,90.42,90.2,99.065,361.7,112.6,128.12
2019-04-09,81.53,154.36,89.92,89.51,99.16,380.7,112.42,125.56
2019-04-10,82.03,155.03,90.31,90.09,99.299,365.4,112.75,127.4
2019-04-11,82.08,154.9,90.37,90.25,99.4,354.0,112.42,125.68
2019-04-12,82.38,155.78,91.16,90.97,99.319,329.7,112.79,129.84
2019-04-15,82.17,155.82,91.16,90.77,99.318,323.3,113.07,128.32
2019-04-16,82.74,155.77,91.31,90.76,99.235,319.8,112.36,129.08
2019-04-17,82.78,155.35,91.03,90.16,99.262,322.7,111.41,128.6
2019-04-18,82.93,155.71,90.94,90.39,99.215,315.6,111.65,127.24
2019-04-22,82.67,156.12,90.94,90.27,99.2,310.8,111.65,131.92
2019-04-23,83.24,157.92,91.95,91.14,99.4,307.5,112.54,131.76
2019-04-24,82.81,157.56,91.89,91.12,99.43,318.0,112.73,129.12
2019-04-25,82.07,157.59,91.58,90.53,99.455,327.0,113.27,127.16
2019-04-26,82.13,158.57,91.89,91.07,99.635,310.8,114.17,125.12
2019-04-29,82.39,158.68,91.88,91.07,99.525,318.2,113.98,124.96
2019-04-30,82.59,158.08,91.91,91.35,99.664,317.9,114.71,123.8
2019-05-01,82.14,157.02,91.11,90.45,99.239,335.9,113.83,119.8
2019-05-02,81.99,156.8,90.97,90.37,99.18,337.1,113.78,115.92
2019-05-03,82.83,158.53,91.67,91.29,99.29,313.4,114.59,118.48
2019-05-06,82.46,157.92,91.32,90.82,99.44,338.8,114.52,119.6
2019-05-07,81.15,155.02,89.76,89.3,99.454,423.2,112.84,117.92
2019-05-08,80.73,154.9,89.71,89.21,99.266,412.9,112.77,119.08
2019-05-09,80.29,154.49,89.42,89.02,99.38,411.3,112.6,118.64
2019-05-10,80.52,154.83,89.83,89.39,99.51,364.4,113.56,119.16
2019-05-13,78.28,150.26,87.64,87.14,99.51,442.5,111.82,115.04
2019-05-14,79.23,151.85,88.34,87.99,99.535,408.0,112.4,117.88
2019-05-15,79.52,153.34,89.06,88.29,99.66,382.6,112.88,119.48
2019-05-16,79.79,154.93,89.75,88.99,99.545,359.3,114.13,120.72
2019-05-17,79.18,153.72,89.26,88.37,99.547,365.4,113.81,117.96
2019-05-20,78.66,152.1,88.63,87.78,99.35,373.7,113.43,116.96
2019-05-21,79.54,153.6,89.41,88.74,99.48,346.1,114.08,119.48
2019-05-22,78.64,153.19,89.14,88.34,99.5,339.9,114.45,114.92
2019-05-23,77.67,151.11,87.97,87.11,99.715,373.5,113.67,108.4
2019-05-24,77.85,151.35,88.02,87.28,99.585,362.4,113.84,108.48
2019-05-28,76.8,150.43,87.26,86.53,99.73,378.2,112.9,106.84
2019-05-29,76.37,149.43,86.59,85.9,99.619,388.1,112.18,107.4
2019-05-30,76.2,150.14,86.81,86.0,99.788,378.1,113.04,104.64
2019-05-31,74.66,148.2,85.86,85.03,99.923,401.4,112.19,102.44
2019-06-03,75.34,146.17,85.59,85.38,99.721,405.6,111.43,103.4
2019-06-04,77.54,149.75,87.61,87.45,99.865,373.8,113.6,106.08
2019-06-05,77.46,151.3,88.41,88.09,100.028,361.3,115.51,102.32
2019-06-06,77.83,152.28,88.97,88.41,99.936,350.9,116.41,103.16
2019-06-07,78.31,154.57,90.03,89.08,100.155,354.3,117.92,103.36
2019-06-10,78.89,155.6,90.38,89.48,100.045,349.8,118.17,102.72
2019-06-11,79.02,155.45,90.45,89.35,100.1,350.6,117.73,103.0
2019-06-12,78.52,155.13,90.3,89.18,100.27,348.3,118.06,99.44
2019-06-13,79.2,155.83,90.67,89.71,100.381,345.6,118.26,101.76
2019-06-14,78.77,155.49,90.37,89.43,100.38,340.8,118.03,99.84
2019-06-17,78.06,155.52,89.9,88.96,100.331,335.0,117.49,101.56
2019-06-18,79.19,157.24,90.8,89.9,100.436,331.1,118.38,104.24
2019-06-19,79.33,157.8,91.13,90.29,100.9,313.6,119.23,103.72
2019-06-20,79.79,159.39,92.22,91.13,101.126,316.3,120.45,106.88
2019-06-21,79.66,159.18,91.96,90.82,101.06,326.5,119.75,106.84
2019-06-24,79.33,158.52,91.68,90.31,101.19,321.3,119.72,105.36
2019-06-25,79.14,156.27,90.9,89.64,101.067,334.7,118.34,103.96
2019-06-26,79.67,156.45,90.71,89.54,100.94,329.9,117.7,107.36
2019-06-27,80.31,157.18,91.01,90.19,101.22,321.9,118.1,107.08
2019-06-28,81.19,157.34,91.47,91.0,100.96,314.9,118.6,109.0
2019-07-01,81.67,159.3,92.23,91.57,100.87,289.1,119.84,108.8
2019-07-02,81.49,160.01,92.46,91.51,101.1,273.0,120.65,104.96
2019-07-03,81.97,161.42,93.35,92.38,101.075,270.0,121.88,104.72
2019-07-05,82.01,161.12,93.15,92.26,100.773,271.5,121.43,106.04
2019-07-08,81.59,160.19,92.6,91.71,100.78,283.3,120.83,104.72
2019-07-09,81.51,160.89,92.75,91.86,100.585,284.2,121.21,104.96
2019-07-10,81.76,161.91,93.14,91.92,100.839,271.1,121.84,107.2
2019-07-11,82.04,162.22,93.35,92.03,100.679,264.5,122.07,106.0
2019-07-12,82.92,162.98,93.68,92.76,100.815,257.6,122.48,106.72
2019-07-15,82.9,163.28,93.78,92.63,100.93,256.7,122.74,103.84
2019-07-16,82.7,162.61,93.47,92.48,100.8,258.2,122.2,101.8
2019-07-17,81.96,161.87,92.83,91.83,100.996,266.6,121.7,98.6
2019-07-18,82.44,162.17,93.22,92.13,101.065,263.6,122.45,97.8
2019-07-19,82.37,161.0,92.53,91.76,100.93,267.5,121.45,99.04
2019-07-22,82.39,161.91,92.82,91.76,101.027,260.0,122.03,99.36
2019-07-23,83.18,162.78,93.47,92.54,101.025,245.9,122.29,100.36
2019-07-24,84.19,163.7,93.95,93.23,101.25,236.3,122.66,101.0
2019-07-25,83.62,162.57,93.51,92.59,101.128,246.4,122.22,98.0
2019-07-26,83.86,164.18,94.1,93.15,101.26,237.8,123.04,96.84
2019-07-29,83.78,163.67,94.07,92.83,101.195,240.3,122.85,95.04
2019-07-30,83.53,163.15,93.7,92.8,101.175,249.3,122.6,99.88
2019-07-31,82.49,161.32,92.73,92.1,101.085,269.9,120.73,100.12
2019-08-01,81.36,160.46,91.88,90.88,101.25,301.2,120.55,93.88
2019-08-02,80.57,158.77,91.03,90.01,101.195,306.0,119.3,92.8
2019-08-05,78.3,153.56,88.14,87.37,101.24,370.1,115.63,88.96
2019-08-06,79.05,155.96,89.45,88.44,101.24,335.0,117.72,87.64
2019-08-07,78.95,156.66,89.52,88.62,100.939,338.3,118.07,87.44
2019-08-08,80.15,160.15,91.43,90.2,100.873,308.0,120.53,90.0
2019-08-09,79.05,158.98,90.65,89.38,100.87,324.7,120.15,89.16
2019-08-12,78.02,157.09,89.64,88.04,101.015,359.9,118.67,87.8
2019-08-13,79.11,159.92,91.12,89.21,100.77,319.9,120.43,88.36
2019-08-14,76.38,155.2,88.31,86.61,100.745,385.8,117.12,83.88
2019-08-15,76.17,155.59,88.61,86.6,101.0,372.3,117.62,83.12
2019-08-16,77.53,157.84,89.92,87.91,101.01,341.4,119.25,85.76
2019-08-19,78.58,159.76,91.0,88.97,100.86,303.8,120.39,89.28
2019-08-20,77.75,158.9,90.3,88.32,101.1,315.0,119.75,88.56
2019-08-21,78.54,160.52,91.05,89.02,101.132,291.0,120.85,88.96
2019-08-22,78.67,160.14,91.06,88.98,101.145,297.7,120.72,87.88
2019-08-23,76.44,155.91,88.51,86.61,101.395,353.2,117.64,83.72
2019-08-26,77.07,157.81,89.52,87.31,101.31,340.0,119.16,83.6
2019-08-27,76.26,157.39,89.48,86.96,101.388,348.7,119.26,82.4
2019-08-28,77.13,158.13,90.06,87.54,101.44,337.6,119.81,85.0
2019-08-29,78.34,160.27,91.14,88.74,101.425,316.7,121.23,87.88
2019-08-30,78.76,159.93,91.08,88.92,101.63,317.5,121.05,86.28
2019-09-03,78.35,158.62,90.41,88.25,101.267,340.5,120.41,84.64
2019-09-04,79.54,160.29,91.43,89.26,101.435,308.8,121.85,86.88
2019-09-05,81.11,162.71,92.9,90.51,101.11,291.5,123.03,89.16
2019-09-06,81.38,162.53,93.02,90.61,101.396,278.1,122.99,88.84
2019-09-09,82.83,161.27,92.83,91.01,101.074,274.3,120.95,93.84
2019-09-10,84.0,160.46,92.74,91.28,100.881,273.0,119.16,94.68
2019-09-11,84.82,161.59,93.24,92.03,101.02,266.1,119.68,94.96
2019-09-12,84.59,162.26,93.54,92.18,101.06,256.5,120.79,93.0
2019-09-13,84.65,161.8,93.39,92.17,100.819,251.1,120.1,93.68
2019-09-16,84.23,161.27,92.97,92.37,101.042,256.5,119.55,103.8
2019-09-17,84.0,162.15,93.33,92.42,101.119,254.6,120.62,98.28
2019-09-18,83.61,162.22,93.38,92.27,101.096,242.1,120.77,96.76
2019-09-19,83.48,162.55,93.24,92.06,101.085,236.1,120.9,94.84
2019-09-20,83.29,161.3,92.72,91.61,101.272,253.4,120.44,95.16
2019-09-23,83.23,161.25,92.92,91.63,101.41,250.4,120.52,94.84
2019-09-24,81.73,159.18,91.91,90.4,101.41,267.8,119.28,92.2
2019-09-25,82.44,160.32,92.46,91.03,101.075,258.3,119.54,92.32
2019-09-26,82.03,160.07,92.23,90.8,101.246,261.6,119.78,90.52
2019-09-27,81.66,158.47,91.82,90.3,101.198,272.1,118.53,90.04
2019-09-30,82.04,159.63,92.4,90.78,101.315,260.4,119.25,89.44
2019-10-01,80.65,158.06,91.23,89.41,101.25,276.2,117.97,86.2
2019-10-02,78.98,155.29,89.66,87.79,101.241,305.8,115.87,83.8
2019-10-03,79.41,157.09,90.46,88.46,101.303,288.1,117.14,85.08
2019-10-04,80.24,159.41,91.8,89.53,101.36,264.5,119.04,84.96
2019-10-07,79.96,158.8,91.34,89.15,101.112,268.5,118.4,83.92
2019-10-08,78.54,156.29,89.84,87.53,101.187,300.7,116.22,81.52
2019-10-09,79.25,158.08,90.67,88.27,101.125,284.2,117.52,82.16
2019-10-10,80.06,159.0,91.28,88.87,101.163,270.6,117.94,83.0
2019-10-11,81.39,160.57,92.63,90.11,101.067,246.1,118.88,85.04
2019-10-14,81.32,160.6,92.64,89.88,101.16,234.4,118.67,83.92
2019-10-15,82.44,162.34,93.44,90.71,101.165,224.8,119.3,84.0
2019-10-16,82.14,161.82,93.22,90.44,101.28,220.6,118.62,83.4
2019-10-17,82.19,162.36,93.52,90.79,101.28,218.6,118.93,83.8
2019-10-18,82.14,161.08,93.02,90.67,101.377,217.8,118.26,82.24
2019-10-21,82.81,162.03,93.64,91.3,101.15,209.2,118.85,82.84
2019-10-22,83.31,160.55,93.35,91.14,101.44,214.0,117.41,84.2
2019-10-23,83.35,160.9,93.4,91.44,101.352,210.4,117.35,85.84
2019-10-24,83.13,162.16,93.86,91.64,101.425,205.5,118.68,85.56
2019-10-25,84.35,162.77,94.34,92.01,101.415,195.7,119.02,87.36
2019-10-28,85.18,164.19,94.81,92.38,101.345,198.5,119.58,86.76
2019-10-29,85.15,163.61,94.66,92.48,101.475,198.3,119.66,88.2
2019-10-30,84.89,164.5,94.81,92.49,101.575,191.2,120.52,84.92
2019-10-31,84.37,164.14,94.44,91.97,101.751,195.0,120.02,84.48
2019-11-01,85.75,165.49,95.4,93.08,101.35,182.0,120.48,87.4
2019-11-04,86.9,165.76,95.76,93.58,101.37,182.7,119.78,91.64
2019-11-05,87.17,165.27,95.67,93.52,101.29,187.8,119.06,91.76
2019-11-06,87.06,165.33,95.69,93.42,101.385,186.8,119.49,88.96
2019-11-07,87.53,165.86,96.01,93.61,101.065,184.4,119.63,90.76
2019-11-08,87.78,166.52,96.21,93.82,101.26,178.5,120.44,91.36
2019-11-11,87.58,166.49,96.06,93.72,101.28,177.8,120.52,89.32
2019-11-12,87.63,167.03,96.25,93.81,101.305,174.7,120.9,89.0
2019-11-13,87.11,167.23,96.52,93.74,101.39,176.0,121.83,87.6
2019-11-14,87.12,167.68,96.72,93.94,101.55,172.4,121.71,86.76
2019-11-15,87.98,169.1,97.46,94.63,101.53,161.2,122.22,87.84
2019-11-18,87.96,169.39,97.48,94.61,101.555,160.8,122.45,85.12
2019-11-19,87.29,169.74,97.59,94.67,101.505,163.2,123.22,82.36
2019-11-20,86.64,169.17,97.14,94.43,101.54,165.4,122.87,82.8
2019-11-21,86.7,168.61,97.01,94.15,101.375,166.4,122.07,84.0
2019-11-22,87.12,168.76,97.25,94.49,101.412,158.7,122.17,84.2
2019-11-25,87.98,170.5,98.1,95.34,101.533,148.5,123.02,84.92
2019-11-26,87.65,171.12,98.43,95.54,101.58,145.4,123.98,82.8
2019-11-27,87.98,172.1,98.94,95.96,101.52,144.2,124.43,83.4
2019-11-29,87.49,171.43,98.65,95.45,101.525,148.4,123.97,81.44
2019-12-02,86.94,169.51,97.85,94.56,101.17,158.7,122.52,81.48
2019-12-03,85.89,168.52,97.19,93.92,101.57,174.3,122.61,80.16
2019-12-04,86.51,169.43,97.9,94.45,101.31,162.4,123.18,82.64
2019-12-05,86.71,169.65,98.18,94.58,101.399,159.1,123.4,81.96
2019-12-06,87.57,171.05,99.0,95.41,101.39,151.2,123.7,84.92
2019-12-09,87.28,170.43,98.83,95.11,101.53,162.4,123.31,85.48
2019-12-10,87.2,170.25,98.7,95.0,101.395,162.7,123.11,86.08
2019-12-11,87.5,170.87,99.06,95.19,101.615,157.3,123.4,85.56
2019-12-12,88.84,171.81,99.8,96.07,101.42,144.5,123.51,88.8
2019-12-13,88.34,172.38,99.71,95.9,101.739,134.7,124.05,87.04
2019-12-16,88.57,173.35,99.93,96.29,101.67,130.2,124.21,89.52
2019-12-17,88.59,173.22,99.85,96.26,101.779,128.6,123.98,91.88
2019-12-18,88.74,173.4,99.95,96.35,101.8,130.9,123.93,92.44
2019-12-19,89.05,174.46,100.36,96.72,101.71,125.8,124.69,93.6
2019-12-20,89.8,175.21,100.93,97.3,101.73,128.0,125.6,92.88
2019-12-23,89.88,175.59,100.94,97.31,101.591,128.8,125.11,94.88
2019-12-24,89.86,175.57,100.91,97.39,101.706,126.8,125.31,94.8
2019-12-26,90.11,176.84,101.28,97.5,101.77,126.4,125.72,95.16
2019-12-27,89.92,176.82,101.3,97.49,102.005,130.3,125.91,93.56
2019-12-30,89.42,175.62,100.81,97.09,102.005,137.4,125.29,93.44
2019-12-31,89.73,175.92,101.0,97.41,101.925,128.9,125.56,94.8
2020-01-02,90.31,178.35,101.88,97.77,102.155,121.3,125.98,94.64
2020-01-03,89.34,177.06,101.22,97.31,102.205,130.1,125.96,96.12
2020-01-06,89.2,178.19,101.46,97.45,102.056,128.2,126.1,96.76
2020-01-07,89.33,177.82,101.32,97.4,102.11,127.3,125.79,97.92
2020-01-08,89.53,179.29,101.73,97.72,102.12,123.7,126.46,94.2
2020-01-09,89.69,180.76,102.56,98.17,102.2,116.8,127.56,93.76
2020-01-10,89.31,180.44,102.42,97.83,102.24,115.9,127.56,92.88
2020-01-13,89.59,182.08,103.27,98.51,102.175,111.3,128.75,91.56
2020-01-14,89.91,181.44,103.12,98.68,102.27,110.3,128.5,92.56
2020-01-15,89.56,182.16,103.43,98.84,102.33,109.7,129.59,91.48
2020-01-16,90.29,183.86,104.27,99.77,102.39,105.8,130.62,90.96
2020-01-17,90.37,184.57,104.56,99.88,102.34,106.2,131.38,89.48
2020-01-21,89.94,184.47,104.28,99.59,102.515,107.4,132.06,86.52
2020-01-22,90.42,184.6,104.34,99.5,102.365,108.3,132.37,84.6
2020-01-23,90.48,184.92,104.24,99.74,102.55,107.6,132.62,83.2
2020-01-24,89.87,183.25,103.16,98.74,102.435,117.2,132.03,81.76
2020-01-27,88.01,180.1,101.45,97.17,102.368,135.5,130.86,78.8
2020-01-28,88.9,182.36,102.36,98.06,102.36,123.8,132.01,79.88
2020-01-29,87.95,182.76,102.5,97.76,102.56,124.0,131.6,78.2
2020-01-30,88.0,183.11,102.64,98.03,102.505,121.0,132.53,78.52
2020-01-31,86.34,179.9,100.31,96.17,102.575,141.0,130.26,76.64
2020-02-03,86.74,182.05,101.31,96.92,102.32,134.0,131.5,75.32
2020-02-04,88.3,185.66,102.8,98.48,102.162,123.1,133.13,75.6
2020-02-05,90.19,186.42,104.05,99.52,102.255,115.9,133.04,79.72
2020-02-06,90.3,187.53,104.42,99.53,102.39,113.9,133.71,78.24
2020-02-07,89.58,186.73,103.73,98.77,102.452,116.2,133.2,76.84
2020-02-10,89.92,188.74,104.23,99.15,102.49,114.3,134.56,74.92
2020-02-11,90.63,188.85,104.42,99.96,102.5,114.5,134.67,75.28
2020-02-12,91.41,190.47,105.05,100.64,102.511,105.9,135.02,76.28
2020-02-13,91.04,190.32,104.8,100.57,102.63,109.0,135.95,75.8
2020-02-14,90.42,191.01,105.0,100.7,102.67,106.9,136.87,75.12
2020-02-18,89.87,190.97,104.71,100.5,102.625,109.6,136.76,74.32
2020-02-19,90.35,192.29,105.06,100.89,102.486,107.2,137.08,76.52
2020-02-20,90.19,191.1,104.74,100.96,102.665,112.7,136.51,76.8
2020-02-21,89.28,188.1,103.73,99.96,102.745,123.4,135.27,75.2
2020-02-24,86.08,181.29,100.15,96.91,102.62,157.2,131.91,70.6
2020-02-25,82.98,175.87,97.09,93.69,102.32,179.4,128.25,66.88
2020-02-26,82.11,175.89,96.88,92.63,102.401,174.2,127.5,63.48
2020-02-27,78.66,167.85,92.76,88.88,102.145,217.1,121.9,59.32
2020-02-28,78.02,167.97,91.95,87.87,102.64,229.2,120.9,61.52
2020-03-02,81.13,175.66,96.02,91.01,102.36,216.9,126.73,61.48
2020-03-03,78.51,170.35,93.14,88.83,102.61,254.9,124.27,59.44
2020-03-04,81.6,177.73,96.77,92.17,102.94,232.5,129.96,59.6
2020-03-05,78.75,171.85,93.72,88.97,102.86,287.1,126.34,57.12
2020-03-06,77.28,169.21,92.35,87.12,102.6,334.5,124.6,51.64
2020-03-09,69.98,157.21,85.85,79.47,101.155,457.7,116.1,32.6
2020-03-10,73.66,165.84,90.29,83.09,100.28,404.5,121.1,39.72
2020-03-11,69.62,158.09,85.85,78.51,99.181,482.2,115.06,37.28
2020-03-12,61.73,143.66,77.81,70.73,97.09,650.2,104.75,32.96
2020-03-13,67.86,156.51,84.86,76.28,98.341,572.4,113.14,37.84
2020-03-16,59.25,138.06,76.22,65.91,96.922,901.4,99.15,34.64
2020-03-17,62.46,146.09,79.54,70.35,95.45,872.3,106.06,34.12
2020-03-18,59.49,139.28,76.12,64.8,93.5,1106.3,100.35,31.08
2020-03-19,59.2,139.92,76.14,66.32,91.26,940.9,99.68,33.12
2020-03-20,56.52,133.98,72.06,63.3,90.89,911.1,93.81,33.0
2020-03-23,55.33,131.63,69.28,61.43,92.705,699.3,90.36,30.16
2020-03-24,60.88,143.65,76.46,67.7,93.9,604.0,99.98,33.88
2020-03-25,61.05,144.32,77.67,69.04,95.539,680.0,101.84,34.28
2020-03-26,64.99,152.92,82.03,73.17,96.595,591.8,108.56,34.52
2020-03-27,62.53,147.73,79.48,70.98,96.26,667.7,106.44,32.12
2020-03-30,64.3,152.81,82.45,72.74,97.56,634.2,109.83,32.01
2020-03-31,63.0,150.65,81.04,71.38,97.634,585.6,106.48,32.9
2020-04-01,59.5,144.16,77.66,67.79,97.1,659.3,101.29,31.04
2020-04-02,60.32,146.86,79.49,68.73,97.025,604.1,102.91,33.66
2020-04-03,59.26,144.59,78.26,67.45,96.79,565.9,101.08,34.93
2020-04-06,63.67,155.13,83.5,72.67,97.198,506.0,108.31,36.73
2020-04-07,64.44,154.81,83.75,73.28,97.609,527.0,107.48,37.87
2020-04-08,67.06,159.61,86.55,76.38,98.688,509.6,110.52,41.3
2020-04-09,68.24,160.98,87.44,78.19,99.874,494.7,111.4,41.5
2020-04-13,67.23,160.54,86.04,76.67,100.092,478.0,111.86,41.9
2020-04-14,68.75,166.76,88.75,78.57,100.569,421.0,116.22,41.4
2020-04-15,66.34,164.55,86.7,76.3,100.49,472.2,114.73,40.3
2020-04-16,66.15,166.51,86.88,76.33,100.405,475.3,116.58,38.47
2020-04-17,68.47,169.49,89.39,79.08,100.525,446.5,118.49,42.36
2020-04-20,66.88,167.31,87.76,77.73,99.825,512.6,117.22,43.01
2020-04-21,64.6,161.43,85.16,75.44,99.275,574.4,112.83,43.59
2020-04-22,65.79,165.85,87.12,76.98,99.88,533.8,115.84,44.82
2020-04-23,66.0,165.67,87.03,77.13,100.18,531.0,115.53,46.58
2020-04-24,66.97,168.35,88.41,78.21,100.0,487.0,117.21,47.0
2020-04-27,68.63,170.21,89.93,80.23,99.819,431.0,118.7,48.03
2020-04-28,69.4,168.08,89.94,80.72,100.117,441.8,117.22,48.48
2020-04-29,72.02,173.03,92.3,82.99,100.01,401.2,120.07,53.73
2020-04-30,69.98,172.78,90.99,81.13,100.355,419.3,118.94,54.36
2020-05-01,67.21,168.25,88.81,78.64,99.958,476.0,116.03,50.01
2020-05-04,67.11,169.68,89.09,78.89,100.04,459.8,117.59,52.59
2020-05-05,67.39,171.97,89.94,79.78,100.069,431.8,119.45,51.75
2020-05-06,66.59,172.15,89.48,79.04,99.99,440.5,119.42,49.91
2020-05-07,67.38,174.4,90.49,80.42,100.17,412.7,120.28,50.65
2020-05-08,69.47,176.73,92.0,82.25,100.19,370.5,121.65,53.59
2020-05-11,68.83,178.08,92.15,81.97,99.966,333.3,123.34,52.43
2020-05-12,67.05,174.53,90.12,80.16,100.005,384.0,121.17,51.39
2020-05-13,64.9,171.92,88.72,77.96,99.905,440.6,119.99,47.97
2020-05-14,66.32,173.74,89.79,78.87,99.995,407.5,121.01,47.63
2020-05-15,66.01,175.14,90.47,79.23,99.875,392.3,122.46,47.94
2020-05-18,69.49,179.13,93.27,82.66,100.63,354.4,123.65,52.94
2020-05-19,68.58,178.07,92.18,81.92,100.325,380.0,123.08,51.37
2020-05-20,70.06,181.12,93.65,83.17,100.69,345.0,124.29,53.14
2020-05-21,69.53,179.96,93.09,82.73,100.745,357.1,123.14,52.73
2020-05-22,69.38,180.69,93.27,82.98,100.881,352.8,123.72,52.83
2020-05-26,71.76,181.03,94.77,84.93,101.075,346.6,122.79,54.98
2020-05-27,74.18,182.53,95.85,86.67,101.17,334.6,123.68,55.17
2020-05-28,72.45,182.84,95.57,86.26,101.18,353.8,123.98,52.78
2020-05-29,72.4,184.32,96.1,86.48,101.39,335.7,125.92,51.88
2020-06-01,72.7,185.49,96.42,87.45,100.975,338.5,126.6,53.39
2020-06-02,73.47,186.66,97.17,88.32,100.97,324.9,126.73,55.25
2020-06-03,75.23,188.28,98.62,90.53,101.495,304.0,126.57,56.33
2020-06-04,76.27,186.28,98.06,90.63,101.41,299.8,125.14,57.0
2020-06-05,78.86,190.42,100.52,93.41,101.7,275.5,126.58,63.72
2020-06-08,80.55,192.05,101.43,95.16,101.665,284.7,127.59,71.82
2020-06-09,78.82,192.24,100.42,93.28,101.56,305.9,128.08,66.61
2020-06-10,77.0,193.32,99.82,91.48,101.7,303.4,129.97,61.75
2020-06-11,71.36,182.82,93.9,85.51,101.341,455.6,123.93,55.9
2020-06-12,72.8,184.68,94.91,87.04,101.54,404.6,124.43,58.03
2020-06-15,73.08,186.29,95.39,87.9,101.737,388.0,125.95,58.56
2020-06-16,74.45,190.14,97.17,89.56,101.785,376.9,128.27,60.19
2020-06-17,73.51,190.25,96.74,88.94,101.745,375.3,128.64,57.37
2020-06-18,73.32,190.6,96.67,88.94,101.71,366.9,128.66,57.65
2020-06-19,72.89,190.18,96.11,88.35,101.635,375.0,129.6,56.08
2020-06-22,72.87,192.28,96.76,88.49,101.35,347.2,130.74,55.33
2020-06-23,72.88,193.61,97.29,88.58,101.51,336.2,130.96,55.15
2020-06-24,70.62,188.95,94.67,85.71,101.37,370.9,128.46,51.19
2020-06-25,71.27,191.12,95.53,86.68,101.575,349.0,130.0,52.25
2020-06-26,69.7,186.66,93.07,84.86,101.335,381.4,127.45,49.74
2020-06-29,71.14,188.54,94.46,86.32,101.36,353.8,128.34,50.78
2020-06-30,72.28,191.95,95.92,87.59,101.425,327.7,131.0,52.18
2020-07-01,71.55,194.64,96.43,87.53,101.09,313.1,132.78,50.66
2020-07-02,72.0,195.56,97.02,87.97,101.195,303.7,133.8,51.96
2020-07-06,73.03,199.7,98.42,89.02,101.275,303.6,136.6,52.07
2020-07-07,71.63,198.24,97.22,87.77,101.425,319.5,136.13,50.26
2020-07-08,71.85,200.97,97.76,88.32,101.348,307.3,137.7,50.31
2020-07-09,70.37,201.82,97.09,87.14,101.325,315.0,138.63,47.68
2020-07-10,71.99,202.41,98.08,88.33,101.585,302.3,139.5,49.41
2020-07-13,71.81,198.32,97.25,87.68,101.365,345.6,136.62,48.33
2020-07-14,72.82,200.56,98.63,89.05,101.335,315.3,138.47,50.39
2020-07-15,74.28,201.45,99.92,90.92,101.7,302.3,138.76,51.89
2020-07-16,74.47,200.0,99.44,90.79,101.575,295.0,138.08,51.76
2020-07-17,74.54,200.67,99.88,91.19,101.81,279.5,138.9,50.61
2020-07-20,74.14,205.7,100.34,91.03,101.935,259.5,142.22,50.19
2020-07-21,74.8,203.8,100.75,91.66,101.985,263.0,140.77,53.68
2020-07-22,75.42,205.05,101.56,92.37,102.245,258.2,141.42,53.11
2020-07-23,75.38,200.47,100.44,91.96,102.128,270.7,138.59,53.13
2020-07-24,73.37,199.32,99.41,91.23,102.11,272.5,137.03,52.78
